Number of connections,Number of DNS servers,Avg. size Node list recieved ,Time taken to find all nodes,Time take to test all nodes if online,Number of nodes online  ,Number of nodes offline  
3,,10,3538919,3570262,212,289
3,,10,3512176,3622774,204,297
3,,10,3602943,3618013,207,294
3,,10,3625864,3634803,209,293
3,,10,3375560,3461010,222,279
3,,10,3434182,3557275,212,289
3,,10,3247417,3532598,226,276
3,,10,3531445,3572168,209,292
3,,10,3574447,3598189,208,294
3,,10,3569754,3573705,207,295
3,,10,3578952,3613960,212,289
3,,10,3581570,3608287,206,295
3,,10,3529794,3576826,210,291
3,,10,3697631,3764021,193,310
3,,10,3501927,3542933,212,291
3,,10,3685913,3726263,198,303
3,,10,3653429,3744801,207,294
3,,10,3604769,3633890,205,297
3,,10,3547094,3559106,221,282
3,,10,3788415,3797884,187,315
3,,10,3617756,3717307,208,293
3,,10,3579417,3632647,205,296
3,,10,3677852,3703367,195,307
3,,10,3584418,3589531,216,287
3,,10,3560738,3615807,206,296
3,,10,3701286,3742140,203,301
3,,10,3599674,3623377,205,297
3,,10,3532347,3594013,205,296
3,,10,3573778,3591957,209,292
3,,10,3742056,3744055,192,309
3,,10,3642914,3660396,207,294
3,,10,3531273,3616040,208,293
3,,10,3695010,3710013,195,306
3,,10,3568774,3604045,213,290
3,,10,3605521,3659520,209,293
3,,10,3685896,3772690,197,304
3,,10,3684594,3743935,194,309
3,,10,3610239,3648911,209,294
3,,10,3738248,3752273,187,314
3,,10,3581626,3592148,206,295
3,,10,3670405,3681834,201,301
3,,10,3663246,3720668,205,297
3,,10,3672697,3711955,197,305
3,,10,3705037,3724552,197,304
3,,10,3703978,3737932,197,304
3,,10,3727516,3807290,184,318
3,,10,3628749,3657737,205,296
3,,10,3656727,3697722,217,285
3,,10,3650587,3688311,198,303
3,,10,3720345,3752783,193,308
3,,10,3535112,3654553,213,288
3,,10,3740598,3778822,185,317
3,,10,3510349,3796872,190,311
3,,10,3725045,3764710,193,308
3,,10,3859810,3919947,174,327
3,,10,3728155,3759154,189,315
3,,10,3821929,3835573,184,317
3,,10,3799991,3812330,190,313
3,,10,3770918,3800451,189,312
3,,10,3680524,3733331,203,300
3,,10,3640317,3681755,206,295
3,,10,3696017,3734936,196,306
3,,10,3884933,3942960,181,320
3,,10,3647001,3709103,203,300
3,,10,3731748,3765348,199,305
3,,10,3727863,3755742,196,307
3,,10,3763153,3808820,183,319
3,,10,3755829,3778233,194,309
3,,10,3687880,3692869,201,300
3,,10,3576437,3616896,214,287
3,,10,3753173,3856629,191,311
3,,10,3638560,3661819,211,290
3,,10,3705438,3736021,202,300
3,,10,3631031,3641361,197,305
3,,10,3865018,3877073,185,316
3,,10,3652902,3685630,203,298
3,,10,3648248,3679336,207,294
3,,10,3670911,3739022,193,308
3,,10,3573918,3605939,205,298
3,,10,3621082,3630814,207,294
3,,10,3781874,3838626,185,317
3,,10,3785766,3813704,192,311
3,,10,3608696,3639595,201,302
3,,10,3818015,3828990,189,312
3,,10,3512486,3594990,217,285
3,,10,3558596,3651196,214,288
3,,10,3667181,3692614,204,298
3,,10,3752823,3803267,191,312
3,,10,3669685,3692410,204,297
,,,,,,
AVERAGE,,,,,,
3,,10,3648246.25842697,3694552.41573034,201.2471910112,300.4943820225
