Number of connections,Number of DNS servers,Avg. size Node list recieved ,Time taken to find all nodes,Time take to test all nodes if online,Number of nodes online  ,Number of nodes offline  
1,,10,20696918,20822435,442,560
1,,10,21222698,21366956,454,547
1,,10,21336643,21404775,437,564
1,,10,21340549,21381990,440,561
1,,10,21431762,21624112,433,570
1,,10,21432774,21507751,440,561
1,,10,21441699,21512124,438,564
1,,10,21442446,21553448,432,570
1,,10,21456833,21457407,427,574
1,,10,21472541,21578554,428,575
1,,10,21490250,21670600,425,576
1,,10,21524679,21732216,417,584
1,,10,21597571,21641947,437,566
1,,10,21600689,21757710,415,586
1,,10,21604170,21666425,432,572
1,,10,21610618,21703801,438,564
1,,10,21621667,21892169,414,589
1,,10,21627606,21750192,426,575
1,,10,21669331,21808621,406,596
1,,10,21680490,21705744,424,578
1,,10,21712546,21857375,426,575
1,,10,21732983,21888020,419,582
1,,10,21734374,21881448,423,579
1,,10,21753690,21936414,412,590
1,,10,21776389,21957778,418,583
1,,10,21789096,21958433,408,595
1,,10,21809754,22010149,398,603
1,,10,21813263,21876781,408,593
1,,10,21842461,21882550,405,597
1,,10,21858227,22028013,424,577
1,,10,21884388,21951289,404,598
1,,10,21894639,21968351,400,601
1,,10,21906577,21920803,414,587
1,,10,21913595,22063308,416,586
1,,10,21925985,22251849,413,588
1,,10,21931345,22020418,403,599
1,,10,21932212,22066116,413,589
1,,10,21938434,22211187,397,604
1,,10,21938789,22074688,399,602
1,,10,21952032,22032723,407,595
1,,10,21957834,22078568,396,606
1,,10,21965240,22045813,395,606
1,,10,21980683,22076918,404,598
1,,10,21980851,22090300,394,607
1,,10,21998260,22251645,409,593
1,,10,22009635,22243290,399,602
1,,10,22009668,22133489,395,606
1,,10,22015366,22029395,420,582
1,,10,22017568,22124502,415,586
1,,10,22020344,22049419,428,573
1,,10,22035754,22216912,402,599
1,,10,22089111,22146891,408,593
1,,10,22099754,22259396,408,593
1,,10,22101009,22199631,389,612
1,,10,22113428,22241737,404,598
1,,10,22127888,22175736,414,587
1,,10,22144869,22262130,402,599
1,,10,22147093,22305680,401,600
1,,10,22156363,22327417,395,606
1,,10,22158093,22213998,407,595
1,,10,22167024,22233873,396,605
1,,10,22169070,22224698,393,608
1,,10,22170143,22368360,402,600
1,,10,22170706,22249060,397,606
1,,10,22196950,22268806,398,603
1,,10,22205363,22390769,389,613
1,,10,22214509,22289453,388,614
1,,10,22254487,22340351,399,603
1,,10,22286840,22320750,391,610
1,,10,22308432,22419481,392,611
1,,10,22310140,22383157,376,626
1,,10,22313762,22535823,381,621
1,,10,22317837,22461779,385,616
1,,10,22327881,22460529,397,604
1,,10,22343627,22470189,379,623
1,,10,22367065,22543734,385,616
1,,10,22369430,22473439,391,610
1,,10,22384458,22469334,403,599
1,,10,22400091,22552393,388,615
1,,10,22411158,22557201,377,624
1,,10,22419275,22543501,375,626
1,,10,22425355,22499450,403,599
1,,10,22430836,22608414,379,622
1,,10,22433315,22522877,392,610
1,,10,22461412,22559822,380,622
1,,10,22575576,22668333,380,621
1,,10,22611328,22939227,377,625
1,,10,22667745,22731165,380,623
1,,10,22829771,22930253,369,633
,,,,,,
AVERAGE,,,,,,
1,,10,21977697.8651685,22099615.258427,406.0561797753,595.5505617978
