Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline
8,1000,147,373132,27701301,3962,6040
8,1000,148,381348,27641362,3997,6004
8,1000,155,388693,27615731,4025,5976
8,1000,159,393598,27678647,3987,6014
8,1000,159,408949,27652002,4056,5945
8,1000,159,412661,27627816,4039,5963
8,1000,159,395004,27681329,4022,5979
8,1000,160,401811,27933115,3975,6026
8,1000,160,416303,27669452,4044,5957
8,1000,160,414550,27585864,4056,5946
8,1000,160,410688,27546112,4035,5967
8,1000,162,403170,27747407,3980,6021
8,1000,162,426607,27794087,3952,6050
8,1000,163,405637,27619205,4010,5992
8,1000,165,452413,27639689,4002,6000
8,1000,166,418450,27607503,3985,6016
8,1000,166,432447,27716676,3971,6030
8,1000,166,446968,27620461,3998,6004
8,1000,166,429880,27739398,3956,6046
8,1000,169,446636,27681209,4034,5968
8,1000,169,467935,27552474,4024,5979
8,1000,170,437215,27631323,4037,5964
8,1000,170,449792,27638533,4009,5992
8,1000,171,435200,27828925,3955,6051
8,1000,171,457251,27658934,3921,6081
8,1000,172,451673,27578984,4026,5976
8,1000,172,439397,27760740,3977,6024
8,1000,172,438485,27958142,3915,6086
8,1000,172,469786,27857568,3963,6042
8,1000,172,465351,27624027,4022,5979
8,1000,173,451188,27714545,4004,5997
8,1000,174,447926,27353659,4044,5957
8,1000,174,473724,27782323,3961,6042
8,1000,176,464605,27977417,3854,6149
8,1000,176,459465,27692396,3996,6006
8,1000,177,473725,27666198,4039,5962
8,1000,177,485795,27682198,3998,6004
8,1000,177,483926,27832016,3924,6077
8,1000,178,464111,27564897,4040,5962
8,1000,178,472244,27393585,4050,5952
8,1000,179,484249,27844393,3951,6052
8,1000,179,498538,27423513,4076,5925
8,1000,180,460923,27659244,4003,5998
8,1000,180,507139,27568324,4009,5993
8,1000,180,467334,27698455,4010,5991
8,1000,180,476997,27683164,3993,6010
8,1000,180,495661,27609980,3984,6018
8,1000,181,491069,27645397,4011,5991
8,1000,182,503867,27758707,3967,6034
8,1000,183,519731,27679732,3972,6030
8,1000,183,515969,27402091,4061,5940
8,1000,184,498192,27671377,3959,6045
8,1000,184,511317,27749754,3963,6039
8,1000,184,507314,27667461,3976,6027
8,1000,184,495408,27766048,3979,6025
8,1000,185,509051,27700483,3983,6019
8,1000,186,489111,27382996,4085,5917
8,1000,186,508015,27673695,3981,6025
8,1000,187,501678,27806067,3981,6023
8,1000,187,491599,27386633,4062,5940
8,1000,188,504995,27813442,3914,6087
8,1000,188,504177,27761045,3996,6005
8,1000,188,513749,27644097,4014,5989
8,1000,189,508023,27641875,4028,5973
8,1000,190,520661,27568299,4074,5928
8,1000,190,533886,27852658,3951,6050
8,1000,191,498022,27511724,4063,5941
8,1000,192,513024,27637911,4013,5989
8,1000,192,541655,27635803,4042,5960
8,1000,192,527867,27616747,4007,5995
8,1000,193,546654,27648125,4006,5997
8,1000,194,564023,27975715,3884,6118
8,1000,195,530393,27529437,4019,5985
8,1000,195,562244,27688244,3994,6009
8,1000,195,556741,27532497,4034,5970
8,1000,196,536891,27558749,4016,5987
8,1000,196,575904,27516965,4029,5977
8,1000,196,546774,27869135,3882,6119
8,1000,196,563886,27554965,4006,5996
8,1000,196,537991,27725440,4021,5980
8,1000,197,552509,27767724,3906,6095
8,1000,198,538528,27666949,3962,6041
8,1000,198,552333,27773206,3977,6028
8,1000,199,550987,27807565,3976,6027
8,1000,199,555926,27787794,3939,6063
8,1000,200,555109,27809769,3964,6038
8,1000,201,575241,27716287,4012,5989
8,1000,201,579904,27817535,3987,6016
8,1000,202,567806,27594125,4036,5966
8,1000,204,569662,27726142,3977,6024
8,1000,204,577432,28053124,3907,6095
8,1000,204,593157,27770061,4002,6001
8,1000,205,584707,27467862,4080,5922
8,1000,206,567871,27568445,4009,5992
8,1000,213,617055,27494330,4052,5949
8,1000,214,620003,27623543,4030,5972
8,1000,215,618313,27719265,3969,6034
8,1000,228,667111,27610390,4031,5972
,,,,,,
8,1000,182.4081632653,495021.581632653,27674303.6020408,3996.5306122449,6005.5816326531
