Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline
8,25,6727,18689717,27649082,4002,5999
8,25,6413,17858317,27783257,3993,6009
8,25,6402,17631426,27598187,4048,5953
8,25,6616,18341088,27668056,4027,5974
8,25,6648,18351159,27665710,4008,5993
8,25,6851,18976560,27714608,4005,5996
8,25,6896,19107183,27745010,4005,5997
8,25,6949,19368981,27776509,3959,6042
8,25,6852,18925433,27680555,4021,5980
8,25,7212,19872602,27510682,4055,5946
8,25,6374,17692680,27803547,3958,6043
8,25,6410,17873574,27870559,3929,6072
8,25,6445,17817943,27615024,3996,6006
8,25,6727,18689717,27649082,4002,5999
8,25,6727,18689717,27649082,4002,5999
8,25,6413,17858317,27783257,3993,6009
8,25,6402,17631426,27598187,4048,5953
8,25,6616,18341088,27668056,4027,5974
8,25,6648,18351159,27665710,4008,5993
8,25,6851,18976560,27714608,4005,5996
8,25,6896,19107183,27745010,4005,5997
8,25,6949,19368981,27776509,3959,6042
8,25,6852,18925433,27680555,4021,5980
8,25,7212,19872602,27510682,4055,5946
8,25,6727,18689717,27649082,4002,5999
8,25,6316,17568587,27705652,3952,6049
8,25,6727,18689717,27649082,4002,5999
8,25,6413,17858317,27783257,3993,6009
8,25,6402,17631426,27598187,4048,5953
8,25,6616,18341088,27668056,4027,5974
8,25,6648,18351159,27665710,4008,5993
8,25,6851,18976560,27714608,4005,5996
8,25,6896,19107183,27745010,4005,5997
8,25,6949,19368981,27776509,3959,6042
8,25,6852,18925433,27680555,4021,5980
8,25,7212,19872602,27510682,4055,5946
8,25,6374,17692680,27803547,3958,6043
8,25,6410,17873574,27870559,3929,6072
8,25,6445,17817943,27615024,3996,6006
8,25,6342,17377721,27452875,4060,5941
8,25,6532,18136569,27676965,4016,5985
8,25,6777,18934769,27926132,3910,6091
8,25,6656,18338791,27441695,4074,5927
8,25,6837,19098754,27892320,3920,6081
8,25,6708,18313431,27435944,4075,5926
8,25,7001,19365480,27687807,4009,5992
8,25,6727,18689717,27649082,4002,5999
8,25,6413,17858317,27783257,3993,6009
8,25,6402,17631426,27598187,4048,5953
8,25,6616,18341088,27668056,4027,5974
8,25,6648,18351159,27665710,4008,5993
8,25,6851,18976560,27714608,4005,5996
8,25,6896,19107183,27745010,4005,5997
8,25,6949,19368981,27776509,3959,6042
8,25,6852,18925433,27680555,4021,5980
8,25,7212,19872602,27510682,4055,5946
8,25,6727,18689717,27649082,4002,5999
8,25,6413,17858317,27783257,3993,6009
8,25,6402,17631426,27598187,4048,5953
8,25,6616,18341088,27668056,4027,5974
8,25,6648,18351159,27665710,4008,5993
8,25,6851,18976560,27714608,4005,5996
8,25,6896,19107183,27745010,4005,5997
8,25,6949,19368981,27776509,3959,6042
8,25,6852,18925433,27680555,4021,5980
8,25,7212,19872602,27510682,4055,5946
8,25,6374,17692680,27803547,3958,6043
8,25,6410,17873574,27870559,3929,6072
8,25,6445,17817943,27615024,3996,6006
8,25,6727,18689717,27649082,4002,5999
8,25,6727,18689717,27649082,4002,5999
8,25,6413,17858317,27783257,3993,6009
8,25,6402,17631426,27598187,4048,5953
8,25,6616,18341088,27668056,4027,5974
8,25,6648,18351159,27665710,4008,5993
8,25,6851,18976560,27714608,4005,5996
8,25,6896,19107183,27745010,4005,5997
8,25,6949,19368981,27776509,3959,6042
8,25,6852,18925433,27680555,4021,5980
8,25,7212,19872602,27510682,4055,5946
8,25,6727,18689717,27649082,4002,5999
8,25,6316,17568587,27705652,3952,6049
8,25,6727,18689717,27649082,4002,5999
8,25,6413,17858317,27783257,3993,6009
8,25,6402,17631426,27598187,4048,5953
8,25,6616,18341088,27668056,4027,5974
8,25,6648,18351159,27665710,4008,5993
8,25,6851,18976560,27714608,4005,5996
8,25,6896,19107183,27745010,4005,5997
8,25,6949,19368981,27776509,3959,6042
8,25,6852,18925433,27680555,4021,5980
8,25,7212,19872602,27510682,4055,5946
8,25,6374,17692680,27803547,3958,6043
8,25,6410,17873574,27870559,3929,6072
8,25,6445,17817943,27615024,3996,6006
8,25,6342,17377721,27452875,4060,5941
8,25,6532,18136569,27676965,4016,5985
8,25,6777,18934769,27926132,3910,6091
8,25,6656,18338791,27441695,4074,5927
8,25,6837,19098754,27892320,3920,6081
8,25,6708,18313431,27435944,4075,5926
8,25,7001,19365480,27687807,4009,5992
8,25,6727,18689717,27649082,4002,5999
8,25,6413,17858317,27783257,3993,6009
8,25,6402,17631426,27598187,4048,5953
8,25,6616,18341088,27668056,4027,5974
8,25,6648,18351159,27665710,4008,5993
8,25,6851,18976560,27714608,4005,5996
8,25,6896,19107183,27745010,4005,5997
8,25,6949,19368981,27776509,3959,6042
8,25,6852,18925433,27680555,4021,5980
8,25,7212,19872602,27510682,4055,5946
,,,,,,
8,25,6702.5892857143,18567353.4642857,27683257.8214286,4004.9642857143,5996.2142857143
