Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline
8,1,0,0,37515,11,10
8,1,0,0,32138,9,10
8,1,0,0,30000,4,10
8,1,0,0,30527,6,10
8,1,0,0,30000,4,10
8,1,0,0,32348,7,10
8,1,0,0,30000,4,10
8,1,0,0,30000,3,10
8,1,0,0,30000,3,10
8,1,0,0,30000,3,10
8,1,0,0,37979,6,10
8,1,0,0,37187,8,10
8,1,0,0,30000,4,10
8,1,0,0,30000,6,10
8,1,0,0,30000,1,10
8,1,0,0,30000,2,10
8,1,0,0,30000,2,10
8,1,0,0,30000,2,10
8,1,0,0,30000,2,10
8,1,0,0,30000,5,10
8,1,0,0,30000,8,10
8,1,0,0,30000,2,10
8,1,0,0,30000,3,10
8,1,0,0,30000,3,10
8,1,0,0,32618,6,10
8,1,0,0,30000,8,10
8,1,0,0,30000,8,10
8,1,0,0,30000,4,10
8,1,0,0,34897,9,10
8,1,0,0,40593,11,10
8,1,0,0,35079,12,10
8,1,0,0,37791,8,10
8,1,0,0,30000,3,9
8,1,0,0,30000,3,9
8,1,0,0,30000,6,10
8,1,0,0,43716,10,10
8,1,0,0,30000,7,10
8,1,0,0,30000,4,10
8,1,0,0,30000,4,10
8,1,0,0,30000,4,10
8,1,0,0,30623,7,10
8,1,0,0,30601,8,10
8,1,0,0,30000,6,10
8,1,0,0,30000,4,10
8,1,0,0,30000,7,10
8,1,0,0,30000,5,10
8,1,0,0,30000,5,10
8,1,0,0,32242,9,10
8,1,0,0,36304,11,10
8,1,0,0,30905,10,10
8,1,0,0,30000,4,10
8,1,0,0,35371,10,10
8,1,0,0,30000,4,10
8,1,0,0,30000,5,10
8,1,0,0,38664,9,10
8,1,0,0,30000,8,10
8,1,0,0,30000,3,10
8,1,0,0,30000,4,10
8,1,0,0,30000,2,10
8,1,0,0,30000,3,10
8,1,0,0,30000,3,10
8,1,0,0,30000,5,10
8,1,0,0,30000,6,10
8,1,0,0,31945,10,10
8,1,0,0,33816,11,10
8,1,0,0,32386,7,10
8,1,0,0,35120,11,10
8,1,0,0,30000,4,10
8,1,0,0,30000,3,10
8,1,0,0,30000,3,10
8,1,0,0,30000,4,10
8,1,0,0,30000,5,10
8,1,0,0,30000,5,10
8,1,0,0,30000,6,10
8,1,0,0,30000,3,10
8,1,0,0,30000,5,10
8,1,0,0,30000,4,10
8,1,0,0,30000,4,10
8,1,0,0,30000,3,10
8,1,0,0,30000,6,10
8,1,0,0,31036,7,10
8,1,0,0,30000,4,10
8,1,0,0,30000,4,10
8,1,0,0,30000,2,10
8,1,0,0,30000,5,10
8,1,0,0,32812,10,10
8,1,0,0,34741,7,10
8,1,0,0,30000,6,10
8,1,0,0,30000,7,10
8,1,0,0,30000,4,10
8,1,0,0,30000,3,10
8,1,0,0,32639,7,10
8,1,0,0,30000,1,10
8,1,0,0,30000,1,10
8,1,0,0,30000,1,10
8,1,0,0,35748,10,10
8,1,0,0,39933,12,10
8,1,0,0,47052,15,10
8,1,0,0,30000,11,9
8,1,0,0,30000,3,10
,,,,,,
8,1,0,0,31543.26,5.67,9.97
