Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
20,100,664,329597,5195767,10001,0,
20,100,678,334951,5118460,10001,0,
20,100,687,334559,5230836,10001,0,
20,100,678,346519,5169878,10002,0,
20,100,683,340087,5167579,10001,0,
20,100,693,356358,5179553,10001,0,
20,100,697,349785,5207604,10002,0,
20,100,693,348765,5118925,10001,0,
20,100,698,360578,5128142,10001,0,
20,100,701,371640,5187937,10001,0,
20,100,695,372857,5211716,10002,0,
20,100,707,379539,5173540,10002,0,
20,100,712,369057,5250863,10001,0,
20,100,708,366544,5213089,10001,0,
20,100,710,378836,5098793,10001,0,
20,100,710,354327,5199938,10001,0,
20,100,720,348484,5097383,10001,0,
20,100,717,348856,5184199,10001,0,
20,100,713,337219,5071789,10001,0,
20,100,715,368179,5200761,10001,0,
20,100,715,362170,5098573,10001,0,
20,100,722,358986,5159721,10002,0,
20,100,724,361786,5162830,10002,0,
20,100,725,390749,5186902,10001,0,
20,100,722,367803,5172971,10001,0,
20,100,731,363637,5186957,10002,0,
20,100,733,378306,5112720,10002,0,
20,100,664,320438,5180417,10001,0,
20,100,737,358857,5065458,10001,0,
20,100,738,385279,5170952,10002,0,
20,100,740,366851,5204299,10002,0,
20,100,734,346486,5053552,10002,0,
20,100,738,361877,5099672,10001,0,
20,100,743,384086,5207607,10001,0,
20,100,672,346582,5180178,10002,0,
20,100,747,377032,5121845,10001,0,
20,100,740,370766,5108222,10001,0,
20,100,739,380252,5175829,10002,0,
20,100,748,391801,5163309,10002,0,
20,100,687,340640,5150932,10003,0,
20,100,691,331403,5169026,10001,0,
20,100,686,340620,5177137,10001,0,
20,100,747,373122,5202756,10003,0,
20,100,751,373745,5185980,10002,0,
20,100,691,366923,5167798,10001,0,
20,100,753,377459,5175970,10002,0,
20,100,679,342573,5138840,10001,0,
20,100,758,374692,5192370,10001,0,
20,100,760,379033,5157880,10001,0,
20,100,693,367896,5185068,10001,0,
20,100,694,336363,5159418,10003,0,
20,100,761,402329,5181895,10002,0,
20,100,702,324561,5108555,10001,0,
20,100,698,345239,5213073,10001,0,
20,100,698,351595,5170035,10001,0,
20,100,702,371593,5152571,10001,0,
20,100,769,397586,5186291,10002,0,
20,100,763,376802,5150865,10001,0,
20,100,768,389171,5216637,10001,0,
20,100,777,399789,5210812,10001,0,
20,100,702,368383,5172689,10001,0,
20,100,710,355343,5129222,10002,0,
20,100,779,392832,5203554,10003,0,
20,100,769,410632,5276593,10002,0,
20,100,715,352499,5111920,10001,0,
20,100,712,365079,5133469,10001,0,
20,100,707,346995,5137274,10001,0,
20,100,709,343570,5133071,10001,0,
20,100,710,358141,5110563,10001,0,
20,100,724,369912,5103696,10001,0,
20,100,718,354984,5167902,10002,0,
20,100,720,375669,5122237,10001,0,
20,100,723,366764,5107865,10001,0,
20,100,727,364901,5190602,10002,0,
20,100,731,366933,5200349,10001,0,
20,100,721,391301,5200791,10001,0,
20,100,728,365593,5158357,10001,0,
20,100,722,359709,5155412,10001,0,
20,100,723,349454,5160607,10001,0,
20,100,731,356670,5147728,10002,0,
20,100,723,379543,5093463,10002,0,
20,100,799,412924,5151765,10001,0,
20,100,735,361574,5124832,10001,0,
20,100,731,380185,5240338,10001,0,
20,100,737,366064,5120214,10002,0,
20,100,739,372438,5201466,10001,0,
20,100,742,362095,5123292,10001,0,
20,100,738,367160,5185963,10001,0,
20,100,743,347855,5133810,10001,0,
20,100,753,411254,5235022,10002,0,
20,100,748,363230,5175865,10001,0,
20,100,756,382232,5160778,10001,0,
20,100,754,370718,5256164,10002,0,
20,100,757,369693,5144648,10003,0,
20,100,760,386678,5192715,10002,0,
20,100,775,410754,5166924,10002,0,
20,100,779,391055,5193510,10001,0,
20,100,787,404436,5110952,10002,0,
20,100,805,412226,5088103,10001,0,
20,100,818,396811,5124023,10001,0,
,,,,,,,
Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
20,100,726.79,366979.04,5162204.23,10001.4,0,0
