Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
20,100,307,152866,2613348,5001,0,
20,100,306,141605,2532022,5002,0,
20,100,311,154395,2568659,5001,0,
20,100,311,143922,2605295,5003,0,
20,100,312,164650,2648928,5001,0,
20,100,325,165203,2543693,5001,0,
20,100,323,158657,2550498,5003,0,
20,100,316,155838,2560527,5001,0,
20,100,321,158032,2570229,5001,0,
20,100,318,151164,2584345,5001,0,
20,100,332,154002,2496219,5001,0,
20,100,330,178864,2589423,5001,0,
20,100,337,176245,2576672,5001,0,
20,100,314,135410,2545339,5002,0,
20,100,338,167312,2562001,5001,0,
20,100,327,159243,2550418,5001,0,
20,100,366,184544,2635352,5001,0,
20,100,323,150970,2560490,5001,0,
20,100,343,160739,2535622,5001,0,
20,100,333,165039,2552089,5001,0,
20,100,336,158252,2513179,5001,0,
20,100,340,168653,2646370,5003,0,
20,100,332,157490,2587283,5002,0,
20,100,327,156639,2568184,5001,0,
20,100,334,158169,2619119,5002,0,
20,100,343,175080,2556989,5001,0,
20,100,347,179693,2584251,5001,0,
20,100,333,153681,2600846,5001,0,
20,100,340,183679,2652378,5002,0,
20,100,356,186494,2612647,5001,0,
20,100,330,167486,2627986,5001,0,
20,100,337,174451,2593201,5002,0,
20,100,355,174093,2534385,5001,0,
20,100,342,166012,2544780,5001,0,
20,100,337,176900,2597264,5001,0,
20,100,344,174241,2586692,5001,0,
20,100,355,183168,2589903,5001,0,
20,100,353,180815,2532045,5002,0,
20,100,344,161645,2623549,5001,0,
20,100,338,175998,2609972,5001,0,
20,100,353,171770,2571375,5001,0,
20,100,359,177644,2536333,5001,0,
20,100,352,181506,2529551,5001,0,
20,100,346,169343,2573892,5002,0,
20,100,349,172658,2646285,5002,0,
20,100,353,185251,2610200,5001,0,
20,100,354,173391,2581969,5001,0,
20,100,359,185208,2641355,5001,0,
20,100,363,170732,2565348,5001,0,
20,100,366,194278,2592488,5001,0,
20,100,336,165092,2567751,5004,0,
20,100,304,150280,2586226,5001,0,
20,100,298,131864,2565045,5002,0,
20,100,313,147357,2605877,5001,0,
20,100,327,155604,2567078,5001,0,
20,100,309,163200,2547571,5001,0,
20,100,333,155034,2575237,5001,0,
20,100,317,168286,2567198,5001,0,
20,100,321,151685,2578574,5001,0,
20,100,323,156130,2547944,5001,0,
20,100,321,170001,2572992,5001,0,
20,100,324,148721,2553708,5002,0,
20,100,328,154716,2584051,5001,0,
20,100,321,176458,2596047,5001,0,
20,100,321,161474,2555192,5001,0,
20,100,310,151046,2573191,5001,0,
20,100,331,168871,2596422,5001,0,
20,100,332,163457,2588144,5001,0,
20,100,328,149749,2562656,5001,0,
20,100,337,172173,2580641,5001,0,
20,100,322,156581,2576004,5002,0,
20,100,350,167805,2529053,5002,0,
20,100,329,146215,2580230,5001,0,
20,100,350,183045,2594924,5002,0,
20,100,322,153692,2541197,5001,0,
20,100,340,181602,2530194,5001,0,
20,100,336,169510,2582882,5001,0,
20,100,345,159142,2563140,5002,0,
20,100,330,161129,2489876,5001,0,
20,100,322,174932,2607450,5001,0,
20,100,327,156485,2559348,5001,0,
20,100,349,169033,2586761,5002,0,
20,100,347,178599,2550978,5001,0,
20,100,344,165199,2524225,5002,0,
20,100,353,181587,2548196,5001,0,
20,100,347,159299,2579907,5001,0,
20,100,337,180107,2547901,5001,0,
20,100,354,175792,2602404,5001,0,
20,100,353,169072,2599092,5001,0,
20,100,345,172371,2590181,5002,0,
20,100,357,172420,2542859,5001,0,
20,100,357,166622,2577599,5001,0,
20,100,360,165022,2577253,5001,0,
20,100,349,178227,2564627,5001,0,
20,100,349,164386,2601050,5001,0,
20,100,353,175042,2583274,5001,0,
20,100,364,184356,2546470,5001,0,
20,100,367,189490,2605005,5001,0,
20,100,375,195974,2613341,5001,0,
20,100,386,199380,2623092,5003,0,
,,,,,,,
Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
20,100,337.23,166864.34,2576010.46,5001.29,0,
