Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
8,100,51,64184,1272496,1002,0,
8,100,55,55539,1267432,1001,0,
8,100,57,70213,1287040,1001,0,
8,100,52,57858,1259735,1003,0,
8,100,52,67639,1264590,1001,0,
8,100,53,53621,1229216,1001,0,
8,100,57,97750,1239372,1001,0,
8,100,60,61014,1278088,1003,0,
8,100,63,63650,1293950,1002,0,
8,100,50,52803,1341312,1001,0,
8,100,54,60217,1262524,1001,0,
8,100,55,53477,1240979,1001,0,
8,100,52,53893,1229979,1001,0,
8,100,55,61634,1277014,1001,0,
8,100,60,76510,1356038,1002,0,
8,100,57,52998,1251591,1001,0,
8,100,58,74921,1237604,1001,0,
8,100,65,82533,1296579,1001,0,
8,100,53,58460,1301510,1001,0,
8,100,60,75369,1274241,1003,0,
8,100,64,79736,1219101,1001,0,
8,100,53,63702,1291382,1001,0,
8,100,53,72582,1299062,1001,0,
8,100,56,79058,1256737,1001,0,
8,100,54,67039,1269941,1001,0,
8,100,54,67190,1326296,1001,0,
8,100,57,63027,1256108,1001,0,
8,100,62,87603,1349321,1001,0,
8,100,51,43910,1268571,1001,0,
8,100,59,58397,1232078,1001,0,
8,100,56,67312,1309543,1002,0,
8,100,56,64576,1214499,1001,0,
8,100,51,63405,1305140,1001,0,
8,100,55,70289,1249335,1001,0,
8,100,65,74369,1253562,1001,0,
8,100,57,67214,1282031,1001,0,
8,100,55,45580,1280665,1001,0,
8,100,55,65754,1322809,1001,0,
8,100,56,51861,1228421,1004,0,
8,100,52,57977,1290080,1002,0,
8,100,51,53393,1259914,1001,0,
8,100,57,79367,1276154,1002,0,
8,100,57,56402,1268628,1002,0,
8,100,57,65340,1260438,1002,0,
8,100,60,56155,1319343,1002,0,
8,100,60,57850,1228596,1002,0,
8,100,56,50188,1279050,1001,0,
8,100,52,50928,1306304,1001,0,
8,100,59,61735,1278794,1001,0,
8,100,61,77044,1287286,1001,0,
8,100,58,67469,1292955,1001,0,
8,100,69,76781,1279594,1003,0,
8,100,56,58919,1255119,1001,0,
8,100,58,71593,1322694,1001,0,
8,100,55,80326,1246032,1001,0,
8,100,59,56216,1269834,1001,0,
8,100,66,76896,1214088,1004,0,
8,100,55,55975,1300932,1001,0,
8,100,63,82360,1304097,1001,0,
8,100,59,62589,1254783,1001,0,
8,100,57,65502,1304483,1001,0,
8,100,57,74226,1283559,1001,0,
8,100,55,69009,1304331,1001,0,
8,100,60,53547,1282601,1001,0,
8,100,54,82111,1323004,1001,0,
8,100,55,53218,1260359,1002,0,
8,100,58,62060,1280912,1001,0,
8,100,59,45417,1293421,1001,0,
8,100,62,65131,1322629,1001,0,
8,100,56,59383,1303945,1001,0,
8,100,57,69463,1274550,1001,0,
8,100,54,70024,1326195,1001,0,
8,100,66,74947,1320041,1002,0,
8,100,56,64176,1276666,1001,0,
8,100,60,73020,1251633,1003,0,
8,100,65,75677,1284407,1002,0,
8,100,52,57281,1315808,1001,0,
8,100,55,77804,1281252,1001,0,
8,100,62,72091,1278880,1001,0,
8,100,71,92206,1277142,1001,0,
8,100,54,63311,1296681,1001,0,
8,100,59,71892,1269858,1001,0,
8,100,68,77916,1286632,1001,0,
8,100,49,58194,1308979,1001,0,
8,100,60,66794,1361252,1001,0,
8,100,52,57006,1300799,1001,0,
8,100,65,67633,1288977,1002,0,
8,100,64,72379,1336801,1001,0,
8,100,56,82383,1282520,1002,0,
8,100,58,77348,1300478,1001,0,
8,100,64,54119,1280980,1001,0,
8,100,55,62393,1298656,1003,0,
8,100,74,66397,1314667,1001,0,
8,100,66,87085,1319747,1001,0,
8,100,61,84281,1332042,1002,0,
8,100,59,63843,1324741,1001,0,
8,100,57,67219,1316273,1001,0,
8,100,57,67957,1363716,1001,0,
8,100,59,79816,1319734,1001,0,
8,100,59,70757,1281256,1002,0,
8,100,61,81582,1362130,1003,0,
,,,,,,,
Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
8,100,57.7821782178,66722.6534653465,1285775.68316832,1001.3663366337,0,0
