Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
20,100,52,12593,503909,1002,0,
20,100,52,18601,489247,1001,0,
20,100,56,19634,501764,1001,0,
20,100,55,16666,490985,1002,0,
20,100,55,23793,505017,1001,0,
20,100,60,21981,509105,1001,0,
20,100,52,16282,495312,1001,0,
20,100,50,15711,510458,1001,0,
20,100,64,25552,490071,1001,0,
20,100,59,20834,502152,1001,0,
20,100,50,12622,508601,1002,0,
20,100,56,16584,492526,1002,0,
20,100,61,20666,491839,1001,0,
20,100,51,8546,512579,1001,0,
20,100,60,20778,499937,1002,0,
20,100,61,22161,481284,1002,0,
20,100,60,24064,513641,1001,0,
20,100,48,11648,515512,1001,0,
20,100,56,17559,509956,1001,0,
20,100,53,21038,497688,1001,0,
20,100,52,15978,517128,1001,0,
20,100,56,19577,512730,1001,0,
20,100,56,20815,500850,1002,0,
20,100,54,21577,517070,1001,0,
20,100,54,22204,515347,1001,0,
20,100,54,13749,499305,1001,0,
20,100,54,21810,516466,1002,0,
20,100,58,18773,505349,1001,0,
20,100,59,16842,501714,1003,0,
20,100,54,22867,511935,1003,0,
20,100,54,14845,495721,1001,0,
20,100,53,16204,510137,1001,0,
20,100,56,21032,496932,1001,0,
20,100,50,21064,501847,1001,0,
20,100,65,23139,504099,1002,0,
20,100,59,20915,499335,1003,0,
20,100,59,29757,505447,1001,0,
20,100,55,18405,512424,1001,0,
20,100,59,23086,509103,1001,0,
20,100,61,19911,487649,1001,0,
20,100,55,19636,517787,1001,0,
20,100,56,13498,509997,1002,0,
20,100,56,22166,512785,1002,0,
20,100,57,21281,517527,1001,0,
20,100,65,21568,483206,1002,0,
20,100,55,19132,494731,1001,0,
20,100,64,27211,489415,1003,0,
20,100,57,24193,502874,1001,0,
20,100,57,23210,490197,1001,0,
20,100,60,20818,499651,1002,0,
20,100,65,30856,506512,1001,0,
20,100,59,23095,511707,1003,0,
20,100,66,23918,501964,1001,0,
20,100,61,21400,487448,1001,0,
20,100,54,22460,530148,1001,0,
20,100,67,28647,483083,1002,0,
20,100,57,14909,488252,1001,0,
20,100,66,26771,510617,1001,0,
20,100,58,19985,516678,1002,0,
20,100,58,18826,494873,1001,0,
20,100,53,28579,503865,1001,0,
20,100,59,21107,518549,1002,0,
20,100,58,26668,517081,1001,0,
20,100,61,20051,503606,1001,0,
20,100,62,28286,502376,1001,0,
20,100,64,18611,510216,1002,0,
20,100,55,19952,513744,1002,0,
20,100,54,15783,522401,1001,0,
20,100,56,18102,513128,1002,0,
20,100,62,23709,491798,1001,0,
20,100,66,27041,507069,1003,0,
20,100,61,19439,496170,1002,0,
20,100,57,24954,519692,1002,0,
20,100,62,24513,517958,1001,0,
20,100,56,20278,519814,1001,0,
20,100,61,24463,523809,1001,0,
20,100,66,26754,533340,1001,0,
20,100,63,23358,503830,1003,0,
20,100,58,24806,509824,1002,0,
20,100,47,13608,519617,1001,0,
20,100,61,24206,491257,1003,0,
20,100,52,19264,523224,1002,0,
20,100,51,17469,528942,1001,0,
20,100,59,27794,491186,1001,0,
20,100,62,23961,528428,1001,0,
20,100,60,20699,528170,1001,0,
20,100,65,24989,526497,1001,0,
20,100,52,16973,545048,1001,0,
20,100,60,28787,518784,1003,0,
20,100,54,19002,527480,1001,0,
20,100,57,24566,540539,1001,0,
20,100,57,22099,521896,1002,0,
20,100,61,25810,531572,1002,0,
20,100,60,24980,528231,1003,0,
20,100,64,23462,521270,1001,0,
20,100,58,18794,532312,1001,0,
20,100,61,25196,529759,1001,0,
20,100,57,21791,528951,1002,0,
20,100,55,27395,547028,1001,0,
20,100,57,21276,523730,1001,0,
20,100,63,25278,521347,1002,0,
,,,,,,,
Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
20,100,57.7524752475,21260.3564356436,509655.059405941,1001.4653465347,0,
