Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline
8,100,666,1816981,13888255,2029,2972
8,100,674,1829212,13828594,1983,3018
8,100,708,1848118,13851451,2006,2996
8,100,697,1853491,13848042,2010,2991
8,100,691,1860812,13690046,2046,2955
8,100,706,1872881,13988311,1955,3046
8,100,705,1882088,13851579,2018,2983
8,100,701,1883955,13733391,2064,2937
8,100,700,1892316,13700462,2061,2940
8,100,717,1897184,13513974,2112,2889
8,100,717,1899673,13735956,2041,2960
8,100,698,1904904,13777724,1993,3008
8,100,732,1931679,13796318,2028,2973
8,100,727,1948086,13744198,2029,2972
8,100,737,1957501,13830271,2006,2995
8,100,744,1958340,13600597,2069,2933
8,100,748,1975699,13664136,2054,2948
8,100,719,1979405,13837388,1988,3013
8,100,735,1981261,13833114,2023,2978
8,100,734,1985203,13679651,2038,2964
8,100,724,1986917,13857108,1973,3029
8,100,734,1986978,13670217,2063,2939
8,100,735,1993684,13703843,2069,2933
8,100,748,1994531,13705668,2039,2962
8,100,738,2002410,13723254,2001,3002
8,100,743,2012348,13983788,1965,3036
8,100,752,2025278,13800271,2005,2997
8,100,747,2040844,13764485,2037,2964
8,100,742,2042700,13809263,1992,3010
8,100,752,2044102,13714353,2015,2986
8,100,735,2047736,13802768,2031,2971
8,100,749,2051563,13849007,2002,2999
8,100,753,2052069,13836176,2021,2981
8,100,748,2054179,13811286,1971,3030
8,100,749,2055409,13901861,1996,3005
8,100,752,2059968,13936840,1942,3060
8,100,751,2062154,13821534,2025,2977
8,100,742,2063983,13879176,2003,2998
8,100,762,2064221,13690520,2053,2949
8,100,748,2064513,13849177,2008,2993
8,100,749,2065691,13666328,2040,2961
8,100,760,2070177,13796944,1993,3009
8,100,758,2070645,13752038,1990,3011
8,100,766,2075759,13658675,2016,2985
8,100,779,2075894,13812578,1987,3014
8,100,772,2084885,13879780,2000,3002
8,100,769,2094931,13693564,2047,2954
8,100,748,2095253,13953726,1960,3041
8,100,774,2097904,13661127,2014,2987
8,100,762,2099566,13868395,1974,3027
8,100,762,2102509,13744572,2030,2971
8,100,762,2104357,14008427,1958,3044
8,100,766,2106995,13743464,2048,2954
8,100,776,2113407,13768394,1992,3009
8,100,786,2117432,13762076,2009,2993
8,100,763,2117529,13875267,1986,3015
8,100,774,2118422,13922377,1963,3039
8,100,765,2118714,13901760,1980,3021
8,100,777,2134689,13770456,2038,2963
8,100,770,2135983,13667602,2027,2977
8,100,779,2136137,13949712,1954,3047
8,100,785,2140458,13705078,2013,2989
8,100,775,2140958,13878154,2023,2979
8,100,784,2145555,13891641,1979,3022
8,100,764,2148612,14006772,1906,3095
8,100,781,2152790,13864110,1955,3046
8,100,782,2153112,13889016,1999,3002
8,100,764,2154081,13907359,2004,2998
8,100,780,2155876,13855499,2004,2998
8,100,776,2156896,13853421,2029,2973
8,100,782,2161216,13748475,2020,2981
8,100,791,2165459,13933388,1990,3012
8,100,770,2165592,13747306,2025,2978
8,100,790,2175255,13813394,2009,2993
8,100,801,2177020,13768936,2001,3000
8,100,798,2178315,13895398,2004,2997
8,100,788,2180545,13931037,1931,3072
8,100,796,2183351,13832315,1978,3024
8,100,796,2184220,13734444,2043,2958
8,100,798,2188686,13883275,1980,3021
8,100,787,2193311,13682171,2011,2990
8,100,796,2194484,13821457,1989,3013
8,100,790,2195049,14157936,1893,3108
8,100,812,2198736,13633537,2083,2918
8,100,786,2202374,13893952,1986,3016
8,100,801,2210675,13931538,1968,3036
8,100,804,2227255,13768694,1995,3006
8,100,797,2227582,13827774,2029,2972
8,100,796,2227767,13846200,2020,2983
8,100,804,2228080,13883416,1999,3003
8,100,812,2230278,13929932,1933,3068
8,100,812,2239050,13857973,1976,3027
8,100,808,2239636,13830021,1993,3009
8,100,786,2241190,14049137,1970,3031
8,100,818,2247421,13821235,1992,3010
8,100,818,2253549,13680961,2027,2975
8,100,824,2255193,13982284,1940,3061
8,100,804,2255508,13860180,1992,3009
8,100,804,2255925,13853551,2000,3001
8,100,830,2256592,13815374,2014,2992
8,100,815,2267434,13954205,1917,3084
8,100,807,2268486,13921651,1989,3012
8,100,807,2269500,13740410,2014,2987
8,100,806,2280994,13775303,2003,2998
8,100,818,2285654,13877909,2010,2992
8,100,815,2297849,13753670,2021,2981
8,100,811,2305023,13861358,2000,3002
8,100,818,2318248,13833000,1987,3014
8,100,833,2331066,13798922,2015,2986
8,100,836,2348654,13833329,1992,3011
8,100,847,2355976,13815877,1976,3025
8,100,837,2371590,13805523,2011,2991
8,100,853,2371956,14028491,1982,3019
8,100,841,2378913,13936122,1966,3036
8,100,851,2384345,13859584,2012,2990
8,100,871,2471039,13939594,1946,3055
8,100,887,2482623,13933227,1948,3054
8,100,891,2510043,13978346,1977,3027
8,100,905,2611601,14186154,1870,3131
,,,,,,
8,100,774.9243697479,2131091.60504202,13827397.7394958,2000.9159663866,3000.6470588235
