Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline
8,100,8,510,269811,44,57
8,100,8,682,265449,44,57
8,100,9,994,246355,47,54
8,100,11,1508,243353,44,58
8,100,8,2318,255296,43,58
8,100,10,2551,255433,52,49
8,100,10,3597,249063,46,55
8,100,11,3780,265189,45,57
8,100,8,7707,259915,41,60
8,100,9,7842,270000,43,58
8,100,10,8197,313409,33,68
8,100,11,8280,272208,38,63
8,100,12,8593,257430,50,52
8,100,10,8828,274865,38,63
8,100,11,10925,259845,42,60
8,100,12,14143,274567,41,61
8,100,12,16544,276609,40,61
8,100,11,17321,290437,31,70
8,100,9,21516,263909,42,59
8,100,10,21642,277721,38,63
8,100,14,24150,282250,46,56
8,100,13,24682,250161,46,55
8,100,12,24901,271904,45,56
8,100,11,24994,270960,47,54
8,100,11,25038,279673,40,62
8,100,11,27208,274589,37,64
8,100,12,27554,295996,36,65
8,100,12,27867,289160,36,67
8,100,12,29366,257075,46,55
8,100,12,30000,264890,40,61
8,100,16,30000,239451,49,53
8,100,14,30000,281951,38,65
8,100,14,30000,245589,51,50
8,100,15,30000,280331,39,62
8,100,13,30000,262406,51,50
8,100,11,30000,256125,39,62
8,100,14,30000,284066,39,63
8,100,14,30000,300464,39,62
8,100,15,30000,283186,35,66
8,100,15,30000,295320,34,70
8,100,16,30000,279774,38,64
8,100,15,30000,272893,46,55
8,100,15,30000,271671,42,59
8,100,16,30000,275818,40,62
8,100,13,30000,261209,41,60
8,100,15,30000,254523,43,59
8,100,15,30000,280536,36,66
8,100,16,30000,269122,39,63
8,100,14,30000,285887,43,59
8,100,14,30000,278208,35,66
8,100,15,30000,273061,35,66
8,100,13,30000,270754,48,53
8,100,14,30000,276361,39,62
8,100,13,30000,264664,44,57
8,100,14,30000,272595,45,57
8,100,14,30000,290822,36,66
8,100,16,30000,266256,41,60
8,100,14,30000,258393,45,56
8,100,15,30000,283020,41,60
8,100,13,30000,286521,39,63
8,100,12,30000,279101,44,58
8,100,15,30000,273183,39,64
8,100,14,30000,251073,44,57
8,100,14,30000,297924,32,69
8,100,13,30000,273355,40,61
8,100,14,30000,276644,44,58
8,100,13,30000,301727,35,67
8,100,15,30000,273943,40,62
8,100,13,30000,305273,30,72
8,100,13,30000,273797,40,63
8,100,13,30000,288058,39,62
8,100,14,30000,283378,40,64
8,100,17,30518,267725,40,62
8,100,16,30522,270000,36,65
8,100,16,30590,269889,43,59
8,100,16,30806,277631,36,65
8,100,16,30868,326446,30,72
8,100,16,31229,286291,41,60
8,100,17,31693,294685,38,63
8,100,16,31710,272978,43,58
8,100,16,32426,250625,49,52
8,100,17,32622,297468,42,61
8,100,16,33775,300000,33,71
8,100,17,34443,292640,40,64
8,100,19,35240,275399,39,62
8,100,17,35507,264053,41,60
8,100,20,36017,287688,30,73
8,100,18,38040,270928,45,57
8,100,17,39650,264374,41,61
8,100,18,42693,262469,41,60
8,100,18,42739,262990,47,55
8,100,18,45442,298914,35,66
8,100,19,47377,274359,37,64
8,100,19,51225,304130,35,69
8,100,21,56753,288534,36,68
8,100,20,59341,274336,42,60
8,100,23,60000,252219,50,53
8,100,21,60000,308928,41,63
8,100,22,60000,294798,34,69
8,100,19,60000,281628,40,63
8,100,23,60000,253843,43,58
8,100,22,60000,295612,40,62
8,100,20,60000,276741,41,62
8,100,23,60000,291253,33,68
8,100,24,60000,257217,42,60
8,100,24,60500,275511,43,62
8,100,25,76369,265653,41,61
8,100,29,90000,265629,42,60
8,100,30,90000,305638,33,73
,,,,,,
8,100,15.0366972477,31755.3486238532,275368.596330275,40.5596330275,61.2110091743
