Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline
8,100,49,99207,1371663,207,295
8,100,44,99480,1414226,190,311
8,100,49,99556,1275681,240,262
8,100,47,104070,1337336,215,287
8,100,52,110822,1363059,207,294
8,100,49,112788,1400238,196,307
8,100,51,117970,1363415,207,294
8,100,46,120000,1368900,210,291
8,100,50,120000,1433768,189,312
8,100,56,120556,1361229,206,297
8,100,50,121702,1402402,194,307
8,100,52,121838,1376391,197,304
8,100,54,125901,1323121,216,285
8,100,50,126375,1382920,191,310
8,100,53,128178,1332208,211,290
8,100,57,128626,1298388,224,278
8,100,59,133171,1411207,191,310
8,100,56,133434,1387391,203,298
8,100,52,136032,1402774,194,308
8,100,57,136472,1368435,201,300
8,100,55,137049,1403527,196,305
8,100,56,137385,1356739,206,295
8,100,58,138457,1403472,190,311
8,100,57,138990,1332196,217,284
8,100,60,144998,1361541,209,292
8,100,56,145222,1356049,210,291
8,100,63,147909,1364133,206,295
8,100,61,149962,1345505,198,303
8,100,62,150000,1353220,212,289
8,100,60,150190,1412379,193,308
8,100,60,150543,1377176,195,307
8,100,60,150589,1394335,199,302
8,100,60,151154,1398883,194,309
8,100,60,151695,1377580,197,304
8,100,57,153186,1393547,199,302
8,100,63,153751,1370455,198,303
8,100,60,153932,1314181,219,282
8,100,61,154108,1333376,210,291
8,100,61,156088,1414574,180,321
8,100,62,157188,1359307,203,298
8,100,62,157347,1418800,189,313
8,100,67,158232,1409946,182,319
8,100,62,158869,1413693,199,304
8,100,65,160284,1399078,198,303
8,100,62,160527,1379675,194,307
8,100,64,161392,1343833,214,287
8,100,63,161818,1346249,208,293
8,100,63,164087,1411142,178,323
8,100,64,168094,1361416,200,302
8,100,58,169097,1399569,215,286
8,100,68,169627,1436779,176,325
8,100,62,169981,1382467,195,308
8,100,68,171586,1351441,208,293
8,100,66,172356,1426586,183,318
8,100,67,172388,1363004,197,306
8,100,67,172426,1366128,203,300
8,100,62,172549,1360835,206,295
8,100,66,173618,1372570,211,290
8,100,67,173689,1399114,209,294
8,100,67,173980,1432408,192,309
8,100,64,174311,1389497,211,294
8,100,68,174832,1394662,192,309
8,100,72,174921,1408743,195,306
8,100,65,175152,1377055,203,298
8,100,67,176786,1378084,198,303
8,100,64,177387,1375104,203,299
8,100,66,177703,1312467,222,280
8,100,67,180000,1397675,196,307
8,100,67,180000,1361424,205,298
8,100,69,180793,1358742,197,304
8,100,68,181523,1405582,198,304
8,100,67,181756,1386628,193,309
8,100,70,184348,1401061,200,303
8,100,73,185171,1372522,195,306
8,100,69,186054,1358607,202,299
8,100,71,186225,1322082,218,285
8,100,72,187541,1379513,200,305
8,100,68,188035,1389944,207,294
8,100,69,192697,1378489,213,291
8,100,71,193436,1381073,205,300
8,100,70,193495,1404109,198,303
8,100,72,194017,1318125,218,283
8,100,72,194321,1401130,200,301
8,100,69,195283,1419130,189,312
8,100,70,195696,1382267,200,303
8,100,72,198719,1397825,185,318
8,100,72,199252,1329591,219,283
8,100,72,199740,1408743,186,315
8,100,73,204060,1378127,207,294
8,100,71,204306,1436551,177,324
8,100,74,205979,1402960,204,298
8,100,73,210000,1395048,199,303
8,100,74,210505,1389574,198,304
8,100,74,216994,1440532,185,317
8,100,76,217855,1349505,214,288
8,100,81,219613,1384652,195,306
8,100,76,221552,1367003,202,300
8,100,78,224660,1407964,178,323
8,100,77,225391,1392890,199,303
8,100,80,229874,1418129,190,312
8,100,90,269503,1420207,183,318
,,,,,,
8,100,63.8415841584,166138.683168317,1379650.25742574,200.5544554455,301.0792079208
