Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,8762,31663970,36193678,530,9472,
8,100,8859,32076592,36232528,520,9485,
8,100,8878,32078755,36168560,539,9462,
8,100,8978,32482810,36185760,541,9460,
8,100,8999,32559686,36291365,525,9478,
8,100,9209,33391866,36298960,511,9490,
8,100,9270,33562498,36270219,510,9491,
8,100,9282,33636567,36307779,517,9484,
8,100,9307,33717537,36227976,504,9497,
8,100,9382,33986206,36257887,530,9473,
8,100,9385,33943955,36172200,529,9472,
8,100,9398,34064121,36284130,513,9490,
8,100,9417,34146253,36309528,506,9496,
8,100,9459,34287856,36244697,498,9503,
8,100,9471,34310442,36326734,510,9491,
8,100,9497,34389619,36307178,514,9487,
8,100,9545,34602877,36352971,494,9507,
8,100,9549,34584257,36223536,510,9492,
8,100,9557,34692222,36352405,501,9501,
8,100,9561,34688338,36378537,504,9498,
8,100,9566,34700445,36364584,494,9510,
8,100,9588,34778375,36368267,498,9505,
8,100,9617,34888072,36791164,509,9492,
8,100,9618,34862937,36262978,502,9499,
8,100,9626,34917561,36571209,482,9519,
8,100,9641,34949344,36503175,504,9499,
8,100,9660,35071410,36348652,477,9525,
8,100,9663,35029581,36351526,498,9503,
8,100,9706,35230536,36346991,482,9520,
8,100,9716,35275979,36331847,477,9525,
8,100,9750,35353002,36319140,505,9497,
8,100,9757,35411863,36409236,490,9513,
8,100,9772,35461324,36619588,499,9503,
8,100,9789,35519568,36336182,482,9519,
8,100,9798,35543530,36478189,486,9515,
8,100,9838,35725062,36324813,484,9517,
8,100,9841,35759069,36391337,487,9514,
8,100,9846,35742990,36296259,493,9508,
8,100,9860,35856706,36455392,464,9539,
8,100,9910,35943602,36306911,510,9491,
8,100,9912,35977167,36407428,480,9523,
8,100,9921,36058209,36381830,475,9529,
8,100,9921,36074928,36360563,480,9522,
8,100,9925,36003164,36299457,496,9505,
8,100,9926,36023861,36323285,494,9510,
8,100,9932,36046805,36332629,476,9536,
8,100,9933,36045629,36390031,490,9524,
8,100,9944,36074486,36397914,491,9518,
8,100,9948,36158373,36395372,467,9543,
8,100,9986,36336015,36388785,444,9557,
8,100,9996,36389071,36631812,444,9560,
,,,,,,,
Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
8,100,9601.3921568628,34825001.7843137,36350454.3921569,497.3725490196,9505.2745098039,0.5
