Number of connections,Number of DNS servers,Avg. size Node list recieved ,Time taken to find all nodes,Time take to test all nodes if online,Number of nodes online  ,Number of nodes offline  
3,,5,766292,855666,42,59
3,,5,753274,753904,39,62
3,,5,741651,761906,39,63
3,,5,736576,767107,42,59
3,,5,735339,764641,41,60
3,,5,734464,756291,42,60
3,,5,732986,748012,40,61
3,,5,728584,732403,43,58
3,,5,726874,730662,43,59
3,,5,726869,728417,46,55
3,,5,725827,750573,44,57
3,,5,724924,747556,47,54
3,,5,723519,757282,42,59
3,,5,722567,754456,45,56
3,,5,722562,757940,45,56
3,,5,720554,734261,48,53
3,,5,718844,722196,45,56
3,,5,718438,754549,42,59
3,,5,716273,717955,48,53
3,,5,716213,717108,43,58
3,,5,716158,748813,47,54
3,,5,715507,721453,45,56
3,,5,713474,743808,41,60
3,,5,713243,802829,48,55
3,,5,711102,757724,37,64
3,,5,710163,711462,47,54
3,,5,707662,720214,44,59
3,,5,705283,735868,48,53
3,,5,704473,709935,44,57
3,,5,703148,756050,44,57
3,,5,702721,739442,46,56
3,,5,702225,720600,48,53
3,,5,701444,724949,47,54
3,,5,700588,705843,54,47
3,,5,700232,701350,46,55
3,,5,700110,708439,44,57
3,,5,698013,709397,47,54
3,,5,697908,705777,45,56
3,,5,697464,753860,52,50
3,,5,697461,720384,48,53
3,,5,697067,712978,49,53
3,,5,696928,714164,43,58
3,,5,695910,697829,44,57
3,,5,695819,715008,45,56
3,,5,695604,738921,43,59
3,,5,695385,704160,46,55
3,,5,694670,720553,45,56
3,,5,693791,721564,47,55
3,,5,693730,705870,43,58
3,,5,693466,729168,48,54
3,,5,692979,742782,49,53
3,,5,692156,724395,51,50
3,,5,691884,707656,50,52
3,,5,691279,694583,42,59
3,,5,691184,697459,50,52
3,,5,690837,717850,39,62
3,,5,690796,693109,45,57
3,,5,689611,698984,48,53
3,,5,685605,742667,47,54
3,,5,685200,697883,46,56
3,,5,682995,684359,51,50
3,,5,681763,698070,50,51
3,,5,681624,696223,48,53
3,,5,681512,686675,50,52
3,,5,679607,712309,50,51
3,,5,678540,695265,51,50
3,,5,677883,691873,49,53
3,,5,677597,699645,50,51
3,,5,674940,694433,52,49
3,,5,674477,688226,50,52
3,,5,674141,741641,49,53
3,,5,673872,710570,45,56
3,,5,673830,683582,45,56
3,,5,673766,687970,47,54
3,,5,673336,678218,47,54
3,,5,672338,679266,54,47
3,,5,672038,714658,46,56
3,,5,671540,693207,46,55
3,,5,668007,674060,53,48
3,,5,664881,679084,47,54
3,,5,664743,704713,50,51
3,,5,664087,715445,51,50
3,,5,663375,683336,54,47
3,,5,663213,681387,54,47
3,,5,662966,702760,49,52
3,,5,662586,682924,48,53
3,,5,661860,673876,51,50
3,,5,661340,671801,55,47
3,,5,661287,668821,50,51
3,,5,660833,694318,48,53
3,,5,660381,707445,49,52
3,,5,659449,702156,50,52
3,,5,658410,662415,51,50
3,,5,657863,682214,48,53
3,,5,657202,723567,55,46
3,,5,656597,707982,48,53
3,,5,656046,671045,52,49
3,,5,654425,670216,48,53
3,,5,654003,683598,48,54
3,,5,650789,744243,50,52
3,,5,649837,692117,55,46
3,,5,649445,714962,50,51
3,,5,649130,691531,52,50
3,,5,648799,715631,54,48
3,,5,643299,650360,50,51
3,,5,640416,651399,49,52
3,,5,638521,671228,48,54
3,,5,634080,656022,53,48
3,,5,631985,660432,49,52
3,,5,631797,659935,56,46
3,,5,631560,632618,51,50
3,,5,631427,641709,52,49
3,,5,628949,647496,52,49
3,,5,625627,687659,57,44
3,,5,622617,628467,51,50
3,,5,622296,660443,56,45
3,,5,620955,644089,53,48
3,,5,615595,620020,57,44
3,,5,611946,612788,54,47
,,,,,,
AVERAGE,,,,,,
3,,5,682969.18487395,707152.663865546,47.8655462185,53.3949579832
