Number of connections,Number of DNS servers,Avg. size Node list recieved ,Time taken to find all nodes,Time take to test all nodes if online,Number of nodes online  ,Number of nodes offline  
80,,100,0,17037,40,61
80,,100,0,7109,48,53
80,,100,0,11056,47,54
80,,100,0,11801,41,60
80,,100,0,6597,51,50
80,,100,0,10038,47,55
80,,100,0,7131,52,49
80,,100,0,12090,41,60
80,,100,0,10678,36,65
80,,100,0,14257,41,61
80,,100,0,15029,41,61
80,,100,0,11957,44,58
80,,100,0,6075,42,59
80,,100,0,11975,45,56
80,,100,0,7060,47,54
80,,100,0,26203,32,73
80,,100,0,5710,50,51
80,,100,0,14457,34,69
80,,100,0,10829,37,65
80,,100,0,12121,37,66
80,,100,0,10472,42,59
80,,100,0,13416,45,56
80,,100,0,7012,38,63
80,,100,0,13841,38,63
80,,100,0,8042,38,64
80,,100,0,14988,40,62
80,,100,0,9251,42,59
80,,100,0,9036,38,65
80,,100,0,14636,41,63
80,,100,0,4225,44,57
80,,100,0,6255,46,55
80,,100,0,12280,43,62
80,,100,0,16950,45,57
80,,100,0,8253,50,51
80,,100,0,9360,42,59
80,,100,0,9433,43,58
80,,100,0,12224,36,66
80,,100,0,5186,50,52
80,,100,0,25666,39,64
80,,100,0,11203,41,60
80,,100,0,13416,47,55
80,,100,0,10620,43,59
80,,100,0,11834,43,58
80,,100,0,6636,45,56
80,,100,0,8946,44,57
80,,100,0,10368,41,64
80,,100,0,10054,38,65
80,,100,0,17563,35,66
80,,100,0,6316,51,51
80,,100,0,21380,30,72
80,,100,0,8889,47,54
80,,100,0,14567,45,59
80,,100,0,12788,41,62
80,,100,0,7820,43,58
80,,100,0,11007,45,58
80,,100,0,19134,38,64
80,,100,0,11290,43,58
80,,100,0,19037,38,64
80,,100,0,8606,42,60
80,,100,0,11793,46,55
80,,100,0,5363,43,58
80,,100,0,11564,43,59
80,,100,0,15596,36,65
80,,100,0,6726,48,54
80,,100,0,12012,35,66
80,,100,0,10485,42,59
80,,100,0,10079,40,61
80,,100,0,12123,39,62
80,,100,0,17669,38,67
80,,100,0,11224,43,58
80,,100,0,16084,35,66
80,,100,0,15812,41,63
80,,100,0,7148,43,58
80,,100,0,9811,44,58
80,,100,0,16398,35,67
80,,100,0,9988,39,62
80,,100,0,10589,45,58
80,,100,0,12806,41,62
80,,100,0,13054,46,55
80,,100,0,10660,42,60
80,,100,0,11831,41,60
80,,100,0,10261,46,55
80,,100,0,27141,33,70
80,,100,0,13529,45,57
80,,100,0,11949,39,62
80,,100,0,21658,35,67
80,,100,0,12895,42,60
80,,100,0,11606,35,66
80,,100,0,12286,34,67
80,,100,0,9080,49,53
80,,100,0,7932,38,64
80,,100,0,9377,42,60
80,,100,0,7033,50,51
80,,100,0,8223,48,53
80,,100,0,8755,52,50
80,,100,0,16382,43,60
80,,100,0,17480,41,61
80,,100,0,9355,42,59
80,,100,0,4662,48,53
80,,100,0,14187,38,65
,,,,,,
AVERAGE,,,,,,
80,,100,0,11738.16,41.98,59.81
