Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
20,100,82,60378,738278,757,246,
20,100,61,30000,776919,734,267,
20,100,77,41696,728721,756,245,
20,100,68,39579,727228,776,225,
20,100,72,40541,728464,757,245,
20,100,79,56100,754616,750,251,
20,100,73,39793,773080,751,252,
20,100,86,56573,735343,767,234,
20,100,73,44738,759448,745,256,
20,100,78,48544,756594,752,249,
20,100,72,46203,718342,773,228,
20,100,74,36236,764185,738,263,
20,100,73,39593,742560,758,243,
20,100,73,46463,752240,763,238,
20,100,75,48923,765243,750,253,
20,100,81,55318,772372,741,261,
20,100,74,46060,772193,749,252,
20,100,85,60000,751201,767,235,
20,100,69,43485,784804,733,268,
20,100,91,68730,747170,747,254,
20,100,76,37663,730031,783,218,
20,100,93,60000,750500,751,251,
20,100,71,36548,769517,725,276,
20,100,69,41049,773416,730,273,
20,100,66,40473,729423,767,234,
20,100,72,45790,762839,742,259,
20,100,76,48415,736419,768,233,
20,100,86,51367,776892,727,274,
20,100,76,42064,739658,740,261,
20,100,92,64887,776575,732,269,
20,100,64,33715,762127,757,244,
20,100,72,45790,762839,742,259,
20,100,60,30176,769495,762,241,
20,100,65,37350,760536,737,264,
20,100,79,42475,737922,756,245,
20,100,86,59033,734773,751,250,
20,100,71,43396,785440,740,261,
20,100,77,49244,743237,748,253,
20,100,74,44843,749221,753,248,
20,100,71,40490,754366,743,258,
20,100,82,49141,779244,752,249,
20,100,84,60023,772951,737,264,
20,100,74,40306,745158,759,242,
20,100,76,51498,742475,756,245,
20,100,64,34500,729507,755,246,
20,100,92,62134,746057,752,249,
20,100,89,55353,712411,761,240,
20,100,76,40812,734459,764,238,
20,100,67,32533,757161,739,262,
20,100,74,43484,728815,785,216,
20,100,75,42567,730038,766,236,
20,100,76,34367,737988,756,245,
20,100,82,42248,749713,759,243,
20,100,83,51954,732475,756,246,
20,100,71,42274,764762,748,253,
20,100,78,45454,757153,762,241,
20,100,78,53657,787467,722,280,
20,100,74,36154,716134,775,227,
20,100,61,31808,754099,749,252,
20,100,87,60000,747361,756,246,
20,100,96,62994,746658,748,254,
20,100,73,47910,757705,758,243,
20,100,67,36350,735311,771,230,
20,100,69,35873,746914,739,262,
20,100,85,58264,760380,743,260,
20,100,81,53142,764227,756,247,
20,100,96,80750,774778,742,259,
20,100,84,44852,739241,762,241,
20,100,68,40385,754245,742,259,
20,100,74,55400,742477,776,226,
20,100,86,55235,763343,742,260,
20,100,78,48782,768217,756,246,
20,100,84,48395,764726,752,252,
20,100,83,51420,746498,750,252,
20,100,79,48668,761784,740,262,
20,100,80,41636,779504,752,250,
20,100,74,39212,762843,749,252,
20,100,80,51000,769808,746,255,
20,100,89,59947,707378,772,230,
20,100,84,54710,766903,740,261,
20,100,82,56263,731049,769,232,
20,100,79,48660,775916,735,266,
20,100,83,55977,768728,749,252,
20,100,89,59398,786481,734,267,
20,100,78,56272,767354,719,282,
20,100,82,44283,778420,724,278,
20,100,81,51243,769713,741,260,
20,100,83,45842,740424,770,231,
20,100,78,47255,747295,750,252,
20,100,92,61647,755859,743,258,
20,100,72,44922,746000,771,231,
20,100,87,62657,734501,774,228,
20,100,80,56349,808447,731,270,
20,100,77,48844,743988,757,244,
20,100,68,34155,753673,751,251,
20,100,81,54504,766275,742,259,
20,100,90,55943,794359,722,279,
20,100,74,40312,780701,742,259,
20,100,81,46158,765022,750,252,
20,100,79,44524,737589,759,242,
20,100,90,64314,728058,754,248,
20,100,89,59305,730631,759,242,
,,,,,,,
Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
20,100,78.0392156863,48115.0980392157,753951.745098039,751.068627451,250.3921568627,0
