Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
8,100,876,1693825,19107222,7511,2490,
8,100,867,1664703,19314980,7496,2505,
8,100,915,1766590,19211970,7441,2560,
8,100,940,1806250,19014123,7537,2464,
8,100,927,1808567,19103819,7469,2532,
8,100,915,1695072,19200489,7447,2554,
8,100,939,1799421,18888551,7490,2511,
8,100,915,1764471,19235306,7488,2514,
8,100,912,1700193,19274948,7497,2504,
8,100,925,1693870,19082410,7506,2495,
8,100,930,1777010,18936579,7573,2428,
8,100,953,1807301,18963267,7546,2455,
8,100,952,1812891,19101700,7502,2501,
8,100,978,1882103,19108164,7493,2508,
8,100,974,1834897,19164585,7525,2476,
8,100,952,1751752,19068730,7589,2412,
8,100,928,1736172,18903414,7544,2457,
8,100,955,1761519,19179603,7460,2541,
8,100,973,1852898,18914648,7607,2394,
8,100,944,1783875,19130822,7518,2483,
8,100,971,1797274,19168924,7452,2549,
8,100,970,1851205,19249639,7429,2573,
8,100,985,1931082,19235287,7450,2551,
8,100,978,1895647,18981350,7497,2504,
8,100,996,1885670,19048702,7520,2482,
8,100,984,1845965,18914224,7489,2512,
8,100,995,1932563,18980825,7593,2408,
8,100,998,1880262,18898966,7582,2419,
8,100,1011,1916706,19082659,7503,2498,
8,100,1007,1893432,19165817,7489,2512,
8,100,1005,1860487,19004404,7487,2516,
8,100,1016,1921504,19223895,7464,2537,
8,100,1026,1943247,19220259,7465,2536,
8,100,1059,1999636,18970738,7485,2516,
8,100,1098,2135036,19160329,7474,2527,
8,100,902,1757837,18989705,7494,2507,
8,100,884,1602814,18888168,7568,2434,
8,100,893,1742032,19157190,7471,2531,
8,100,905,1681837,18661961,7560,2442,
8,100,903,1705712,18840273,7503,2498,
8,100,905,1771808,19198347,7448,2553,
8,100,912,1649139,19105654,7467,2534,
8,100,923,1744744,19093054,7436,2566,
8,100,921,1726116,18701353,7562,2439,
8,100,936,1804208,18894144,7484,2518,
8,100,926,1711059,19181408,7503,2498,
8,100,924,1724237,18924639,7512,2489,
8,100,917,1729651,19009516,7582,2419,
8,100,967,1854532,18805498,7577,2424,
8,100,958,1878318,19094541,7494,2507,
8,100,979,1888979,19216768,7391,2611,
8,100,965,1832168,18899740,7551,2450,
8,100,959,1763995,18938816,7546,2456,
8,100,967,1823182,18735897,7610,2391,
8,100,971,1830547,19018119,7514,2487,
8,100,987,1898887,18846992,7543,2459,
8,100,965,1751982,19085460,7508,2494,
8,100,968,1819128,19081681,7501,2500,
8,100,1003,1946342,19089230,7461,2540,
8,100,1007,1947435,19349986,7438,2563,
8,100,997,1923248,19108365,7516,2486,
8,100,997,1949468,19197790,7505,2496,
8,100,1005,1953876,18996172,7493,2509,
8,100,1016,1881955,18698925,7638,2363,
8,100,999,1862200,19063279,7506,2496,
8,100,1020,1912512,18722084,7544,2457,
8,100,1032,1986406,18974346,7466,2535,
8,100,1037,1954204,18607617,7601,2401,
8,100,1053,2052533,19099291,7499,2502,
8,100,1046,2005449,19158700,7516,2487,
8,100,855,1541813,18921320,7509,2492,
8,100,916,1703821,18938788,7517,2484,
8,100,902,1732766,19163331,7487,2514,
8,100,911,1646156,19047457,7445,2556,
8,100,954,1888530,18992030,7471,2530,
8,100,924,1762398,18908450,7578,2423,
8,100,937,1707648,18928896,7467,2534,
8,100,932,1731336,18959323,7537,2464,
8,100,933,1767094,19200028,7448,2553,
8,100,955,1788875,19181573,7519,2482,
8,100,967,1831496,18990516,7520,2481,
8,100,933,1818985,19013390,7475,2527,
8,100,952,1762176,18957397,7511,2490,
8,100,940,1763059,19033244,7447,2554,
8,100,931,1739081,19165348,7478,2523,
8,100,982,1833525,19089653,7471,2530,
8,100,956,1740568,19087392,7467,2534,
8,100,958,1737561,19104580,7526,2475,
8,100,961,1817557,19107148,7512,2489,
8,100,984,1885618,19039431,7474,2527,
8,100,992,1916922,19051295,7458,2544,
8,100,977,1872244,19211293,7439,2563,
8,100,985,1891580,18846662,7537,2464,
8,100,971,1787927,19127296,7462,2539,
8,100,969,1811688,18977151,7551,2450,
8,100,978,1922905,19021595,7539,2462,
8,100,1014,1862026,19022231,7478,2524,
8,100,997,1856595,18989540,7484,2517,
8,100,990,1885155,18941669,7512,2490,
8,100,997,1878513,19123016,7516,2486,
8,100,1001,1971837,19197527,7419,2582,
8,100,1021,1936870,18834911,7591,2410,
8,100,1003,1966031,19220097,7453,2550,
8,100,1025,1924953,19120446,7446,2555,
8,100,1082,2083238,19122399,7513,2488,
,,,,,,,
Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
8,100,964.7904761905,1827811.26666667,19040785.5238095,7503.6476190476,2497.6380952381,0
