Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
8,100,8,500,183801,75,26,
8,100,8,500,213898,73,28,
8,100,8,501,219675,65,36,
8,100,8,508,173025,80,22,
8,100,8,515,196205,78,23,
8,100,8,517,187850,74,27,
8,100,8,525,167184,77,24,
8,100,8,525,180354,74,27,
8,100,8,527,173869,75,26,
8,100,8,532,189648,78,23,
8,100,8,553,166174,74,27,
8,100,8,573,190578,76,25,
8,100,8,594,172275,83,19,
8,100,9,642,195934,68,33,
8,100,8,692,194906,74,27,
8,100,8,712,171474,80,21,
8,100,8,714,203639,76,25,
8,100,8,727,189267,73,28,
8,100,8,740,201753,73,28,
8,100,9,794,191357,76,26,
8,100,8,805,181191,78,23,
8,100,8,827,196668,74,27,
8,100,8,841,183548,75,26,
8,100,9,843,184864,77,24,
8,100,9,897,180560,79,23,
8,100,8,943,163050,82,19,
8,100,9,1008,186188,73,28,
8,100,10,1044,168148,77,24,
8,100,10,1082,186440,77,25,
8,100,10,1110,166156,77,25,
8,100,8,1229,176109,77,24,
8,100,10,1250,201971,74,27,
8,100,8,1301,195897,69,32,
8,100,9,1437,189371,78,23,
8,100,10,1487,178565,77,24,
8,100,8,1517,185983,75,26,
8,100,9,1538,174148,81,20,
8,100,9,1729,170012,80,22,
8,100,8,1753,191230,74,27,
8,100,8,1829,182868,76,25,
8,100,9,1831,183597,76,25,
8,100,9,2118,186972,72,29,
8,100,9,2227,189437,78,24,
8,100,9,2380,173461,77,24,
8,100,11,2708,174556,79,23,
8,100,10,2780,175529,74,27,
8,100,8,2888,186254,76,25,
8,100,9,3081,170064,78,23,
8,100,10,3192,212000,65,37,
8,100,10,3237,181843,70,32,
8,100,10,3403,190352,75,26,
8,100,10,3451,164491,84,18,
8,100,11,3590,174214,81,20,
8,100,10,3661,186310,80,21,
8,100,10,3753,174472,77,24,
8,100,9,3770,197157,72,29,
8,100,8,3976,193563,70,31,
8,100,12,4075,185607,83,20,
8,100,8,4561,154259,82,19,
8,100,8,4647,181305,77,24,
8,100,13,5233,178422,71,30,
8,100,9,5447,191468,77,24,
8,100,11,5449,184101,75,26,
8,100,11,5511,192610,74,27,
8,100,11,5628,179218,77,25,
8,100,10,6271,187372,77,25,
8,100,12,6391,203029,71,30,
8,100,10,6408,193899,70,31,
8,100,11,6871,191875,73,29,
8,100,11,7189,179979,69,32,
8,100,10,7213,188375,75,26,
8,100,9,7324,192455,74,27,
8,100,10,7427,169219,75,26,
8,100,10,7613,172985,81,20,
8,100,10,7892,180688,77,24,
8,100,11,8230,205625,72,29,
8,100,10,8681,182676,75,27,
8,100,12,9223,173270,76,25,
8,100,11,9592,184165,75,26,
8,100,10,9701,188290,76,26,
8,100,10,9779,180099,78,23,
8,100,9,9998,199613,75,26,
8,100,11,10146,187050,78,23,
8,100,11,10193,191061,74,27,
8,100,11,10653,168645,79,22,
8,100,10,10792,185411,78,24,
8,100,11,10802,198127,78,24,
8,100,10,10866,208730,70,32,
8,100,13,11680,197927,71,31,
8,100,9,11939,177889,78,23,
8,100,10,13245,191241,78,24,
8,100,10,14104,198772,73,28,
8,100,12,14288,186039,75,27,
8,100,12,14461,185723,74,28,
8,100,11,14859,183902,74,27,
8,100,11,15256,193154,76,26,
8,100,8,16238,207908,66,35,
8,100,9,16396,183545,71,30,
8,100,10,16579,205004,71,30,
8,100,10,17346,197163,74,27,
8,100,12,17433,172784,76,27,
8,100,11,18773,184603,73,28,
8,100,11,18782,205651,70,31,
8,100,12,21286,194140,74,27,
8,100,12,22337,199150,70,31,
8,100,13,22607,217125,70,32,
8,100,10,23048,191530,80,22,
8,100,13,23611,193740,74,28,
8,100,11,24987,214110,68,33,
8,100,13,29147,190556,83,20,
8,100,14,29446,211096,68,34,
8,100,18,30611,188010,74,29,
,,,,,,,
Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
8,100,9.8035714286,7023.8571428572,187057.991071429,75.1696428571,26.1607142857,0
