Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
20,100,417,291022,3779344,3759,1242,
20,100,401,281175,3745085,3811,1190,
20,100,408,301206,3824496,3751,1250,
20,100,395,277363,3795770,3773,1228,
20,100,418,318788,3896874,3715,1286,
20,100,425,313998,3840815,3708,1294,
20,100,419,300229,3775269,3750,1251,
20,100,416,299264,3809645,3755,1246,
20,100,430,335696,3800494,3785,1216,
20,100,420,312418,3862131,3738,1263,
20,100,426,305023,3786293,3767,1234,
20,100,434,310278,3762336,3785,1217,
20,100,448,349083,3775206,3758,1244,
20,100,430,316792,3790838,3735,1266,
20,100,453,327753,3828860,3719,1284,
20,100,444,326749,3830465,3725,1276,
20,100,431,296819,3820592,3737,1264,
20,100,449,344315,3846946,3712,1289,
20,100,430,307490,3803249,3793,1208,
20,100,447,324855,3769351,3743,1258,
20,100,461,338927,3762650,3750,1251,
20,100,438,306686,3819681,3717,1284,
20,100,448,330013,3805163,3834,1168,
20,100,472,349041,3861849,3713,1288,
20,100,463,337452,3766560,3800,1202,
20,100,455,328164,3692720,3799,1203,
20,100,455,341833,3727316,3816,1185,
20,100,457,345059,3758442,3743,1258,
20,100,459,364387,3839270,3739,1262,
20,100,433,309571,3804971,3749,1252,
20,100,465,339600,3739293,3784,1219,
20,100,480,362978,3767464,3753,1248,
20,100,454,330843,3823004,3751,1251,
20,100,457,325082,3829341,3751,1250,
20,100,460,326925,3821676,3784,1218,
20,100,458,334452,3763925,3747,1254,
20,100,476,361171,3813541,3714,1289,
20,100,483,347449,3746759,3774,1227,
20,100,471,329154,3756960,3800,1201,
20,100,479,349339,3720735,3810,1191,
20,100,489,376560,3872829,3711,1290,
20,100,488,358079,3774138,3795,1206,
20,100,489,363231,3801916,3710,1291,
20,100,475,317713,3787126,3777,1224,
20,100,476,369842,3828284,3748,1254,
20,100,484,343276,3795616,3751,1250,
20,100,498,362702,3801497,3742,1259,
20,100,472,343724,3791995,3755,1247,
20,100,520,417728,3806087,3758,1243,
20,100,504,372697,3776705,3767,1234,
20,100,373,251316,3871203,3738,1263,
20,100,428,342815,3777493,3764,1238,
20,100,384,276423,3777805,3788,1213,
20,100,401,295232,3744507,3750,1251,
20,100,400,270545,3771365,3762,1239,
20,100,400,293784,3830435,3736,1266,
20,100,403,280482,3858116,3705,1296,
20,100,410,312232,3835595,3732,1269,
20,100,412,298857,3787885,3791,1210,
20,100,413,281397,3739592,3805,1196,
20,100,435,346074,3879707,3716,1286,
20,100,420,291080,3764270,3751,1251,
20,100,433,307245,3782350,3797,1204,
20,100,442,327092,3851767,3697,1304,
20,100,456,347685,3840890,3751,1250,
20,100,432,318109,3881205,3718,1283,
20,100,439,317440,3837029,3729,1273,
20,100,429,301634,3741122,3803,1198,
20,100,463,351418,3842976,3732,1269,
20,100,426,282586,3804180,3758,1243,
20,100,459,341323,3788024,3723,1278,
20,100,446,333624,3835585,3739,1264,
20,100,463,347085,3839953,3694,1307,
20,100,454,336838,3818417,3723,1278,
20,100,450,328360,3790056,3787,1216,
20,100,457,328035,3772547,3750,1251,
20,100,444,329617,3811632,3778,1224,
20,100,444,335883,3780491,3780,1222,
20,100,443,300631,3752798,3780,1221,
20,100,461,324055,3722037,3745,1256,
20,100,459,339745,3791547,3775,1227,
20,100,465,338872,3782514,3755,1246,
20,100,459,331241,3819638,3737,1264,
20,100,473,354321,3804881,3734,1269,
20,100,488,371069,3887587,3705,1296,
20,100,479,331962,3758110,3757,1245,
20,100,480,367782,3772361,3740,1261,
20,100,458,347052,3792823,3766,1235,
20,100,460,338399,3867178,3736,1265,
20,100,480,374201,3843753,3722,1279,
20,100,461,325518,3745434,3778,1223,
20,100,471,341073,3848909,3714,1287,
20,100,468,333979,3850476,3705,1296,
20,100,480,346182,3774881,3741,1260,
20,100,458,333153,3795290,3746,1255,
20,100,489,384581,3813099,3755,1247,
20,100,474,362067,3793876,3770,1232,
20,100,480,363736,3778715,3765,1236,
20,100,485,340314,3782675,3761,1240,
20,100,501,386283,3822609,3764,1237,
20,100,513,397435,3889325,3710,1291,
,,,,,,,
Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
20,100,451.099009901,331008.475247525,3801468.16831683,3752.6633663366,1248.6633663366,0
