Number of connections,Number of DNS servers,Avg. size Node list recieved ,Time taken to find all nodes,Time take to test all nodes if online,Number of nodes online  ,Number of nodes offline  
80,,10,102151,120504,220,281
80,,10,103884,121073,217,284
80,,10,105875,122434,209,292
80,,10,108474,121019,213,288
80,,10,109717,120000,228,273
80,,10,109717,120000,228,273
80,,10,110848,120000,228,273
80,,10,110848,120000,228,273
80,,10,110848,120000,228,273
80,,10,113609,121253,209,292
80,,10,113751,123553,224,277
80,,10,115007,121087,205,296
80,,10,115148,118134,240,261
80,,10,116342,123061,210,291
80,,10,117497,121872,217,285
80,,10,118795,121519,217,284
80,,10,118959,120547,226,275
80,,10,119345,120217,211,290
80,,10,119693,120000,219,283
80,,10,119693,120000,219,283
80,,10,119693,120000,219,283
80,,10,119693,120000,219,283
80,,10,119693,120000,219,283
80,,10,119954,120000,214,288
80,,10,119954,120000,214,288
80,,10,120000,121017,204,298
80,,10,120000,120657,218,283
80,,10,120000,122246,199,302
80,,10,120000,120925,213,288
80,,10,120000,121157,219,282
80,,10,120000,120159,213,288
80,,10,120000,120478,211,290
80,,10,120000,121426,209,292
80,,10,120000,120154,222,281
80,,10,120000,120684,211,291
80,,10,120000,120543,217,284
80,,10,120016,120904,218,286
80,,10,120509,121626,202,300
80,,10,120529,122941,207,294
80,,10,120565,120797,206,296
80,,10,120610,121205,209,292
80,,10,120683,121505,208,293
80,,10,120708,121599,207,295
80,,10,120718,121406,196,305
80,,10,120738,121403,204,297
80,,10,120808,121982,203,299
80,,10,120846,121516,200,301
80,,10,120851,122162,211,290
80,,10,120977,121467,208,293
80,,10,120986,122201,205,296
80,,10,120994,122355,208,294
80,,10,121026,121439,204,297
80,,10,121175,126409,212,289
80,,10,121195,122765,212,290
80,,10,121217,122373,207,294
80,,10,121235,123570,209,292
80,,10,121240,125919,202,299
80,,10,121252,122015,224,278
80,,10,121279,122123,215,286
80,,10,121282,121907,207,294
80,,10,121285,124149,206,295
80,,10,121341,122878,204,297
80,,10,121399,122808,203,298
80,,10,121421,125923,202,299
80,,10,121599,122577,207,295
80,,10,121621,123624,210,292
80,,10,121764,122204,207,294
80,,10,121797,123789,200,302
80,,10,121807,122434,200,301
80,,10,121817,122297,203,298
80,,10,121840,124294,199,303
80,,10,121889,122807,202,300
80,,10,121897,122444,214,287
80,,10,122303,123210,222,281
80,,10,122378,122998,199,302
80,,10,122458,123167,197,306
80,,10,122618,123249,204,298
80,,10,122767,123736,200,302
80,,10,122790,123810,205,298
80,,10,122827,124573,203,298
80,,10,122827,123413,201,300
80,,10,122905,126010,208,294
80,,10,122922,123418,195,306
80,,10,123025,123966,205,297
80,,10,123174,123994,204,298
80,,10,123247,124095,209,292
80,,10,123288,123487,203,301
80,,10,123348,123875,197,304
80,,10,123412,123921,198,303
80,,10,123445,124113,208,293
80,,10,123549,126241,200,302
80,,10,123606,125157,197,304
80,,10,123694,124440,194,308
80,,10,123763,124461,195,307
80,,10,123856,125519,193,308
80,,10,123933,124899,195,306
80,,10,123958,124669,199,303
80,,10,123973,124873,208,294
80,,10,124007,126809,197,305
80,,10,124087,125245,205,298
80,,10,124261,125639,197,305
80,,10,124327,126346,208,293
80,,10,124440,125823,196,307
80,,10,124606,126875,200,302
80,,10,124632,126446,200,301
80,,10,124824,127380,201,301
80,,10,124868,126923,196,307
80,,10,124959,125582,196,305
80,,10,124988,126039,189,312
80,,10,124991,125774,197,306
80,,10,125031,126726,196,305
80,,10,125046,126217,195,307
80,,10,125104,126759,210,294
80,,10,125330,126196,206,297
80,,10,125365,126314,207,297
80,,10,125400,126040,187,314
80,,10,125489,126709,194,307
80,,10,125613,126162,199,303
80,,10,125673,127526,200,302
80,,10,125702,126106,203,299
80,,10,125784,127906,193,309
80,,10,125803,126264,191,311
80,,10,125984,126962,195,307
80,,10,125998,130172,190,312
80,,10,126176,127660,188,313
80,,10,126192,126508,200,303
80,,10,126206,127552,182,319
80,,10,126220,128230,186,316
80,,10,126352,127350,210,293
80,,10,126795,127946,196,306
80,,10,126888,129912,172,330
80,,10,126990,128538,191,310
80,,10,127098,128914,189,313
80,,10,127214,128727,185,316
80,,10,127853,128741,194,308
80,,10,128152,129559,179,322
80,,10,128339,129465,181,320
80,,10,128418,130335,182,320
80,,10,128982,129750,182,319
80,,10,129386,130589,186,316
80,,10,129540,130085,191,311
,,,,,,
AVERAGE,,,,,,
80,,10,121711.226950355,123883.907801418,204.5319148936,297.0780141844
