Number of connections,Number of DNS servers,Avg. size Node list recieved ,Time taken to find all nodes,Time take to test all nodes if online,Number of nodes online  ,Number of nodes offline  
8,,10,1214054,1289841,220,281
8,,10,1246681,1391549,212,289
8,,10,1268134,1350006,212,289
8,,10,1313952,1320232,217,285
8,,10,1315873,1339008,208,293
8,,10,1329351,1338695,208,293
8,,10,1333625,1346419,213,288
8,,10,1335599,1372334,204,297
8,,10,1336809,1352239,209,294
8,,10,1340843,1367606,208,293
8,,10,1341451,1363121,200,302
8,,10,1341575,1354773,209,293
8,,10,1341962,1344292,203,298
8,,10,1343497,1359985,205,297
8,,10,1343898,1352757,201,300
8,,10,1343905,1348278,207,294
8,,10,1345080,1356008,208,294
8,,10,1347702,1391961,197,304
8,,10,1348790,1366665,192,309
8,,10,1349994,1358748,205,298
8,,10,1350543,1375765,200,301
8,,10,1351242,1364923,211,292
8,,10,1351835,1370108,217,285
8,,10,1352014,1356264,227,276
8,,10,1352653,1359783,207,295
8,,10,1353466,1378048,205,296
8,,10,1354368,1358888,202,299
8,,10,1357177,1422066,191,310
8,,10,1361355,1378256,199,302
8,,10,1361834,1378725,208,293
8,,10,1363557,1376817,198,303
8,,10,1363934,1391160,203,298
8,,10,1365318,1373949,190,311
8,,10,1366124,1380844,196,305
8,,10,1367688,1385441,203,300
8,,10,1370118,1398904,191,310
8,,10,1371462,1406674,204,300
8,,10,1372284,1394870,195,306
8,,10,1373363,1389065,200,301
8,,10,1374489,1382662,196,306
8,,10,1374656,1385932,192,309
8,,10,1375001,1406869,191,312
8,,10,1375438,1387014,202,300
8,,10,1375586,1385651,196,306
8,,10,1376478,1396745,210,293
8,,10,1379326,1396753,187,314
8,,10,1381210,1386431,204,298
8,,10,1384024,1398614,195,308
8,,10,1386554,1396107,194,307
8,,10,1386663,1403734,191,310
8,,10,1387424,1407036,198,305
8,,10,1387619,1393321,194,307
8,,10,1389455,1422032,199,302
8,,10,1391180,1413449,194,309
8,,10,1391586,1406898,196,306
8,,10,1393672,1396421,194,308
8,,10,1395068,1410807,194,307
8,,10,1397955,1400771,189,312
8,,10,1399009,1415875,193,308
8,,10,1403497,1435294,186,316
8,,10,1410289,1427557,184,318
8,,10,1411235,1436063,184,317
8,,10,1417844,1427194,185,316
8,,10,1422044,1429931,185,316
8,,10,1431055,1448808,183,319
8,,10,1447733,1460080,184,318
,,,,,,
AVERAGE,,,,,,
8,,10,1363472.72727273,1384289.63636364,199.7727272727,301.8333333333
