Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline
3,100,104,708000,7315554,409,592
3,100,127,913701,7544659,392,612
3,100,121,869206,7453829,384,619
3,100,130,942744,7439951,407,594
3,100,136,1002121,7323594,421,580
3,100,109,751471,7354576,401,600
3,100,113,752210,7269239,408,593
3,100,150,1203406,7561965,401,600
3,100,111,795814,7322315,400,601
3,100,146,1144871,7339007,406,596
3,100,156,1196189,7426032,393,608
3,100,140,1052326,7315050,404,598
3,100,131,942274,7275564,433,568
3,100,115,790027,7228727,416,585
3,100,132,958895,7390658,392,609
3,100,124,941108,7348311,402,599
3,100,136,989829,7272416,409,593
3,100,127,927893,7337485,410,594
3,100,109,742852,7227172,417,584
3,100,125,887488,7283771,396,606
3,100,123,911907,7240934,409,593
3,100,98,625878,7276097,420,583
3,100,142,1032037,7235845,415,586
3,100,134,988833,7238496,416,585
3,100,125,873015,7356678,394,607
3,100,136,1006865,7108677,421,582
3,100,120,859984,7453364,392,610
3,100,123,888597,7233693,426,576
3,100,129,936121,7342050,410,591
3,100,124,866464,7271925,415,587
3,100,143,1037546,7263241,411,590
3,100,125,889550,7347735,404,597
3,100,131,914935,7355158,406,596
3,100,112,763660,7316909,405,596
3,100,103,650475,7480582,402,599
3,100,154,1164704,7338409,405,598
3,100,131,939552,7516637,387,614
3,100,136,943575,7191619,430,572
3,100,148,1119755,7628612,381,621
3,100,128,941584,7460430,415,588
3,100,134,982397,7559746,382,620
3,100,113,781133,7261686,395,606
3,100,114,800850,7370162,414,587
3,100,149,1096662,7308668,410,591
3,100,142,1060479,7365046,397,605
3,100,119,837012,7534248,388,616
3,100,118,816396,7306684,396,607
3,100,123,885427,7375709,401,600
3,100,144,1043502,7346901,407,596
3,100,129,911445,7448185,392,611
3,100,139,1061086,7524549,377,624
3,100,124,865751,7385232,396,608
3,100,127,914020,7479718,403,600
3,100,128,983885,7410968,404,598
3,100,147,1074283,7458124,389,613
3,100,139,989991,7440851,387,615
3,100,142,1045424,7310216,408,593
3,100,127,877846,7432691,395,606
3,100,137,988722,7392769,403,599
3,100,155,1187853,7433664,398,603
3,100,151,1084408,7324645,401,600
3,100,128,943170,7428594,383,618
3,100,114,762037,7389382,408,593
3,100,121,864227,7506961,382,619
3,100,111,837522,7417579,407,595
3,100,143,999266,7388699,400,602
3,100,119,869248,7421855,402,601
3,100,108,767674,7349222,401,600
3,100,119,891300,7413214,387,614
3,100,122,897569,7387369,407,594
3,100,150,1192945,7380181,407,595
3,100,137,1063960,7398429,416,585
3,100,126,922080,7349458,396,605
3,100,151,1163823,7435565,412,589
3,100,127,929109,7405206,402,599
3,100,141,1017548,7502967,395,606
3,100,172,1372054,7446697,385,617
3,100,130,875089,7390832,389,612
3,100,146,1148342,7580754,391,611
3,100,155,1193883,7430752,387,615
3,100,124,842955,7489478,392,610
3,100,124,907318,7456264,385,618
3,100,137,1036235,7463450,382,619
3,100,141,1041506,7416393,398,604
3,100,142,1075856,7518907,383,619
3,100,135,982912,7305018,417,586
3,100,150,1166288,7395412,396,606
3,100,128,952233,7441564,399,602
3,100,123,870768,7363659,393,610
3,100,134,994685,7468350,393,610
3,100,126,859241,7427015,381,620
3,100,162,1260349,7470747,395,607
3,100,137,1073684,7551191,386,615
3,100,123,869830,7562186,384,617
3,100,132,1007465,7579471,393,610
3,100,153,1099804,7541887,387,618
3,100,138,1119473,7722093,382,621
3,100,122,921434,7691875,384,619
3,100,131,990781,7618188,382,619
3,100,132,973879,7703105,353,648
3,100,149,1116428,7455909,390,611
,,,,,,
3,100,131.396039604,960693.108910891,7404191.14851485,399.2079207921,602.5643564356
