Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline
3,100,928,7079888,36989286,1947,3054
3,100,897,6985203,37450150,1913,3088
3,100,913,6941142,37028519,1977,3025
3,100,886,6782395,37417948,1905,3097
3,100,885,6668779,37684423,1923,3078
3,100,876,6666362,37393426,1941,3060
3,100,885,6633021,36938745,1993,3008
3,100,884,6622455,37131869,1972,3032
3,100,866,6615564,37322633,1932,3069
3,100,881,6586144,37420660,1952,3049
3,100,873,6556489,37558545,1902,3099
3,100,857,6552209,37187873,1953,3048
3,100,867,6506710,36864097,2008,2994
3,100,859,6502659,37181187,1965,3040
3,100,857,6491948,37306065,1938,3063
3,100,875,6439126,36505353,2015,2988
3,100,845,6296042,37101744,1971,3030
3,100,844,6293363,36766360,2027,2975
3,100,834,6249238,37014165,1979,3025
3,100,835,6245783,36864408,2005,2997
3,100,833,6245355,37147782,1982,3019
3,100,837,6231957,37211306,1949,3052
3,100,834,6215399,36761638,2015,2988
3,100,819,6173598,36780364,2038,2966
3,100,824,6162655,37189233,1960,3041
3,100,825,6158002,36992715,2012,2990
3,100,841,6150051,37115600,1949,3052
3,100,816,6131880,36859925,1973,3028
3,100,813,6127739,37057068,1992,3009
3,100,831,6095894,36853204,2002,3002
3,100,808,6075144,36884081,2001,3000
3,100,807,6063871,36857294,2017,2985
3,100,806,6024685,37258523,1945,3057
3,100,799,6023359,37276545,1975,3027
3,100,799,6023012,37033921,1985,3016
3,100,786,5992030,37310075,1960,3041
3,100,811,5981395,37165502,1958,3044
3,100,802,5967415,36814574,2011,2990
3,100,792,5957670,37005485,1986,3015
3,100,804,5944338,37272521,1935,3067
3,100,812,5941373,36518785,2065,2939
3,100,808,5940546,36805678,1979,3022
3,100,799,5923233,37301103,1970,3033
3,100,810,5922535,36706154,2035,2966
3,100,806,5906983,36907284,2015,2986
3,100,799,5905303,36405894,2063,2940
3,100,809,5883789,36880617,1979,3022
3,100,792,5869241,37228394,1958,3043
3,100,802,5861484,37015971,1985,3019
3,100,800,5847839,37512424,1924,3080
3,100,799,5820696,36711903,2052,2950
3,100,783,5816429,37138979,1966,3036
3,100,782,5810629,37063054,1978,3025
3,100,773,5802761,37080970,1994,3007
3,100,790,5777431,36859803,2001,3002
3,100,787,5764493,36708210,2029,2972
3,100,771,5733496,36637073,2049,2952
3,100,773,5728620,37028204,1984,3019
3,100,789,5723820,36867647,2004,2999
3,100,765,5720055,37372961,1948,3053
3,100,774,5717241,36912223,2019,2982
3,100,776,5687319,37298316,1945,3056
3,100,767,5678153,37060963,1958,3043
3,100,762,5673148,37170134,1969,3032
3,100,764,5669112,36258250,2032,2972
3,100,768,5664483,37163620,1977,3024
3,100,769,5624717,37076942,1987,3014
3,100,751,5622984,36989906,1971,3030
3,100,766,5580573,36861235,2017,2984
3,100,762,5577177,36983384,1994,3007
3,100,756,5567933,36622102,2032,2971
3,100,742,5554087,36669254,2011,2990
3,100,768,5539162,36962832,1986,3016
3,100,755,5536936,37014063,1982,3019
3,100,775,5535986,36246863,2059,2943
3,100,770,5501477,36339632,2066,2935
3,100,729,5501308,36983506,1963,3038
3,100,743,5484462,36583919,2032,2969
3,100,749,5466938,36745887,2005,2996
3,100,740,5463843,36699123,2026,2976
3,100,752,5457489,36865837,2012,2989
3,100,750,5396071,37157784,1967,3034
3,100,755,5394053,36420780,2044,2957
3,100,736,5393584,36838031,1990,3012
3,100,750,5369826,37012919,1982,3020
3,100,743,5368089,36669809,2023,2978
3,100,723,5366922,37111558,1984,3017
3,100,739,5365332,36797768,2020,2981
3,100,737,5335859,36805097,2030,2972
3,100,741,5317514,36480322,2061,2942
3,100,734,5312938,37289160,1984,3017
3,100,722,5298537,37290545,1943,3059
3,100,732,5296996,36959863,1985,3016
3,100,740,5285835,36599193,2040,2963
3,100,724,5260071,37017228,1988,3015
3,100,714,5046024,36762940,1993,3009
3,100,693,5007118,36886195,2011,2991
3,100,692,4999296,36771690,2036,2967
3,100,740,5546899,36661099,2029,2972
3,100,823,6039330,36876474,2006,2996
,,,,,,
3,100,795.09,5886655.47,36966423.66,1990,3011.77
