Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline
3,100,54,360823,3438678,239,262
3,100,62,446823,3589582,209,292
3,100,68,502035,3625085,211,290
3,100,75,556287,3616131,209,293
3,100,62,430332,3657153,212,289
3,100,59,416954,3594890,207,294
3,100,72,569190,3655268,205,297
3,100,70,522769,3662464,197,304
3,100,63,431291,3504785,220,282
3,100,60,427790,3590125,209,292
3,100,64,472700,3583750,214,288
3,100,67,483246,3796177,180,321
3,100,73,565481,3769516,193,308
3,100,61,458578,3700610,204,299
3,100,73,550087,3712053,188,313
3,100,62,430320,3572249,207,294
3,100,77,634599,3769777,199,305
3,100,62,454185,3649402,209,292
3,100,69,464478,3667441,194,307
3,100,53,375196,3647546,212,289
3,100,64,466281,3768830,185,317
3,100,71,516693,3655075,206,297
3,100,68,498072,3689900,207,298
3,100,53,349405,3586441,212,289
3,100,63,425659,3661553,209,293
3,100,60,395552,3587550,213,288
3,100,59,451538,3886418,182,319
3,100,59,424481,3632473,214,288
3,100,68,538566,3809148,188,313
3,100,62,424852,3745472,193,308
3,100,59,437009,3742546,199,303
3,100,70,568530,3605259,210,292
3,100,69,504014,3593995,212,291
3,100,64,484553,3702612,193,310
3,100,59,417797,3667139,190,311
3,100,57,418999,3758681,193,308
3,100,62,458126,3707370,202,299
3,100,61,457820,3669089,205,300
3,100,57,388290,3476590,217,284
3,100,76,600000,3780314,189,316
3,100,57,384588,3682012,204,297
3,100,70,522902,3662616,206,297
3,100,51,368410,3650623,215,286
3,100,68,469757,3665369,206,298
3,100,71,517458,3758239,195,306
3,100,69,518739,3656253,211,295
3,100,60,408474,3620411,216,286
3,100,63,408195,3666958,201,301
3,100,62,453036,3718200,190,311
3,100,60,424088,3753943,197,305
3,100,68,500088,3692591,196,305
3,100,71,478931,3690680,204,297
3,100,70,490848,3641870,204,297
3,100,81,630865,3684686,201,301
3,100,65,480798,3771137,205,296
3,100,67,464655,3667656,203,298
3,100,64,443211,3625067,208,293
3,100,83,650137,3682804,200,303
3,100,50,352100,3719301,197,305
3,100,68,479702,3738255,201,301
3,100,67,505614,3649219,200,302
3,100,59,418363,3667782,196,305
3,100,63,481496,3791959,205,297
3,100,69,538295,3815198,195,306
3,100,64,411549,3634589,212,289
3,100,75,570666,3794669,195,309
3,100,55,368512,3619413,212,290
3,100,50,326023,3665487,211,290
3,100,44,281019,3594672,214,287
3,100,63,459000,3711206,195,307
3,100,60,420307,3681842,198,303
3,100,61,441923,3636400,207,295
3,100,62,442330,3731545,202,299
3,100,50,337438,3626846,216,285
3,100,60,420276,3681853,208,293
3,100,65,471833,3633150,207,294
3,100,75,584226,3711798,195,307
3,100,74,572883,3754376,194,307
3,100,52,367062,3759977,207,294
3,100,55,362746,3662372,208,293
3,100,49,331748,3758483,206,296
3,100,58,413565,3684008,212,289
3,100,76,612299,3691284,200,301
3,100,60,442236,3747565,190,312
3,100,64,454500,3772172,193,308
3,100,66,511989,3755936,197,305
3,100,56,412315,3868895,178,323
3,100,70,552882,3796918,177,326
3,100,64,473853,3844737,184,317
3,100,74,592776,3860589,191,312
3,100,63,458264,3812802,197,305
3,100,74,523289,3814396,185,316
3,100,60,434712,3861276,178,324
3,100,54,372885,3777196,189,312
3,100,67,504901,3755907,200,304
3,100,74,583350,3839906,190,311
3,100,67,478747,3845172,179,322
3,100,76,587167,3864732,183,318
3,100,71,541296,3842389,183,318
3,100,62,440300,3771743,192,311
3,100,55,374381,3657657,200,302
,,,,,,
3,100,64.0396039604,466390.089108911,3700256.67326733,200.7722772277,300.9603960396
