Number of connections,Number of DNS servers,Avg. size Node list recieved ,Time taken to find all nodes,Time take to test all nodes if online,Number of nodes online  ,Number of nodes offline  
80,,5,0,117540,181,269
80,,5,0,114672,185,270
80,,5,0,112845,178,259
80,,5,0,112647,174,265
80,,5,0,112354,204,259
80,,5,0,112332,192,263
80,,5,0,111969,179,259
80,,5,0,111966,189,248
80,,5,0,111918,189,257
80,,5,0,111917,188,261
80,,5,0,111773,185,257
80,,5,0,111651,194,260
80,,5,0,111650,174,267
80,,5,0,111606,172,266
80,,5,0,111558,197,259
80,,5,0,111493,186,265
80,,5,0,111432,177,264
80,,5,0,111322,185,257
80,,5,0,110673,178,267
80,,5,0,110550,191,259
80,,5,0,110415,175,263
80,,5,0,110242,191,252
80,,5,0,110140,176,255
80,,5,0,110096,175,273
80,,5,0,110002,186,256
80,,5,0,109771,204,247
80,,5,0,109735,185,265
80,,5,0,109635,177,260
80,,5,0,109567,176,264
80,,5,0,109434,180,257
80,,5,0,109335,193,262
80,,5,0,109293,180,255
80,,5,0,109245,182,260
80,,5,0,109222,183,262
80,,5,0,109190,181,258
80,,5,0,109159,180,253
80,,5,0,109105,185,253
80,,5,0,109083,180,263
80,,5,0,109041,175,255
80,,5,0,109012,181,256
80,,5,0,108962,169,254
80,,5,0,108956,205,249
80,,5,0,108920,182,255
80,,5,0,108842,220,248
80,,5,0,108801,171,265
80,,5,0,108709,168,259
80,,5,0,108624,177,258
80,,5,0,108615,170,261
80,,5,0,108585,152,266
80,,5,0,108581,175,255
80,,5,0,108538,177,258
80,,5,0,108488,189,251
80,,5,0,108486,178,261
80,,5,0,108436,166,266
80,,5,0,108418,195,249
80,,5,0,108399,183,249
80,,5,0,108389,172,254
80,,5,0,108353,192,258
80,,5,0,108332,185,257
80,,5,0,108250,184,257
80,,5,0,108236,177,260
80,,5,0,108183,196,253
80,,5,0,108159,203,253
80,,5,0,108123,193,254
80,,5,0,108103,192,258
80,,5,0,108094,182,254
80,,5,0,108091,187,249
80,,5,0,108035,198,257
80,,5,0,108007,181,262
80,,5,0,107977,178,252
80,,5,0,107943,197,257
80,,5,0,107940,184,256
80,,5,0,107901,194,260
80,,5,0,107889,162,259
80,,5,0,107865,184,258
80,,5,0,107810,176,254
80,,5,0,107793,180,261
80,,5,0,107774,195,252
80,,5,0,107758,192,252
80,,5,0,107744,170,255
80,,5,0,107730,179,253
80,,5,0,107685,195,254
80,,5,0,107597,174,259
80,,5,0,107584,190,259
80,,5,0,107583,177,267
80,,5,0,107564,182,255
80,,5,0,107553,209,246
80,,5,0,107550,168,257
80,,5,0,107538,189,254
80,,5,0,107494,198,245
80,,5,0,107483,172,253
80,,5,0,107478,157,256
80,,5,0,107439,173,259
80,,5,0,107425,185,251
80,,5,0,107419,207,249
80,,5,0,107413,188,257
80,,5,0,107365,200,255
80,,5,0,107348,174,260
80,,5,0,107315,169,260
80,,5,0,107314,163,255
80,,5,0,107284,185,257
80,,5,0,107256,211,242
80,,5,0,107247,164,264
80,,5,0,107240,178,256
80,,5,0,107211,191,245
80,,5,0,107163,185,256
80,,5,0,107134,165,266
80,,5,0,107115,174,263
80,,5,0,107112,190,252
80,,5,0,107105,171,254
80,,5,0,107081,171,248
80,,5,0,107075,192,247
80,,5,0,107074,179,260
80,,5,0,107037,199,248
80,,5,0,107032,179,250
80,,5,0,107012,180,254
80,,5,0,106996,196,251
80,,5,0,106971,178,261
80,,5,0,106952,179,261
80,,5,0,106946,181,258
80,,5,0,106936,187,255
80,,5,0,106928,189,254
80,,5,0,106910,184,252
80,,5,0,106887,171,256
80,,5,0,106878,156,262
80,,5,0,106868,213,247
80,,5,0,106861,180,256
80,,5,0,106851,189,255
80,,5,0,106825,201,252
80,,5,0,106824,172,260
80,,5,0,106770,170,263
80,,5,0,106729,192,250
80,,5,0,106703,164,266
80,,5,0,106689,169,255
80,,5,0,106687,174,260
80,,5,0,106687,182,253
80,,5,0,106601,172,257
80,,5,0,106588,182,251
80,,5,0,106575,198,242
80,,5,0,106558,166,253
80,,5,0,106541,202,247
80,,5,0,106534,186,265
80,,5,0,106527,173,246
80,,5,0,106521,179,257
80,,5,0,106510,177,255
80,,5,0,106493,173,256
80,,5,0,106492,181,258
80,,5,0,106479,191,244
80,,5,0,106477,195,253
80,,5,0,106469,174,253
80,,5,0,106461,190,252
80,,5,0,106459,176,266
80,,5,0,106451,171,259
80,,5,0,106444,171,261
80,,5,0,106417,182,258
80,,5,0,106348,189,251
80,,5,0,106345,182,246
80,,5,0,106341,156,260
80,,5,0,106337,168,255
80,,5,0,106328,159,264
80,,5,0,106326,184,248
80,,5,0,106297,182,253
80,,5,0,106274,159,252
80,,5,0,106272,199,239
80,,5,0,106247,158,253
80,,5,0,106225,174,255
80,,5,0,106215,167,258
80,,5,0,106203,173,256
80,,5,0,106181,177,250
80,,5,0,106179,174,255
80,,5,0,106173,174,254
80,,5,0,106171,167,253
80,,5,0,106154,180,254
80,,5,0,106142,194,250
80,,5,0,106128,199,247
80,,5,0,106120,184,256
80,,5,0,106112,171,254
80,,5,0,106082,180,249
80,,5,0,106079,165,263
80,,5,0,106060,188,254
80,,5,0,106058,174,250
80,,5,0,106056,189,258
80,,5,0,106049,199,247
80,,5,0,106044,181,253
80,,5,0,106041,186,254
80,,5,0,106035,161,252
80,,5,0,106029,175,257
80,,5,0,106015,204,248
80,,5,0,105994,187,257
80,,5,0,105990,186,247
80,,5,0,105988,180,257
80,,5,0,105988,176,257
80,,5,0,105985,186,252
80,,5,0,105959,187,256
80,,5,0,105952,159,262
80,,5,0,105931,165,256
80,,5,0,105927,194,247
80,,5,0,105925,166,252
80,,5,0,105917,180,253
80,,5,0,105916,187,252
80,,5,0,105914,157,249
80,,5,0,105911,182,256
80,,5,0,105901,191,249
80,,5,0,105867,182,250
80,,5,0,105860,199,246
80,,5,0,105856,205,247
80,,5,0,105854,210,244
80,,5,0,105823,198,255
80,,5,0,105814,187,258
80,,5,0,105812,171,263
80,,5,0,105778,189,255
80,,5,0,105776,176,256
80,,5,0,105757,175,248
80,,5,0,105754,193,247
80,,5,0,105749,160,256
80,,5,0,105748,169,262
80,,5,0,105745,192,248
80,,5,0,105742,199,251
80,,5,0,105718,179,249
80,,5,0,105711,182,254
80,,5,0,105709,176,250
80,,5,0,105700,176,255
80,,5,0,105695,189,253
80,,5,0,105694,198,248
80,,5,0,105675,161,257
80,,5,0,105637,181,249
80,,5,0,105632,170,255
80,,5,0,105620,174,248
80,,5,0,105612,204,255
80,,5,0,105605,190,249
80,,5,0,105591,174,258
80,,5,0,105570,175,254
80,,5,0,105560,185,248
80,,5,0,105550,178,244
80,,5,0,105543,191,252
80,,5,0,105539,168,267
80,,5,0,105532,190,252
80,,5,0,105502,166,252
80,,5,0,105501,182,249
80,,5,0,105499,181,249
80,,5,0,105474,191,254
80,,5,0,105472,166,258
80,,5,0,105462,178,253
80,,5,0,105438,183,255
80,,5,0,105427,176,258
80,,5,0,105425,166,257
80,,5,0,105422,162,259
80,,5,0,105403,177,259
80,,5,0,105403,188,245
80,,5,0,105391,197,247
80,,5,0,105390,166,250
80,,5,0,105383,171,253
80,,5,0,105373,175,253
80,,5,0,105364,180,250
80,,5,0,105346,175,251
80,,5,0,105319,170,250
80,,5,0,105312,185,258
80,,5,0,105305,160,259
80,,5,0,105280,177,257
80,,5,0,105279,156,260
80,,5,0,105276,171,252
80,,5,0,105274,175,253
80,,5,0,105269,178,259
80,,5,0,105265,179,250
80,,5,0,105265,173,257
80,,5,0,105256,182,253
80,,5,0,105244,204,245
80,,5,0,105243,199,247
80,,5,0,105236,157,259
80,,5,0,105221,182,255
80,,5,0,105219,191,244
80,,5,0,105195,177,257
80,,5,0,105182,173,258
80,,5,0,105182,187,260
80,,5,0,105179,199,244
80,,5,0,105171,155,263
80,,5,0,105166,163,261
80,,5,0,105162,183,250
80,,5,0,105158,181,247
80,,5,0,105151,168,260
80,,5,0,105145,188,246
80,,5,0,105141,191,252
80,,5,0,105138,156,263
80,,5,0,105134,209,247
80,,5,0,105131,176,251
80,,5,0,105130,166,260
80,,5,0,105115,180,251
80,,5,0,105109,195,246
80,,5,0,105102,175,254
80,,5,0,105099,166,256
80,,5,0,105097,167,254
80,,5,0,105082,210,237
80,,5,0,105062,183,249
80,,5,0,105060,175,243
80,,5,0,105028,178,252
80,,5,0,105028,176,252
80,,5,0,105015,194,252
80,,5,0,105013,158,260
80,,5,0,104998,174,251
80,,5,0,104993,170,254
80,,5,0,104987,164,251
80,,5,0,104969,186,255
80,,5,0,104965,168,248
80,,5,0,104960,186,252
80,,5,0,104959,177,248
80,,5,0,104951,164,253
80,,5,0,104941,176,254
80,,5,0,104939,198,253
80,,5,0,104937,175,251
80,,5,0,104936,171,254
80,,5,0,104936,166,259
80,,5,0,104923,169,255
80,,5,0,104921,191,246
80,,5,0,104919,183,249
80,,5,0,104907,157,253
80,,5,0,104904,184,250
80,,5,0,104899,189,256
80,,5,0,104898,196,245
80,,5,0,104884,202,241
80,,5,0,104875,188,254
80,,5,0,104873,190,253
80,,5,0,104873,178,248
80,,5,0,104872,144,259
80,,5,0,104866,185,261
80,,5,0,104858,184,246
80,,5,0,104858,173,259
80,,5,0,104851,165,250
80,,5,0,104847,173,258
80,,5,0,104837,198,246
80,,5,0,104826,176,252
80,,5,0,104821,141,262
80,,5,0,104807,170,250
80,,5,0,104795,195,249
80,,5,0,104792,179,256
80,,5,0,104792,190,242
80,,5,0,104787,183,255
80,,5,0,104784,160,257
80,,5,0,104783,164,254
80,,5,0,104778,176,252
80,,5,0,104776,188,249
80,,5,0,104776,176,254
80,,5,0,104744,166,259
80,,5,0,104743,164,257
80,,5,0,104729,199,244
80,,5,0,104728,155,264
80,,5,0,104728,182,251
80,,5,0,104724,187,255
80,,5,0,104721,186,259
80,,5,0,104712,171,257
80,,5,0,104712,195,243
80,,5,0,104706,178,253
80,,5,0,104701,181,251
80,,5,0,104700,173,250
80,,5,0,104697,194,241
80,,5,0,104696,189,246
80,,5,0,104692,192,248
80,,5,0,104680,192,244
80,,5,0,104680,185,248
80,,5,0,104678,169,253
80,,5,0,104676,175,249
80,,5,0,104671,178,256
80,,5,0,104660,174,264
80,,5,0,104644,178,245
80,,5,0,104642,179,251
80,,5,0,104641,163,250
80,,5,0,104633,175,250
80,,5,0,104619,172,257
80,,5,0,104616,186,254
80,,5,0,104615,182,248
80,,5,0,104607,168,256
80,,5,0,104588,183,255
80,,5,0,104582,200,241
80,,5,0,104575,184,251
80,,5,0,104573,205,242
80,,5,0,104563,180,257
80,,5,0,104554,199,238
80,,5,0,104536,178,249
80,,5,0,104536,162,258
80,,5,0,104527,187,253
80,,5,0,104522,173,255
80,,5,0,104510,148,262
80,,5,0,104509,171,249
80,,5,0,104508,187,252
80,,5,0,104502,178,248
80,,5,0,104497,175,244
80,,5,0,104496,182,255
80,,5,0,104496,179,258
80,,5,0,104483,176,254
80,,5,0,104476,175,250
80,,5,0,104467,179,249
80,,5,0,104466,182,255
80,,5,0,104449,162,257
80,,5,0,104430,178,251
80,,5,0,104425,161,259
80,,5,0,104415,179,254
80,,5,0,104405,175,252
80,,5,0,104402,170,259
80,,5,0,104396,170,254
80,,5,0,104386,174,253
80,,5,0,104384,188,241
80,,5,0,104383,158,255
80,,5,0,104375,187,247
80,,5,0,104368,184,255
80,,5,0,104359,177,258
80,,5,0,104359,192,241
80,,5,0,104359,186,249
80,,5,0,104349,157,259
80,,5,0,104348,173,247
80,,5,0,104343,172,251
80,,5,0,104339,190,247
80,,5,0,104336,187,246
80,,5,0,104334,173,250
80,,5,0,104314,173,259
80,,5,0,104308,197,245
80,,5,0,104308,172,253
80,,5,0,104307,192,249
80,,5,0,104302,166,255
80,,5,0,104298,195,250
80,,5,0,104285,169,254
80,,5,0,104269,174,244
80,,5,0,104268,189,245
80,,5,0,104266,170,249
80,,5,0,104262,171,260
80,,5,0,104262,169,259
80,,5,0,104261,180,249
80,,5,0,104260,172,247
80,,5,0,104254,185,245
80,,5,0,104249,168,249
80,,5,0,104247,184,247
80,,5,0,104243,188,253
80,,5,0,104239,147,261
80,,5,0,104238,180,245
80,,5,0,104238,181,252
80,,5,0,104237,177,254
80,,5,0,104225,176,248
80,,5,0,104182,160,251
80,,5,0,104173,184,243
80,,5,0,104171,167,260
80,,5,0,104165,200,247
80,,5,0,104165,176,250
80,,5,0,104160,185,249
80,,5,0,104149,174,249
80,,5,0,104146,171,256
80,,5,0,104145,193,244
80,,5,0,104141,176,256
80,,5,0,104140,183,250
80,,5,0,104140,176,251
80,,5,0,104137,174,249
80,,5,0,104132,174,250
80,,5,0,104123,179,254
80,,5,0,104113,184,252
80,,5,0,104112,160,264
80,,5,0,104108,182,246
80,,5,0,104086,163,255
80,,5,0,104079,189,247
80,,5,0,104078,183,256
80,,5,0,104066,163,252
80,,5,0,104056,180,254
80,,5,0,104054,171,253
80,,5,0,104046,163,257
80,,5,0,104044,171,251
80,,5,0,104040,178,252
80,,5,0,104020,173,257
80,,5,0,104012,189,251
80,,5,0,104007,181,251
80,,5,0,103998,189,242
80,,5,0,103997,169,250
80,,5,0,103994,188,253
80,,5,0,103988,154,258
80,,5,0,103988,170,250
80,,5,0,103985,188,250
80,,5,0,103981,178,252
80,,5,0,103977,180,254
80,,5,0,103963,181,250
80,,5,0,103958,172,251
80,,5,0,103952,160,258
80,,5,0,103951,177,254
80,,5,0,103941,170,252
80,,5,0,103941,161,254
80,,5,0,103918,169,258
80,,5,0,103909,172,253
80,,5,0,103900,170,249
80,,5,0,103900,176,249
80,,5,0,103900,202,246
80,,5,0,103897,172,254
80,,5,0,103889,184,254
80,,5,0,103883,188,253
80,,5,0,103878,191,242
80,,5,0,103878,158,254
80,,5,0,103868,166,255
80,,5,0,103868,185,248
80,,5,0,103866,176,250
80,,5,0,103865,176,246
80,,5,0,103864,196,245
80,,5,0,103855,168,253
80,,5,0,103845,163,251
80,,5,0,103839,179,248
80,,5,0,103824,175,250
80,,5,0,103814,179,248
80,,5,0,103813,171,244
80,,5,0,103798,203,239
80,,5,0,103793,166,253
80,,5,0,103786,170,254
80,,5,0,103777,191,238
80,,5,0,103760,189,247
80,,5,0,103759,190,244
80,,5,0,103750,161,254
80,,5,0,103743,202,249
80,,5,0,103741,195,241
80,,5,0,103736,171,248
80,,5,0,103732,176,247
80,,5,0,103713,182,254
80,,5,0,103703,175,258
80,,5,0,103701,186,250
80,,5,0,103692,181,249
80,,5,0,103688,167,253
80,,5,0,103687,178,250
80,,5,0,103672,170,250
80,,5,0,103671,174,256
80,,5,0,103668,159,253
80,,5,0,103649,163,254
80,,5,0,103640,202,240
80,,5,0,103634,203,244
80,,5,0,103623,158,254
80,,5,0,103621,165,253
80,,5,0,103614,172,256
80,,5,0,103610,181,246
80,,5,0,103608,172,252
80,,5,0,103607,167,249
80,,5,0,103598,181,249
80,,5,0,103594,168,255
80,,5,0,103590,194,246
80,,5,0,103588,170,247
80,,5,0,103588,170,253
80,,5,0,103584,156,258
80,,5,0,103582,173,257
80,,5,0,103582,173,257
80,,5,0,103580,181,252
80,,5,0,103578,193,244
80,,5,0,103572,181,246
80,,5,0,103570,185,249
80,,5,0,103561,170,254
80,,5,0,103560,178,251
80,,5,0,103552,166,248
80,,5,0,103550,173,242
80,,5,0,103549,180,251
80,,5,0,103545,177,254
80,,5,0,103537,173,247
80,,5,0,103537,178,252
80,,5,0,103531,175,246
80,,5,0,103526,180,248
80,,5,0,103525,166,254
80,,5,0,103518,183,247
80,,5,0,103516,187,241
80,,5,0,103516,172,249
80,,5,0,103515,170,253
80,,5,0,103513,182,250
80,,5,0,103508,171,250
80,,5,0,103506,180,251
80,,5,0,103494,180,248
80,,5,0,103491,182,244
80,,5,0,103490,197,238
80,,5,0,103480,181,242
80,,5,0,103475,184,247
80,,5,0,103472,188,249
80,,5,0,103463,176,250
80,,5,0,103462,164,253
80,,5,0,103448,188,247
80,,5,0,103443,161,258
80,,5,0,103438,190,247
80,,5,0,103431,156,250
80,,5,0,103431,188,241
80,,5,0,103429,173,248
80,,5,0,103427,187,253
80,,5,0,103418,183,246
80,,5,0,103412,183,249
80,,5,0,103408,166,252
80,,5,0,103404,160,258
80,,5,0,103400,197,250
80,,5,0,103398,175,246
80,,5,0,103387,187,250
80,,5,0,103384,192,245
80,,5,0,103382,185,243
80,,5,0,103369,199,240
80,,5,0,103354,178,247
80,,5,0,103348,180,245
80,,5,0,103339,179,251
80,,5,0,103335,201,239
80,,5,0,103325,187,243
80,,5,0,103318,173,252
80,,5,0,103312,167,255
80,,5,0,103311,180,252
80,,5,0,103311,188,243
80,,5,0,103308,165,252
80,,5,0,103303,197,249
80,,5,0,103302,203,249
80,,5,0,103299,180,248
80,,5,0,103296,178,243
80,,5,0,103289,175,254
80,,5,0,103287,182,251
80,,5,0,103283,179,252
80,,5,0,103281,165,256
80,,5,0,103276,162,259
80,,5,0,103266,186,243
80,,5,0,103264,162,258
80,,5,0,103261,181,250
80,,5,0,103258,173,249
80,,5,0,103258,186,249
80,,5,0,103254,174,255
80,,5,0,103249,183,249
80,,5,0,103247,167,246
80,,5,0,103242,178,252
80,,5,0,103241,187,257
80,,5,0,103236,183,252
80,,5,0,103227,177,247
80,,5,0,103225,184,253
80,,5,0,103219,166,253
80,,5,0,103215,150,256
80,,5,0,103214,157,256
80,,5,0,103212,182,257
80,,5,0,103208,164,252
80,,5,0,103206,208,238
80,,5,0,103205,152,249
80,,5,0,103204,169,247
80,,5,0,103202,207,235
80,,5,0,103197,180,255
80,,5,0,103194,169,253
80,,5,0,103180,159,257
80,,5,0,103180,176,252
80,,5,0,103178,161,256
80,,5,0,103167,182,248
80,,5,0,103167,185,249
80,,5,0,103154,175,249
80,,5,0,103152,170,255
80,,5,0,103150,169,253
80,,5,0,103148,187,245
80,,5,0,103147,182,243
80,,5,0,103145,177,247
80,,5,0,103145,183,249
80,,5,0,103145,195,244
80,,5,0,103141,183,249
80,,5,0,103135,180,242
80,,5,0,103134,177,252
80,,5,0,103130,185,250
80,,5,0,103129,208,244
80,,5,0,103126,187,246
80,,5,0,103114,167,250
80,,5,0,103103,176,249
80,,5,0,103088,176,246
80,,5,0,103077,173,254
80,,5,0,103070,177,253
80,,5,0,103066,163,253
80,,5,0,103056,169,251
80,,5,0,103050,184,238
80,,5,0,103038,178,253
80,,5,0,103037,191,246
80,,5,0,103037,172,251
80,,5,0,103036,167,253
80,,5,0,103026,177,247
80,,5,0,103013,166,257
80,,5,0,103011,195,244
80,,5,0,103007,182,250
80,,5,0,103005,172,245
80,,5,0,103003,199,244
80,,5,0,102996,170,251
80,,5,0,102994,180,252
80,,5,0,102991,192,249
80,,5,0,102988,180,249
80,,5,0,102986,182,246
80,,5,0,102984,178,249
80,,5,0,102981,174,246
80,,5,0,102977,188,242
80,,5,0,102977,160,248
80,,5,0,102976,161,252
80,,5,0,102968,177,248
80,,5,0,102961,166,256
80,,5,0,102960,183,248
80,,5,0,102960,182,250
80,,5,0,102958,176,251
80,,5,0,102955,159,257
80,,5,0,102948,171,254
80,,5,0,102944,200,248
80,,5,0,102944,162,253
80,,5,0,102938,182,247
80,,5,0,102936,161,255
80,,5,0,102910,182,253
80,,5,0,102910,198,243
80,,5,0,102906,181,251
80,,5,0,102888,189,248
80,,5,0,102887,184,249
80,,5,0,102885,169,258
80,,5,0,102879,168,255
80,,5,0,102878,190,244
80,,5,0,102875,158,252
80,,5,0,102874,156,258
80,,5,0,102867,187,245
80,,5,0,102867,167,252
80,,5,0,102865,156,254
80,,5,0,102864,160,257
80,,5,0,102863,179,249
80,,5,0,102860,185,247
