Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline
8,1,0,0,30000,6,10
8,1,0,0,30000,3,10
8,1,0,0,30000,7,10
8,1,0,0,30500,7,10
8,1,0,0,30000,9,9
8,1,0,0,30000,1,10
8,1,0,0,30000,6,10
8,1,0,0,30000,6,10
8,1,0,0,30000,4,10
8,1,0,0,31352,6,10
8,1,0,0,33795,11,10
8,1,0,0,30000,5,10
8,1,0,0,30000,1,10
8,1,0,0,30000,1,10
8,1,0,0,30000,1,10
8,1,0,0,30000,3,10
8,1,0,0,30000,1,10
8,1,0,0,30000,3,10
8,1,0,0,30000,3,10
8,1,0,0,30000,2,10
8,1,0,0,30000,2,10
8,1,0,0,30000,1,10
8,1,0,0,30000,1,10
8,1,0,0,30000,7,10
8,1,0,0,30000,7,10
8,1,0,0,30000,1,10
8,1,0,0,30000,5,10
8,1,0,0,30000,3,9
8,1,0,0,30000,4,10
8,1,0,0,30000,5,10
8,1,0,0,30000,8,10
8,1,0,0,30000,3,10
8,1,0,0,30000,1,10
8,1,0,0,30000,5,10
8,1,0,0,30000,3,10
8,1,0,0,30000,3,10
8,1,0,0,30000,1,10
8,1,0,0,30000,1,10
8,1,0,0,30000,1,10
8,1,0,0,30000,5,10
8,1,0,0,30000,3,10
8,1,0,0,30000,3,10
8,1,0,0,30000,7,10
8,1,0,0,30000,3,10
8,1,0,0,30000,2,10
8,1,0,0,30000,2,10
8,1,0,0,30000,6,10
8,1,0,0,30000,2,10
8,1,0,0,30000,2,10
8,1,0,0,30000,2,10
8,1,0,0,30000,7,9
8,1,0,0,30000,1,10
8,1,0,0,30000,1,10
8,1,0,0,30000,1,10
8,1,0,0,34860,9,10
8,1,0,0,30000,4,10
8,1,0,0,30000,4,10
8,1,0,0,30000,4,10
8,1,0,0,30000,2,10
8,1,0,0,30000,2,10
8,1,0,0,33018,7,10
8,1,0,0,31049,11,10
8,1,0,0,30000,7,10
8,1,0,0,33954,9,10
8,1,0,0,30000,4,10
8,1,0,0,30000,4,10
8,1,0,0,30000,3,10
8,1,0,0,30000,3,10
8,1,0,0,30000,3,10
8,1,0,0,37283,7,10
8,1,0,0,30000,4,10
8,1,0,0,30000,3,10
8,1,0,0,30000,4,10
,,,,,,
IN SUMMERY – WITH 1 NODE RECIEVED PER CONNECTION THE NODE NEVER FINDS THE ENTIRE NETWORK !,,,,,,
8,1,0,0,30353.5753424658,3.9589041096,9.9589041096
