Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline
8,5,0,0,30000,0,10
8,5,0,0,30000,0,10
8,5,0,0,30000,0,10
8,5,0,0,30000,0,10
8,5,0,0,30000,0,10
8,5,0,0,30000,0,10
8,5,0,0,2054584,265,458
8,5,0,0,1992405,263,452
8,5,0,0,2153732,290,481
8,5,0,0,2123154,291,475
8,5,0,0,2124122,298,464
8,5,0,0,2207722,324,470
8,5,0,0,2179461,291,482
8,5,0,0,2165811,306,476
8,5,0,0,2172417,316,471
8,5,0,0,2119053,314,467
8,5,0,0,2159205,302,468
8,5,0,0,2203405,297,483
8,5,0,0,2233238,315,480
8,5,0,0,2176256,324,485
8,5,0,0,2192124,312,482
8,5,0,0,2125927,315,478
8,5,0,0,2160812,319,475
8,5,0,0,2189036,311,484
8,5,0,0,2206948,336,482
8,5,0,0,2305388,339,502
8,5,0,0,2195056,317,483
8,5,0,0,2217829,327,475
8,5,0,0,2195462,326,487
8,5,0,0,2215808,342,475
8,5,0,0,2287802,352,499
8,5,0,0,2173231,324,477
8,5,0,0,2165513,295,475
8,5,0,0,2258381,342,491
8,5,0,0,2344543,321,511
8,5,0,0,2210583,338,480
8,5,0,0,2263620,353,488
8,5,0,0,2261186,321,495
8,5,0,0,2289554,344,502
8,5,0,0,2231842,340,478
8,5,0,0,141076,7,38
8,5,0,0,2059848,251,462
8,5,0,0,2080121,269,470
8,5,0,0,2092830,272,467
8,5,0,0,2125585,297,465
8,5,0,0,2236276,275,504
8,5,0,0,2168769,283,480
8,5,0,0,2152199,300,466
8,5,0,0,2142699,316,471
8,5,0,0,2261135,310,498
8,5,0,0,2268343,324,495
8,5,0,0,2195733,303,485
8,5,0,0,2241219,335,482
8,5,0,0,2211985,306,485
8,5,0,0,2175502,328,475
8,5,0,0,2196202,299,490
8,5,0,0,2195619,294,486
8,5,0,0,2205217,311,485
8,5,0,0,2179573,304,481
8,5,0,0,2204123,307,489
8,5,0,0,2249108,329,487
8,5,0,0,2215298,311,484
8,5,0,0,2260872,311,494
8,5,0,0,2126666,325,464
8,5,0,0,2245190,327,487
8,5,0,0,2246805,345,474
8,5,0,0,2149620,303,476
8,5,0,0,2184787,307,476
8,5,0,0,2252248,338,488
8,5,0,0,2151354,300,473
8,5,0,0,2153017,303,477
8,5,0,0,2203383,307,489
8,5,0,0,2203543,330,481
8,5,0,0,2261336,345,495
8,5,0,0,2222871,342,483
8,5,0,0,2245038,347,487
8,5,0,0,2235328,315,492
8,5,0,0,2302667,336,502
8,5,0,0,2302073,340,501
8,5,0,0,2235703,328,487
8,5,0,0,2248259,332,484
8,5,0,0,2270702,330,491
8,5,0,0,2252807,325,488
8,5,0,0,2262915,363,480
8,5,0,0,2263416,329,490
8,5,0,0,2224030,348,477
8,5,0,0,2279028,336,487
8,5,0,0,2284415,365,480
,,,,,,
ALL FAILED,,,,,,
