Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline
8,1000,18,33267,2682699,416,585
8,1000,25,60785,2732320,419,587
8,1000,26,69140,2718742,415,589
8,1000,20,52951,2697571,413,589
8,1000,20,53712,2759865,401,601
8,1000,20,46701,2815117,398,607
8,1000,13,30000,2797924,389,612
8,1000,12,10408,2730880,408,594
8,1000,23,60000,2809946,383,618
8,1000,22,54338,2765795,399,603
8,1000,20,44141,2708736,414,587
8,1000,25,60000,2758271,394,608
8,1000,29,73106,2774209,394,609
8,1000,19,33685,2800870,390,611
8,1000,23,60000,2793499,401,602
8,1000,22,47887,2738964,401,601
8,1000,24,60000,2689410,424,577
8,1000,22,47284,2776244,396,608
8,1000,20,42062,2747657,404,599
8,1000,20,52522,2780738,390,614
8,1000,11,9723,2772849,389,613
8,1000,17,30549,2752622,403,599
8,1000,19,36761,2791130,387,615
8,1000,23,60000,2758950,409,594
8,1000,23,60000,2708890,400,601
8,1000,23,60000,2788228,398,605
8,1000,19,33325,2644294,439,563
8,1000,15,30000,2659999,442,559
8,1000,29,90000,2835693,383,621
8,1000,29,74723,2827524,387,616
8,1000,25,60000,2791955,398,605
8,1000,19,35366,2690752,421,582
8,1000,13,26506,2775965,399,602
8,1000,16,30775,2753640,397,607
8,1000,10,5224,2755926,403,598
8,1000,25,60000,2735839,409,593
8,1000,20,46968,2842624,380,624
8,1000,14,30000,2734484,414,587
8,1000,17,31026,2726763,419,584
8,1000,28,68636,2866768,384,621
8,1000,23,60000,2740033,402,601
8,1000,21,59153,2877478,368,633
8,1000,17,35421,2807316,384,618
8,1000,23,60000,2843213,391,612
8,1000,19,41472,2795702,393,608
8,1000,16,30000,2707575,418,583
8,1000,22,60000,2787340,390,613
8,1000,14,30000,2709128,399,602
8,1000,26,74105,2841315,401,605
8,1000,25,60000,2750944,399,602
8,1000,15,30000,2745167,403,599
8,1000,15,30000,2817878,384,617
8,1000,15,30000,2783980,408,593
8,1000,18,34231,2712965,418,584
8,1000,29,90000,2753426,398,603
8,1000,19,45113,2754534,404,597
8,1000,22,55933,2745488,398,603
8,1000,15,30000,2766153,400,601
8,1000,13,14886,2785402,397,604
8,1000,18,34774,2788246,399,603
8,1000,23,60000,2749436,407,598
8,1000,10,1415,2778444,405,596
8,1000,20,41599,2721915,417,584
8,1000,16,30000,2705053,417,584
8,1000,20,53762,2725505,418,585
8,1000,17,30000,2789806,385,616
8,1000,19,46066,2684887,432,569
8,1000,26,62336,2756262,401,602
8,1000,24,60000,2741820,424,579
8,1000,16,30543,2775585,406,595
8,1000,17,30000,2759970,413,588
8,1000,14,30000,2812772,372,629
8,1000,18,35933,2806539,400,603
8,1000,17,30626,2717754,420,583
8,1000,19,55904,2781279,402,600
8,1000,24,60510,2735809,408,594
8,1000,19,44341,2801535,383,619
8,1000,22,46636,2773287,395,607
8,1000,25,60966,2763245,397,606
8,1000,25,60746,2778266,402,599
8,1000,21,52784,2775165,395,607
8,1000,17,30000,2737053,410,592
8,1000,22,43954,2785693,403,600
8,1000,14,30000,2814846,396,606
8,1000,20,45561,2812059,383,620
8,1000,19,41524,2805727,386,616
8,1000,16,30000,2777813,394,608
8,1000,17,30000,2817790,383,620
8,1000,22,55473,2787856,388,616
8,1000,17,31397,2803204,379,624
8,1000,22,60000,2786377,394,609
8,1000,15,30000,2778536,402,599
8,1000,24,61451,2753276,406,597
8,1000,11,13800,2795220,381,620
8,1000,15,30000,2795264,392,610
8,1000,24,60000,2733077,417,585
8,1000,18,30000,2774944,388,613
8,1000,18,32377,2721778,415,587
8,1000,22,55691,2777975,387,614
8,1000,17,30000,2834015,391,611
8,1000,14,21718,2822182,386,615
,,,,,,
8,1000,19.5940594059,44195.7623762376,2766897.56435644,400.4356435644,601.7425742574
