Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline
8,25,527,1452543,2769959,399,602
8,25,475,1304478,2757135,413,588
8,25,475,1298811,2751664,400,602
8,25,445,1186881,2682018,421,580
8,25,414,1097290,2735625,412,589
8,25,452,1214740,2738018,407,594
8,25,446,1179008,2658475,435,566
8,25,472,1306828,2737656,416,585
8,25,455,1287532,2809376,392,609
8,25,480,1322392,2755630,409,592
8,25,424,1118393,2711160,423,579
8,25,460,1243780,2752320,413,589
8,25,475,1364401,2827227,383,618
8,25,486,1365824,2774463,404,597
8,25,412,1129340,2835990,400,601
8,25,447,1196396,2674185,420,582
8,25,453,1258710,2771704,391,610
8,25,472,1339454,2784161,408,593
8,25,417,1121623,2725769,426,575
8,25,448,1224450,2713692,418,583
8,25,469,1269766,2726005,408,593
8,25,429,1108633,2624709,441,560
8,25,447,1183201,2669217,423,580
8,25,486,1324962,2747312,413,588
8,25,446,1204054,2710793,427,574
8,25,475,1327462,2752682,411,590
8,25,481,1317692,2753749,407,595
8,25,476,1260639,2741015,411,590
8,25,463,1282383,2773799,394,607
8,25,543,1515436,2802438,388,614
8,25,449,1182854,2696950,416,587
8,25,478,1306166,2694056,413,588
8,25,450,1221403,2711767,421,583
8,25,445,1166747,2700681,422,579
8,25,480,1377303,2891278,354,647
8,25,450,1233360,2750088,425,577
8,25,467,1300651,2749520,409,592
8,25,510,1438693,2753867,396,605
8,25,492,1393409,2799427,396,605
8,25,457,1246426,2712422,428,573
8,25,456,1221368,2768337,389,612
8,25,460,1247679,2726174,415,587
8,25,504,1384241,2750777,395,607
8,25,532,1500238,2706790,417,584
8,25,549,1563611,2795262,383,618
8,25,468,1267899,2762672,402,601
8,25,486,1347517,2766443,396,605
8,25,511,1407743,2710549,405,596
8,25,505,1352309,2754428,386,615
8,25,477,1289510,2744666,410,591
8,25,460,1217892,2651007,453,549
8,25,505,1465398,2874907,359,642
8,25,472,1255397,2746176,404,597
8,25,483,1323766,2762151,401,600
8,25,500,1348389,2685722,418,584
8,25,463,1278361,2811464,386,615
8,25,467,1279434,2831919,376,625
8,25,522,1488939,2784795,390,612
8,25,452,1228238,2828877,376,625
8,25,490,1339569,2779294,384,617
8,25,492,1385144,2797897,391,610
8,25,471,1265434,2727634,409,592
8,25,482,1315477,2766452,393,608
8,25,486,1337837,2804259,393,609
8,25,457,1227312,2752147,407,594
8,25,517,1470836,2788672,388,613
8,25,477,1322219,2761997,399,603
8,25,537,1492552,2797824,391,610
8,25,478,1321871,2767629,405,596
8,25,456,1276137,2778279,414,588
8,25,499,1350274,2675905,427,574
8,25,514,1368198,2722503,410,591
8,25,530,1491552,2827743,375,626
8,25,496,1357737,2760214,391,611
8,25,490,1345534,2807770,390,611
8,25,493,1371707,2800108,403,598
8,25,472,1270328,2775029,402,599
8,25,503,1344715,2729736,410,591
8,25,497,1364808,2768888,405,596
8,25,520,1456289,2768940,396,605
8,25,535,1474407,2756399,399,602
8,25,511,1427932,2788181,383,619
8,25,519,1446862,2816379,385,616
8,25,540,1515973,2771432,404,597
8,25,512,1404998,2818340,384,617
8,25,521,1448685,2791682,402,599
8,25,569,1576024,2723465,406,595
8,25,533,1452546,2777813,387,615
8,25,519,1395375,2741895,410,592
8,25,513,1435396,2781100,395,606
8,25,536,1529809,2764797,413,588
8,25,533,1471349,2774760,394,607
8,25,526,1387130,2732068,418,583
8,25,521,1457290,2800896,400,601
8,25,553,1499367,2776519,391,610
8,25,534,1452530,2802532,408,595
8,25,496,1358405,2774222,394,607
8,25,590,1657771,2803596,391,610
8,25,519,1404344,2794571,386,615
,,,,,,
8,25,487.2424242424,1337512.78787879,2758996.81818182,402.898989899,598.404040404
