Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline
8,100,135,369143,2781675,403,599
8,100,153,403364,2770833,379,622
8,100,116,272556,2740650,402,599
8,100,145,418540,2755404,399,604
8,100,120,313035,2780366,397,605
8,100,93,220968,2673502,434,567
8,100,141,400040,2816162,386,615
8,100,132,353196,2776661,403,601
8,100,127,347266,2713731,425,576
8,100,116,301437,2698523,420,581
8,100,114,257210,2764807,403,598
8,100,128,333933,2716897,414,588
8,100,119,308564,2730959,412,589
8,100,117,299594,2724485,421,580
8,100,120,300409,2686375,430,571
8,100,121,326523,2741924,409,592
8,100,132,359812,2792649,389,612
8,100,115,301538,2754799,392,609
8,100,122,321442,2692571,409,593
8,100,119,327231,2820219,403,599
8,100,124,311447,2674659,422,579
8,100,115,297112,2650684,440,561
8,100,126,315772,2753549,400,601
8,100,118,291290,2770673,385,617
8,100,119,307926,2729133,409,592
8,100,117,310854,2681724,416,585
8,100,163,468316,2781367,397,604
8,100,120,325388,2760155,402,599
8,100,138,382437,2750768,411,590
8,100,107,257694,2736757,409,593
8,100,113,286287,2797258,390,611
8,100,130,349821,2758750,398,604
8,100,120,305053,2755163,403,598
8,100,138,383106,2783757,396,605
8,100,116,293972,2729162,414,588
8,100,132,337950,2788309,384,617
8,100,134,358206,2718315,416,587
8,100,149,407738,2783507,400,602
8,100,108,275365,2722924,409,592
8,100,113,283427,2738614,412,589
8,100,122,303162,2669849,430,573
8,100,143,382696,2774177,393,608
8,100,134,360988,2759033,395,607
8,100,132,337751,2787798,402,599
8,100,122,340806,2754915,393,608
8,100,108,276980,2770115,403,598
8,100,128,339942,2757195,413,589
8,100,141,390024,2802636,372,629
8,100,137,369126,2860582,380,621
8,100,127,342023,2807737,394,607
8,100,114,300832,2841129,375,626
8,100,115,304246,2746181,406,596
8,100,132,358375,2747794,409,593
8,100,150,429190,2772425,393,608
8,100,119,309309,2834621,375,626
8,100,120,320105,2765665,406,595
8,100,122,328987,2776354,401,600
8,100,142,388350,2836268,379,622
8,100,121,313247,2818143,403,598
8,100,121,330406,2834330,385,617
8,100,141,373852,2705440,422,579
8,100,132,377971,2788767,393,609
8,100,120,327515,2796960,388,613
8,100,135,353404,2768901,399,604
8,100,117,303103,2796211,407,595
8,100,142,364093,2743344,404,598
8,100,122,335230,2753988,404,598
8,100,114,289800,2738819,429,573
8,100,161,444395,2757589,392,610
8,100,157,462662,2835920,382,619
8,100,139,359678,2774134,396,605
8,100,143,391897,2771734,388,613
8,100,126,314097,2705154,420,582
8,100,148,418598,2793019,394,610
8,100,156,432393,2753892,404,597
8,100,121,289578,2687149,411,591
8,100,141,387514,2812648,390,611
8,100,155,454956,2876375,369,632
8,100,116,275870,2731236,405,596
8,100,114,297518,2852378,387,617
8,100,156,445482,2791613,398,604
8,100,128,344075,2802236,385,616
8,100,138,364569,2773361,390,612
8,100,124,321909,2752942,400,601
8,100,155,429228,2783005,398,603
8,100,145,400377,2760727,414,587
8,100,150,391727,2759809,401,601
8,100,142,372945,2738164,401,602
8,100,129,322252,2785726,408,594
8,100,141,360402,2697159,413,590
8,100,127,326211,2794954,402,601
8,100,156,440257,2811016,389,614
8,100,152,438959,2803958,389,612
8,100,147,393262,2744952,408,595
8,100,122,328385,2829992,377,624
8,100,137,374763,2797421,407,594
8,100,137,368050,2864217,383,619
8,100,153,418481,2768041,401,601
8,100,124,329551,2817018,380,621
8,100,107,280444,2706100,417,584
8,100,104,244558,2695830,418,583
,,,,,,
8,100,129.7920792079,345163.544554455,2764725.40594059,401.1188118812,600.4356435644
