Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline
8,250,39,75515,2773573,387,614
8,250,42,102035,2812826,404,597
8,250,43,89455,2747793,411,591
8,250,44,92171,2709681,422,580
8,250,45,109995,2779613,403,602
8,250,45,98544,2753890,396,605
8,250,46,100233,2737947,419,582
8,250,46,95369,2756817,413,588
8,250,46,105611,2834193,375,626
8,250,46,94445,2718584,423,578
8,250,47,109932,2680677,425,577
8,250,47,122950,2827601,373,628
8,250,48,114375,2761517,399,603
8,250,48,119238,2690121,418,583
8,250,48,102010,2765736,394,607
8,250,49,108856,2723252,405,596
8,250,49,105000,2726113,392,609
8,250,49,120000,2780851,393,608
8,250,49,127676,2735444,411,591
8,250,49,120000,2754552,406,598
8,250,49,116603,2791255,391,610
8,250,49,123813,2792680,391,610
8,250,50,117006,2784632,391,611
8,250,50,122796,2789436,395,607
8,250,50,120000,2760746,402,599
8,250,51,128559,2683196,430,572
8,250,51,122519,2762100,403,598
8,250,52,113509,2723993,411,591
8,250,52,132696,2802299,393,611
8,250,53,120598,2701324,421,582
8,250,53,146850,2736072,429,572
8,250,53,136497,2768354,390,611
8,250,55,138742,2769329,396,605
8,250,55,143931,2778180,389,612
8,250,55,155365,2828160,390,612
8,250,55,131785,2757701,410,596
8,250,56,142696,2668195,419,583
8,250,56,138157,2709116,410,592
8,250,56,135982,2785650,398,603
8,250,57,153966,2744472,408,595
8,250,57,149085,2809241,379,623
8,250,57,146515,2761058,413,588
8,250,57,151828,2769236,406,596
8,250,57,150000,2818061,384,617
8,250,57,147099,2785764,393,608
8,250,57,126140,2845174,387,614
8,250,58,139680,2788941,411,592
8,250,58,142165,2795276,391,613
8,250,58,142875,2731125,408,593
8,250,58,133603,2863119,376,627
8,250,59,145748,2766861,397,605
8,250,59,150000,2762663,399,602
8,250,59,162515,2797614,393,608
8,250,59,136283,2740132,413,588
8,250,59,153471,2671000,437,564
8,250,60,167810,2727876,430,573
8,250,61,153960,2835994,375,627
8,250,62,163353,2704556,423,578
8,250,62,170683,2760574,399,602
8,250,62,157206,2765628,391,610
8,250,62,155751,2810983,395,606
8,250,63,168024,2727740,411,591
8,250,63,174951,2782797,380,621
8,250,63,171845,2722575,401,600
8,250,64,159167,2751867,400,601
8,250,64,184775,2783856,385,616
8,250,65,175403,2787913,410,594
8,250,65,167730,2771630,385,616
8,250,65,181061,2813490,389,612
8,250,66,180195,2777566,397,605
8,250,66,179732,2748999,408,593
8,250,66,182540,2793523,387,615
8,250,66,173521,2815543,381,621
8,250,67,183313,2799369,392,610
8,250,67,180102,2779799,422,587
8,250,68,190930,2796712,393,609
8,250,68,181153,2751569,407,594
8,250,68,202890,2864027,377,624
8,250,69,181938,2778095,386,615
8,250,69,185594,2762203,400,603
8,250,70,195879,2752726,388,614
8,250,70,186330,2717196,415,589
8,250,70,181081,2778175,379,623
8,250,70,191087,2822618,379,625
8,250,70,202858,2788834,387,615
8,250,70,196969,2804638,391,612
8,250,71,182923,2686518,417,586
8,250,72,208916,2717359,415,587
8,250,73,202152,2724312,402,600
8,250,73,209720,2802548,389,612
8,250,73,217421,2811179,402,599
8,250,74,202047,2816996,393,610
8,250,75,220731,2826149,378,623
8,250,75,216075,2794586,386,617
8,250,76,210763,2732564,419,585
8,250,80,235739,2718714,428,573
8,250,81,244670,2739187,403,600
8,250,87,257684,2797787,403,598
,,,,,,
8,250,59.2142857143,153766.928571429,2766937.81632653,400.2142857143,601.6734693878
