Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline
50,100,1594,685219,4433360,3959,6042
50,100,1572,691546,4462339,3944,6057
50,100,1561,666344,4412349,3997,6005
50,100,1562,671912,4390285,4088,5913
50,100,1703,733937,4418825,3986,6016
50,100,1539,654270,4362901,4111,5891
50,100,1596,685051,4421884,4002,6000
50,100,1689,749922,4411219,4008,5993
50,100,1699,763280,4461378,3916,6085
50,100,1539,648743,4377551,4088,5913
50,100,1600,696915,4383166,4109,5893
50,100,1606,699866,4412563,3989,6012
50,100,1596,680470,4396082,4004,5998
50,100,1631,716373,4428399,3962,6039
50,100,1653,714277,4411746,3977,6024
50,100,1612,704777,4401890,4037,5964
50,100,1636,722089,4429353,3976,6027
50,100,1607,706828,4444798,3963,6038
50,100,1623,703975,4396152,4047,5954
50,100,1533,664306,4430393,3974,6027
50,100,1625,689656,4401447,4034,5967
50,100,1632,717135,4411119,3998,6003
50,100,1629,705162,4392932,4038,5964
50,100,1650,711243,4440176,3971,6030
50,100,1581,669728,4396544,4029,5972
50,100,1638,719350,4443839,3944,6058
50,100,1670,721265,4439186,3927,6074
50,100,1639,715702,4407914,3980,6021
50,100,1671,733662,4388403,4055,5946
50,100,1655,719487,4396872,4006,5995
50,100,1789,774752,4414794,4034,5968
50,100,1595,679793,4413922,4029,5972
50,100,1685,746051,4407130,4065,5937
50,100,1677,744556,4457196,3925,6076
50,100,1646,707098,4408550,3957,6045
50,100,1616,686765,4389523,4068,5933
50,100,1621,698149,4446000,3945,6056
50,100,1612,694613,4447727,3963,6039
50,100,1659,711588,4395271,3992,6009
50,100,1624,703524,4424716,4009,5992
50,100,1637,700587,4381486,4076,5927
50,100,1709,755815,4446279,3939,6062
50,100,1651,708722,4413109,4011,5991
50,100,1672,728198,4421700,3991,6010
50,100,1745,769936,4418403,3995,6006
50,100,1752,768453,4398437,4081,5920
50,100,1648,724952,4458487,3933,6069
50,100,1850,806314,4423550,3979,6022
50,100,1657,720078,4420920,3940,6061
50,100,1662,734730,4427057,4002,5999
50,100,1712,757145,4418567,3997,6004
50,100,1650,706243,4399646,4000,6001
50,100,1658,716525,4419064,3987,6015
50,100,1654,712218,4438656,3977,6024
50,100,1664,721053,4393686,4035,5967
50,100,1644,703781,4425410,3998,6003
50,100,1672,718281,4396761,4056,5947
50,100,1718,759470,4446405,3925,6077
50,100,1668,717514,4411767,3993,6009
50,100,1666,718722,4423277,3961,6040
50,100,1660,716144,4419275,3989,6013
50,100,1698,735100,4400066,4031,5970
50,100,1689,728634,4419139,3946,6055
50,100,1690,742252,4402898,4070,5931
50,100,1685,728483,4407777,4053,5948
50,100,1711,744464,4407104,3995,6006
50,100,1700,727521,4419446,3977,6024
50,100,1695,729639,4427573,3958,6044
50,100,1679,736764,4440811,3960,6041
50,100,1677,711669,4398711,4038,5963
50,100,1691,741509,4434428,3977,6025
50,100,1718,756629,4422806,4012,5990
50,100,1733,758725,4388456,4052,5950
50,100,1706,731793,4392157,4048,5953
50,100,1668,714404,4401358,4038,5963
50,100,1711,741228,4422439,3974,6027
50,100,1696,737336,4413926,3995,6006
50,100,1778,787703,4428214,3974,6027
50,100,1735,763310,4424179,3946,6055
50,100,1774,783524,4398542,4013,5990
50,100,1712,737032,4401258,4025,5976
50,100,1715,743797,4408031,3999,6002
50,100,1683,720701,4400939,4072,5929
50,100,1669,713518,4400479,4037,5964
50,100,1741,764627,4406618,3984,6017
50,100,1726,757499,4416847,4006,5995
50,100,1754,774175,4383757,4046,5955
50,100,1724,750638,4428084,3952,6049
50,100,1709,742830,4419225,3947,6058
50,100,1812,798428,4372049,4077,5925
50,100,1770,775170,4406169,3965,6036
50,100,1777,790344,4449249,3873,6128
50,100,1732,759860,4447057,3954,6047
50,100,1748,755229,4390508,4022,5979
50,100,1770,774622,4415211,4027,5974
50,100,1782,787968,4437070,3937,6065
50,100,1705,726441,4411798,4022,5981
50,100,1731,748144,4438123,3992,6012
50,100,1772,768516,4424882,3982,6019
50,100,1828,810167,4450273,3919,6082
50,100,1748,762575,4441807,3946,6059
50,100,1741,750921,4383754,4069,5932
50,100,1762,761427,4407363,4034,5968
50,100,1788,785516,4404054,3981,6021
50,100,1812,794476,4409399,4008,5993
50,100,1728,738587,4414650,3972,6029
50,100,1826,794148,4394951,4054,5947
50,100,1804,791342,4435114,3922,6080
50,100,1793,783717,4383237,4036,5966
50,100,1765,771977,4429186,3954,6047
50,100,1806,778105,4417086,3988,6013
50,100,1802,786478,4415621,3994,6007
50,100,1852,817686,4443198,3967,6034
50,100,1878,813672,4404967,3952,6050
50,100,1602,691008,4434587,3962,6039
,,,,,,
50,100,1690.5652173913,734750.330434783,4415551.88695652,3997.4347826087,6004.0086956522
