Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline
50,100,50,500,201244,204,297
50,100,50,500,210982,187,315
50,100,50,508,200810,211,291
50,100,50,509,210000,205,296
50,100,50,510,201889,212,290
50,100,53,622,211064,195,306
50,100,52,651,201346,206,296
50,100,52,749,211210,196,305
50,100,51,756,205896,214,287
50,100,52,982,211228,197,304
50,100,54,1232,198872,220,281
50,100,57,1546,210000,197,304
50,100,53,1562,199046,222,279
50,100,56,1586,216110,175,326
50,100,53,1680,205361,217,286
50,100,55,2121,211096,196,306
50,100,56,2249,208206,207,295
50,100,56,2397,202738,218,283
50,100,59,2428,210434,196,305
50,100,55,2485,207739,207,294
50,100,58,2664,208524,199,303
50,100,58,2796,210317,197,304
50,100,57,3064,208671,201,302
50,100,61,3324,216071,189,314
50,100,59,3600,201663,225,276
50,100,58,3790,209749,198,303
50,100,61,4143,210106,203,299
50,100,56,4233,208274,209,293
50,100,59,4276,211540,196,306
50,100,55,4541,208244,206,298
50,100,58,4575,206746,206,295
50,100,63,4660,197729,222,279
50,100,58,5285,210000,209,293
50,100,60,5518,209769,208,296
50,100,59,5531,214286,193,309
50,100,58,5541,208830,196,306
50,100,63,5557,210662,204,297
50,100,58,5670,205682,219,282
50,100,67,5839,200658,213,289
50,100,62,6242,203172,216,285
50,100,60,6333,216630,182,319
50,100,61,6468,208623,208,295
50,100,61,6597,209106,215,287
50,100,62,7141,206125,203,300
50,100,63,7152,211967,197,306
50,100,54,7391,211844,195,308
50,100,61,7429,221015,184,320
50,100,63,7467,205820,209,295
50,100,65,8029,208131,201,302
50,100,61,8112,210502,197,306
50,100,60,8483,203601,209,293
50,100,66,8512,206336,208,294
50,100,61,9250,212362,191,311
50,100,63,9735,205208,199,302
50,100,63,9834,205027,212,290
50,100,63,9857,211311,196,306
50,100,67,10125,210000,196,305
50,100,67,10531,212991,196,306
50,100,63,11093,207829,212,289
50,100,65,11792,203158,226,275
50,100,62,11801,206050,208,294
50,100,66,12609,206708,209,292
50,100,65,12915,204649,206,297
50,100,62,13153,216150,199,305
50,100,60,13222,218361,183,320
50,100,65,13533,214356,193,310
50,100,65,13708,211284,209,293
50,100,69,14122,206105,205,297
50,100,64,14416,222314,173,329
50,100,62,16657,214826,193,308
50,100,68,18448,211215,194,308
50,100,66,18534,206975,202,300
50,100,66,18763,207349,206,296
50,100,63,18915,208717,211,290
50,100,66,20194,210000,203,298
50,100,70,20525,208008,203,301
50,100,70,20532,209832,210,293
50,100,73,21239,210569,203,298
50,100,67,21305,215362,196,307
50,100,72,23680,209093,198,303
50,100,71,23777,215238,193,308
50,100,67,24515,218722,187,315
50,100,75,24817,202581,211,290
50,100,69,27518,220491,163,338
50,100,71,29711,207343,203,298
50,100,78,30000,210790,205,297
50,100,74,30000,209412,198,305
50,100,71,30000,214004,190,315
50,100,72,30000,211670,189,312
50,100,76,30000,208967,202,301
50,100,91,30000,217529,195,309
50,100,74,30000,211865,203,301
50,100,72,30000,213852,189,314
50,100,67,27280,205932,204,297
50,100,77,30000,200169,215,286
50,100,60,6825,208295,212,291
50,100,51,734,198567,213,288
50,100,77,30000,210000,202,303
50,100,77,30000,210000,202,303
50,100,59,4501,206797,215,289
50,100,66,17819,210826,194,307
50,100,69,25283,210022,199,302
50,100,62,9367,207425,207,295
50,100,67,20414,207206,202,301
50,100,72,30000,202201,213,288
50,100,64,11199,206445,219,283
50,100,65,19537,215316,180,321
50,100,60,6908,207232,217,285
50,100,71,23402,213313,193,310
50,100,73,30000,210537,201,301
50,100,72,30000,215646,199,303
50,100,53,1210,207954,207,295
50,100,60,7235,210626,205,298
,,,,,,
50,100,62.8761061947,12018.3716814159,209101.292035398,202.2831858407,299.7522123894
