Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline
50,100,15,0,30000,35,67
50,100,16,0,30000,45,59
50,100,14,0,30000,35,67
50,100,14,0,30000,35,67
50,100,14,0,30000,35,67
50,100,14,0,30000,35,67
50,100,14,0,30000,35,67
50,100,14,0,30000,35,67
50,100,8,0,30000,40,61
50,100,8,0,30000,40,61
50,100,11,0,30000,44,57
50,100,16,0,30000,39,63
50,100,22,0,30000,42,59
50,100,22,0,30000,42,59
50,100,22,0,30000,42,59
50,100,22,0,30000,42,59
50,100,22,0,30000,42,59
50,100,16,0,30000,45,59
50,100,11,0,30000,46,55
50,100,22,0,30000,42,59
50,100,11,0,30000,44,57
50,100,11,0,30000,44,57
50,100,11,0,30000,44,57
50,100,12,0,30000,38,64
50,100,14,0,30000,39,62
50,100,14,0,30000,39,62
50,100,24,0,30000,36,66
50,100,13,0,30000,34,67
50,100,13,0,30000,34,67
50,100,12,0,30000,42,60
50,100,11,0,30000,46,55
50,100,11,0,30000,46,55
50,100,11,0,30000,46,55
50,100,14,0,30000,42,59
50,100,11,0,30000,46,55
50,100,11,0,30000,46,55
50,100,10,0,30000,40,61
50,100,17,0,30000,38,64
50,100,20,0,30000,40,62
50,100,18,0,30000,35,68
50,100,13,0,30000,33,69
50,100,16,0,30000,45,56
50,100,12,0,30000,38,64
50,100,23,0,30000,33,69
50,100,12,0,30000,38,63
50,100,12,0,30000,38,63
50,100,12,0,30000,38,63
50,100,19,0,30000,41,61
50,100,13,0,30000,44,58
50,100,13,0,30000,44,58
50,100,16,0,30000,45,56
50,100,16,0,30000,45,56
50,100,17,0,30000,35,67
50,100,10,0,30000,40,61
50,100,16,0,30000,42,60
50,100,16,0,30000,45,56
50,100,16,0,30000,45,56
50,100,14,0,30000,42,59
50,100,14,0,30000,42,59
50,100,16,0,30000,45,56
50,100,14,0,30000,42,59
50,100,10,0,30000,37,66
50,100,12,0,30000,42,60
50,100,12,0,30000,42,60
50,100,12,0,30000,42,60
50,100,15,0,30000,39,62
50,100,24,0,30000,36,66
50,100,15,0,30000,39,62
50,100,15,0,30000,39,62
50,100,15,0,30000,39,62
50,100,15,0,30000,39,62
50,100,15,0,30000,39,62
50,100,13,0,30000,44,57
50,100,20,0,30000,40,62
50,100,15,0,30000,42,59
50,100,15,0,30000,42,59
50,100,20,0,30000,40,62
50,100,20,0,30000,40,64
50,100,22,0,30000,38,64
50,100,10,0,30000,37,64
50,100,10,0,30000,37,64
50,100,10,0,30000,37,64
50,100,17,0,30000,35,67
50,100,11,0,30000,41,61
50,100,10,0,30000,43,58
50,100,11,0,30000,42,59
50,100,11,0,30000,41,61
50,100,11,0,30000,42,59
