Number of connections,Number of DNS servers,Avg. size Node list recieved ,Time taken to find all nodes,Time take to test all nodes if online,Number of nodes online  ,Number of nodes offline  
500,,100,13219,207245,2026,2975
500,,100,20227,205410,2052,2950
500,,100,16435,208332,1992,3011
500,,100,30000,207301,1994,3007
500,,100,21050,209261,1991,3010
500,,100,18451,207762,2032,2970
500,,100,20261,205292,2068,2934
500,,100,15719,208707,1991,3011
500,,100,20955,208499,2002,3000
500,,100,30000,207998,2005,2997
500,,100,29011,206533,2004,2999
500,,100,29717,206228,2037,2964
500,,100,25625,209423,1987,3015
500,,100,30000,208847,1973,3029
500,,100,25206,208686,2002,2999
500,,100,26509,208237,1991,3011
500,,100,23349,210000,1967,3034
500,,100,23349,210000,1967,3034
500,,100,23349,210000,1967,3034
500,,100,23349,210000,1967,3034
500,,100,23349,210000,1967,3034
500,,100,24786,207292,2001,3001
500,,100,19021,207857,1999,3002
500,,100,22428,209462,1987,3014
500,,100,30000,209350,1983,3018
500,,100,29179,209545,1967,3034
500,,100,30000,205478,2049,2952
500,,100,30000,210501,1940,3062
500,,100,29006,210000,1962,3040
500,,100,29006,210000,1962,3040
500,,100,29006,210000,1962,3040
500,,100,26804,209359,1962,3039
500,,100,30000,207837,1969,3032
500,,100,29062,206441,2017,2984
500,,100,30000,207434,2014,2987
500,,100,23695,210241,1973,3029
500,,100,26482,208559,2015,2988
500,,100,25455,206635,1989,3012
500,,100,30000,210000,1988,3013
500,,100,30000,210000,1988,3013
500,,100,24706,208707,1996,3005
500,,100,30000,208942,1966,3035
500,,100,26220,210000,1991,3010
500,,100,26220,210000,1991,3010
500,,100,26220,210000,1991,3010
500,,100,26220,210000,1991,3010
500,,100,26220,210000,1991,3010
500,,100,26938,209569,1957,3044
500,,100,26055,209773,1947,3055
500,,100,30000,207914,2004,2997
500,,100,30000,210000,1932,3071
500,,100,30000,210000,1932,3071
500,,100,30000,210000,1932,3071
500,,100,30000,210000,1932,3071
500,,100,29743,206719,2002,2999
500,,100,22738,205822,2013,2988
500,,100,26618,209031,1965,3036
500,,100,30000,209589,1969,3033
500,,100,28019,208259,2005,2997
500,,100,23815,207937,1988,3013
500,,100,24433,209000,1993,3010
500,,100,30000,205542,2030,2972
500,,100,26753,206809,2035,2966
500,,100,30000,209406,1983,3022
500,,100,27884,207106,2049,2952
500,,100,30000,208398,2003,2999
500,,100,24882,207566,2031,2970
500,,100,30000,208379,1997,3004
500,,100,30000,203988,2091,2910
500,,100,30000,209993,1967,3034
500,,100,30000,210639,1985,3016
500,,100,30000,206277,2051,2951
500,,100,30000,207643,1966,3036
500,,100,30000,206787,2019,2982
500,,100,30000,207995,1989,3013
500,,100,30000,206034,2018,2983
500,,100,30000,208467,1976,3025
500,,100,30000,208924,2009,2994
500,,100,30000,209199,1953,3048
500,,100,29846,207451,2014,2987
500,,100,30000,208236,2035,2966
500,,100,30000,210000,1980,3021
500,,100,30000,210000,1980,3021
500,,100,30000,210000,1980,3021
500,,100,30000,210000,1958,3044
500,,100,30000,210000,1958,3044
500,,100,30000,205754,2034,2967
500,,100,30000,208086,1974,3027
500,,100,30000,210000,1983,3018
500,,100,30000,210000,1983,3018
500,,100,30000,210000,1983,3018
500,,100,30000,210000,1983,3018
500,,100,30000,210000,1983,3018
500,,100,30000,210000,1983,3018
500,,100,30000,210000,1983,3018
500,,100,30000,210000,1983,3018
500,,100,30000,210000,1983,3018
500,,100,30000,210000,1983,3018
500,,100,30000,210000,1983,3018
500,,100,30000,210578,1961,3041
500,,100,30000,204433,2099,2902
500,,100,30000,209129,2014,2987
500,,100,30000,209067,1998,3007
500,,100,18512,206975,2045,2956
500,,100,30000,209647,1994,3007
500,,100,30000,209774,2014,2990
500,,100,30000,207172,2027,2977
500,,100,30000,208717,1998,3005
500,,100,30000,209963,1973,3028
500,,100,30000,210000,1986,3016
500,,100,30000,210000,1986,3016
500,,100,30000,210000,1986,3016
500,,100,30000,210000,1986,3016
500,,100,30000,210000,1986,3016
500,,100,30000,210000,1986,3016
500,,100,30000,210000,1986,3016
500,,100,30000,210000,1986,3016
500,,100,30000,210000,1986,3016
500,,100,26007,209413,1975,3026
500,,100,30000,210000,1951,3050
500,,100,30000,210000,1951,3050
500,,100,30000,210000,1951,3050
500,,100,30000,206790,2022,2979
500,,100,30000,206594,2020,2981
500,,100,30000,207142,1980,3021
500,,100,30000,209606,1973,3029
500,,100,30000,205799,2050,2951
500,,100,30000,207949,2007,2994
500,,100,30000,206944,2021,2980
500,,100,30000,208432,2018,2985
500,,100,28329,207020,2021,2983
500,,100,30000,204589,2048,2955
500,,100,29841,210000,1955,3048
500,,100,29841,210000,1955,3048
500,,100,30000,206646,2011,2991
500,,100,30000,209156,1991,3010
500,,100,30000,207636,1977,3025
500,,100,30000,207992,1982,3019
,,,,,,
,,,,,,
AVERAGE,,,,,,
500,,100,28037.1014492754,208672.869565217,1992.2536231884,3009.347826087
