Number of connections,Number of DNS servers,Avg. size Node list recieved ,Time taken to find all nodes,Time take to test all nodes if online,Number of nodes online  ,Number of nodes offline  
3,,100,843837,7370836,404,598
3,,100,967716,7505534,384,617
3,,100,1002674,7299532,405,596
3,,100,1001541,7279019,420,582
3,,100,727682,7172174,423,578
3,,100,1001666,7389535,398,603
3,,100,910906,7422292,398,603
3,,100,954484,7266164,423,579
3,,100,942034,7122762,415,586
3,,100,913409,7476814,391,613
3,,100,894655,7484859,396,605
3,,100,1001137,7356992,406,595
3,,100,901887,7313835,407,595
3,,100,807334,7353400,394,609
3,,100,777072,7294616,413,588
3,,100,981331,7138367,429,572
3,,100,1114272,7402055,399,604
3,,100,929435,7350983,415,586
3,,100,967831,7357001,408,593
3,,100,828030,7363216,404,598
3,,100,1144507,7551437,387,614
3,,100,823918,7324629,414,589
3,,100,961414,7547977,375,626
3,,100,836804,7294377,411,590
3,,100,1198106,7347855,403,600
3,,100,814756,7359233,418,583
3,,100,1066838,7439797,388,613
3,,100,1018285,7442634,394,608
3,,100,972897,7325553,405,596
3,,100,997027,7455320,385,617
3,,100,918574,7247975,417,584
3,,100,908688,7350070,401,603
3,,100,901870,7586009,383,618
3,,100,729799,7139384,432,569
3,,100,769647,7438744,391,611
3,,100,790121,7399360,408,593
3,,100,743662,7300905,414,587
3,,100,821108,7416301,406,595
3,,100,1060109,7579497,380,621
3,,100,849973,7359631,412,589
3,,100,795771,7413921,390,611
3,,100,996224,7254571,414,587
3,,100,1080184,7297464,416,586
3,,100,924762,7282025,423,580
3,,100,915977,7499235,398,604
3,,100,878111,7380039,413,588
3,,100,978633,7477141,391,611
3,,100,827815,7391740,410,591
3,,100,970573,7179138,433,568
3,,100,998367,7319602,414,588
3,,100,945670,7236140,414,589
3,,100,854461,7384419,399,602
3,,100,954605,7317495,405,596
3,,100,882652,7415468,399,603
3,,100,1179886,7362219,399,603
3,,100,967844,7397731,396,605
3,,100,1385959,7510865,388,614
3,,100,1110127,7352174,412,590
3,,100,1105825,7459722,388,615
3,,100,955096,7280056,402,599
3,,100,1066388,7323082,420,581
3,,100,662297,7302642,412,590
3,,100,804070,7058432,442,559
3,,100,1194129,7328445,406,596
3,,100,935127,7434584,401,600
3,,100,1087760,7417710,394,607
3,,100,822694,7271602,423,578
3,,100,1023737,7348315,401,600
3,,100,1245599,7497979,391,611
3,,100,789930,7366330,403,599
3,,100,1050345,7458494,403,600
3,,100,857230,7352008,395,606
3,,100,806279,7237362,414,589
3,,100,988298,7349066,405,597
3,,100,924117,7588290,383,621
3,,100,1034829,7426109,412,589
3,,100,1234626,7466000,387,614
3,,100,954192,7272610,427,575
3,,100,886019,7340641,415,587
3,,100,757552,7423786,402,601
3,,100,1062228,7579225,379,623
3,,100,957327,7315126,422,580
3,,100,959669,7255636,415,586
3,,100,1124269,7430500,391,611
3,,100,1264398,7632234,366,638
3,,100,1137482,7512986,382,619
3,,100,829402,7313881,396,605
3,,100,1224144,7390952,393,609
3,,100,1334017,7492132,388,617
3,,100,1082357,7483488,382,619
3,,100,1183423,7749347,371,631
3,,100,1071141,7312822,413,590
3,,100,1170203,7311781,408,596
3,,100,983416,7387546,396,605
3,,100,748165,7352136,409,595
3,,100,1078132,7223613,418,583
3,,100,1147873,7538748,381,620
3,,100,1046826,7464775,387,615
3,,100,808012,7632915,378,623
3,,100,1101744,7369619,387,616
3,,100,1153749,7486441,392,609
,,,,,,
AVERAGE,,,,,,
3,,100,971274.98019802,7379576.52475248,402.4752475248,599.2673267327
