Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
20,100,108,98767,973315,524,477,
20,100,99,74266,997031,494,507,
20,100,110,100929,981929,507,495,
20,100,114,110405,993537,513,489,
20,100,113,90000,988632,500,501,
20,100,115,104366,993683,494,507,
20,100,99,91140,1004882,491,511,
20,100,78,60000,1003291,500,501,
20,100,123,111933,1001046,493,508,
20,100,112,103285,1000970,511,490,
20,100,110,104595,990397,510,492,
20,100,113,105432,978805,508,495,
20,100,109,91410,1020175,476,525,
20,100,103,90000,1010586,496,507,
20,100,108,97129,969630,515,486,
20,100,114,99895,981022,513,488,
20,100,152,153922,976809,507,494,
20,100,102,90000,999455,503,500,
20,100,118,119838,1009520,488,515,
20,100,106,95168,1002310,500,501,
20,100,91,76051,998966,492,510,
20,100,104,95262,946764,539,462,
20,100,112,108729,977459,513,488,
20,100,105,92747,971908,530,472,
20,100,109,90582,976720,504,497,
20,100,119,112950,976045,515,487,
20,100,105,92320,955863,528,473,
20,100,118,114983,997556,497,504,
20,100,99,90000,1023269,479,522,
20,100,106,87375,973760,501,500,
20,100,95,75787,971105,517,486,
20,100,131,137469,995551,508,493,
20,100,113,104299,1043032,472,531,
20,100,95,84514,1001820,503,500,
20,100,114,100234,1011019,490,511,
20,100,116,98538,985963,488,513,
20,100,118,112307,991212,498,503,
20,100,113,96344,996791,488,514,
20,100,118,104413,993372,509,492,
20,100,119,119282,991063,508,493,
20,100,104,92622,985812,495,506,
20,100,117,118710,1013540,475,526,
20,100,117,118710,1013540,475,526,
20,100,106,96350,992912,508,493,
20,100,115,109991,1016216,499,502,
20,100,107,90619,973712,525,478,
20,100,96,81441,1008951,492,509,
20,100,106,91010,994766,507,495,
20,100,128,130593,1017058,477,525,
20,100,86,74590,994962,498,503,
20,100,98,88497,994253,524,477,
20,100,114,101303,975637,517,484,
20,100,94,75721,986865,517,485,
20,100,117,102564,974014,518,485,
20,100,90,70753,1001947,497,507,
20,100,131,127562,1002835,514,487,
20,100,123,127608,1046687,470,532,
20,100,117,101070,981366,516,488,
20,100,112,94907,1008194,491,512,
20,100,111,105913,1022908,478,524,
20,100,132,127988,973914,514,488,
20,100,98,81446,965740,523,478,
20,100,105,92565,990099,509,494,
20,100,110,94839,1003792,500,501,
20,100,113,100705,969474,516,485,
20,100,110,94839,1003792,500,501,
20,100,97,73529,952749,536,466,
20,100,89,67107,1000114,503,498,
20,100,107,90000,996228,504,498,
20,100,108,101099,1003574,491,511,
20,100,114,97095,986220,507,495,
20,100,118,107090,978610,508,493,
20,100,105,96896,1020189,475,527,
20,100,120,102206,1025712,493,508,
20,100,113,102607,987962,501,500,
20,100,105,92670,997887,501,501,
20,100,117,108060,997807,496,505,
20,100,103,91053,978430,526,476,
20,100,117,105046,1002677,488,514,
20,100,95,82241,996247,505,496,
20,100,102,93701,1042812,463,538,
20,100,109,104889,1004418,499,505,
20,100,114,101363,970967,521,480,
20,100,104,89554,997605,501,500,
20,100,99,86130,999522,513,488,
20,100,120,106594,978770,509,493,
20,100,119,99264,996279,498,503,
20,100,126,122021,993301,499,503,
20,100,108,105261,1039847,483,519,
20,100,104,90717,987436,491,511,
20,100,121,110211,988043,491,510,
20,100,116,114968,990833,501,500,
20,100,120,108726,1003375,492,509,
20,100,104,88249,1006109,488,514,
20,100,110,103295,986294,498,503,
20,100,130,121847,990664,501,500,
20,100,122,120000,1013803,491,510,
20,100,106,93462,1028990,479,523,
20,100,123,117743,1007658,498,503,
20,100,116,100877,1009954,504,498,
20,100,118,114980,1002700,493,508,
20,100,118,112736,964095,519,482,
20,100,121,110721,1009306,492,509,
20,100,125,121255,1036046,469,532,
20,100,113,95097,1016694,495,506,
20,100,107,91746,1006239,500,501,
20,100,108,100912,1008320,489,512,
20,100,110,102250,1033659,471,530,
20,100,104,90000,999079,511,490,
20,100,94,79524,1009203,500,501,
20,100,105,87036,1015262,487,514,
20,100,125,119662,998956,501,501,
20,100,120,109838,985442,513,489,
20,100,116,103634,976766,513,488,
20,100,135,128000,1006049,504,500,
20,100,123,116686,1032801,475,526,
20,100,111,87177,993941,504,498,
20,100,123,110975,991027,507,495,
20,100,122,113997,1023414,474,527,
20,100,126,118540,997029,532,471,
,,,,,,,
Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
20,100,111.4,100749.325,996969.691666667,500.6666666667,500.9083333333,0
