Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
8,100,60,134252,1239652,243,259,
8,100,46,106942,1271878,254,249,
8,100,54,126003,1221679,270,231,
8,100,54,123277,1219023,258,244,
8,100,51,106120,1234552,257,244,
8,100,57,128700,1237538,253,249,
8,100,56,121562,1232057,267,234,
8,100,49,109358,1262781,258,244,
8,100,50,129231,1323199,244,257,
8,100,50,113934,1253263,260,242,
8,100,50,111297,1233529,251,250,
8,100,47,118902,1251361,250,251,
8,100,42,86500,1253467,262,241,
8,100,48,109052,1239569,261,240,
8,100,62,152990,1249393,246,255,
8,100,52,120000,1241705,255,247,
8,100,60,150319,1261001,248,253,
8,100,56,124066,1255767,247,254,
8,100,60,150000,1249251,256,246,
8,100,41,76831,1230788,257,244,
8,100,52,121246,1224286,252,249,
8,100,52,118279,1256187,246,255,
8,100,52,125392,1235569,253,248,
8,100,51,118117,1218055,272,229,
8,100,54,124048,1268067,241,260,
8,100,44,91497,1213399,257,245,
8,100,60,138594,1272712,249,252,
8,100,39,79587,1247864,249,253,
8,100,70,177544,1264159,240,262,
8,100,48,109375,1196551,266,235,
8,100,59,161783,1314658,242,260,
8,100,48,107253,1220767,263,240,
8,100,54,139140,1242122,253,248,
8,100,61,159189,1215513,263,239,
8,100,64,163249,1209964,258,243,
8,100,58,150736,1270184,245,256,
8,100,62,165372,1251905,246,257,
8,100,50,96058,1188968,268,233,
8,100,55,127604,1236611,258,245,
8,100,42,85224,1294350,237,264,
8,100,50,109652,1238501,260,241,
8,100,59,149577,1250015,258,244,
8,100,74,197879,1276161,234,267,
8,100,47,94346,1305532,234,267,
8,100,46,90521,1261528,257,245,
8,100,49,102136,1267028,242,259,
8,100,51,121300,1259696,245,256,
8,100,59,136834,1265462,246,256,
8,100,50,100890,1197574,271,232,
8,100,54,107283,1217917,279,225,
8,100,47,112312,1315854,244,259,
8,100,56,136296,1216087,267,235,
8,100,63,144137,1203241,260,241,
8,100,48,100165,1243714,252,249,
8,100,54,122686,1224538,271,230,
8,100,55,135906,1270497,237,264,
8,100,51,103583,1207591,265,236,
8,100,45,81066,1211515,264,238,
8,100,52,114082,1202980,269,234,
8,100,53,129182,1205849,265,236,
8,100,50,109677,1208956,269,232,
8,100,48,98078,1223846,268,234,
8,100,42,79279,1194549,266,235,
8,100,58,151846,1209970,264,237,
8,100,58,151604,1231049,267,237,
8,100,52,116607,1246075,256,245,
8,100,51,119279,1234353,265,236,
8,100,52,123227,1284729,255,247,
