Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
8,100,102,242770,2532277,493,511,
8,100,108,253823,2471301,517,484,
8,100,91,175432,2547964,489,512,
8,100,84,162306,2462457,497,505,
8,100,94,198123,2374445,536,465,
8,100,100,227511,2546630,487,514,
8,100,123,308437,2499273,495,506,
8,100,124,301790,2489957,512,491,
8,100,103,245205,2545159,471,531,
8,100,115,291240,2502194,500,502,
8,100,124,290207,2552720,485,516,
8,100,116,274351,2463847,518,483,
8,100,119,297024,2476988,510,491,
8,100,124,351430,2552657,482,520,
8,100,106,262657,2475487,532,470,
8,100,102,231524,2427656,517,484,
8,100,99,228222,2488985,518,483,
8,100,93,220778,2421876,524,477,
8,100,84,181938,2417873,542,459,
8,100,103,225887,2529564,488,513,
8,100,118,298230,2525615,491,511,
8,100,100,247066,2513366,513,488,
8,100,96,221453,2443743,524,478,
8,100,110,277761,2552108,490,511,
8,100,125,307623,2508202,500,502,
8,100,127,309552,2430902,502,499,
8,100,97,233041,2515013,497,504,
8,100,118,297526,2579482,460,541,
8,100,128,313073,2540140,487,517,
8,100,120,294485,2495056,508,493,
8,100,116,257841,2501961,505,497,
8,100,93,220058,2488204,507,494,
8,100,92,201077,2489846,521,480,
8,100,112,249697,2471320,501,501,
8,100,108,275802,2463891,519,482,
8,100,108,256387,2462611,513,488,
8,100,134,339519,2437373,516,486,
8,100,117,282831,2549357,489,512,
8,100,102,213742,2503879,509,493,
8,100,103,264675,2555814,481,520,
8,100,113,257579,2392138,531,470,
8,100,123,311378,2447188,504,497,
8,100,84,168051,2476666,512,489,
8,100,117,281971,2514515,500,501,
8,100,127,331291,2520377,519,483,
8,100,114,264344,2463798,510,492,
8,100,131,334135,2561731,488,513,
8,100,100,229084,2504627,515,489,
8,100,128,321644,2513278,505,497,
8,100,99,224517,2523139,496,506,
8,100,114,280534,2438887,524,477,
8,100,98,214756,2475039,534,469,
8,100,103,236714,2490011,512,489,
8,100,117,285981,2566200,487,516,
8,100,102,247852,2513583,509,492,
8,100,106,245406,2467709,502,499,
8,100,94,223858,2496795,510,491,
8,100,119,289116,2503274,530,471,
8,100,127,341276,2553040,492,509,
8,100,100,233240,2507756,487,514,
8,100,92,185645,2424417,519,484,
8,100,111,266922,2475897,514,489,
8,100,93,197106,2435905,529,472,
8,100,135,319350,2496835,505,497,
8,100,101,217934,2498596,495,507,
8,100,101,247541,2582051,477,524,
8,100,113,283277,2547826,511,490,
8,100,98,229279,2440359,531,471,
8,100,121,282526,2512299,515,486,
8,100,107,269346,2497544,508,493,
8,100,107,255502,2606435,466,535,
8,100,97,224403,2545263,514,488,
8,100,105,252780,2461561,518,483,
8,100,118,287331,2471155,503,499,
8,100,113,279679,2511661,500,501,
8,100,122,318957,2541989,487,514,
8,100,104,250907,2543897,490,511,
8,100,119,291287,2507403,487,514,
8,100,107,253751,2531190,497,504,
8,100,98,225221,2479887,526,476,
8,100,133,346689,2636926,465,538,
8,100,102,262975,2564459,492,511,
8,100,120,303398,2550529,492,514,
8,100,123,294992,2526104,507,497,
8,100,113,269115,2490987,517,486,
8,100,123,304588,2529464,491,510,
8,100,109,262619,2489761,501,500,
8,100,109,267261,2487462,507,494,
8,100,108,256834,2510275,496,506,
8,100,120,287333,2516650,501,500,
8,100,125,319793,2511993,502,499,
8,100,132,341046,2519826,507,494,
8,100,112,257787,2504563,502,499,
8,100,97,218081,2534990,505,496,
8,100,103,240701,2528002,496,505,
8,100,113,256877,2577056,476,525,
8,100,122,314846,2579654,484,518,
8,100,122,295890,2525678,499,503,
8,100,102,244960,2612312,463,539,
8,100,105,259454,2493235,501,500,
8,100,134,361347,2539411,489,512,
8,100,125,336248,2521764,507,494,
8,100,112,256719,2560492,469,532,
8,100,103,248339,2549739,487,514,
8,100,123,305080,2584872,492,511,
8,100,122,316154,2544132,486,516,
8,100,128,337600,2595371,482,520,
8,100,121,322203,2599795,477,525,
8,100,132,335786,2501154,498,503,
8,100,141,370150,2564878,472,530,
8,100,98,246308,2480464,518,483,
8,100,100,212803,2546445,494,507,
8,100,123,289530,2577971,483,518,
8,100,118,299767,2598813,492,509,
8,100,153,432000,2603867,467,535,
8,100,134,345122,2614704,470,531,
8,100,129,349848,2491209,505,496,
8,100,120,275935,2531632,488,514,
8,100,114,275851,2624630,466,536,
8,100,114,274809,2633688,481,520,
,,,,,,,
Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
8,100,112.1083333333,271586.691666667,2515033.925,500.2666666667,501.3,0
