Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
20,100,50,35363,474563,258,243,
20,100,58,51037,480693,258,244,
20,100,57,46526,478343,269,233,
20,100,51,31680,460145,274,227,
20,100,47,32225,470391,268,233,
20,100,50,40354,470149,276,225,
20,100,57,42675,478698,258,243,
20,100,51,34417,472504,264,237,
20,100,61,44730,481420,263,238,
20,100,49,31940,476079,257,244,
20,100,51,42668,487688,248,253,
20,100,53,43688,481520,261,240,
20,100,51,35943,483443,256,246,
20,100,55,45130,487691,253,248,
20,100,49,30637,487389,260,241,
20,100,58,40869,487051,263,240,
20,100,45,30000,469552,273,229,
20,100,52,40638,485310,263,239,
20,100,47,30000,465350,276,225,
20,100,56,36045,481785,260,242,
20,100,53,37540,475735,274,227,
20,100,49,32471,483224,248,254,
20,100,54,34015,480914,254,249,
20,100,63,56968,487024,248,254,
20,100,60,48783,491508,260,242,
20,100,48,34200,480372,270,235,
20,100,39,29485,479224,272,229,
20,100,33,13882,475183,267,234,
20,100,66,50845,486645,251,250,
20,100,50,32633,477327,268,235,
20,100,49,31422,479417,265,236,
20,100,42,30000,489611,253,248,
20,100,54,44083,480233,252,250,
20,100,59,55027,488859,252,249,
20,100,57,46884,487135,254,248,
20,100,57,38382,472077,251,250,
20,100,58,49513,468074,278,224,
20,100,51,30000,452992,286,216,
20,100,54,40412,481966,258,243,
20,100,48,30823,495538,258,243,
20,100,36,14883,476394,272,229,
20,100,45,30000,487964,263,238,
20,100,40,30000,485240,262,239,
20,100,61,56743,479074,262,240,
20,100,54,42389,485804,262,239,
20,100,58,54549,477697,267,235,
20,100,58,59506,483728,257,244,
20,100,44,30000,485614,262,239,
20,100,40,30000,499887,257,246,
20,100,52,30000,484549,257,245,
20,100,66,55350,482822,257,245,
20,100,54,35066,488617,251,250,
20,100,39,23355,470770,273,229,
20,100,54,39797,487027,253,249,
20,100,52,39279,473631,267,234,
20,100,54,34750,463070,276,226,
20,100,52,34509,479087,257,245,
20,100,57,44044,486193,260,242,
20,100,62,54082,487131,255,249,
20,100,54,36791,470496,262,239,
20,100,50,38418,473132,261,240,
20,100,60,48753,487329,247,254,
20,100,50,31057,490148,262,241,
20,100,48,30852,475720,277,226,
20,100,53,35272,477914,256,245,
20,100,43,30000,483481,260,241,
20,100,59,49037,486331,254,247,
20,100,63,58649,508080,245,256,
20,100,48,33429,496769,240,261,
20,100,49,32502,470172,264,237,
20,100,60,44452,497151,248,253,
20,100,51,36699,496504,243,258,
20,100,47,30872,485523,252,249,
20,100,58,48751,486272,264,238,
20,100,47,30000,484601,256,245,
20,100,49,30548,479661,258,243,
20,100,60,51710,477104,266,238,
20,100,58,55711,491996,250,252,
20,100,48,32530,490988,257,244,
20,100,45,30512,496885,242,259,
20,100,48,32659,490750,252,250,
20,100,51,33286,483492,265,236,
20,100,57,41227,483781,247,254,
20,100,51,30973,477612,264,239,
20,100,47,33082,484139,244,258,
20,100,60,44627,481227,253,250,
20,100,55,41340,514808,228,274,
20,100,55,46795,489101,245,259,
20,100,51,36186,493360,254,248,
20,100,51,36829,505553,252,249,
20,100,61,60000,495120,243,258,
20,100,62,46384,508081,235,266,
20,100,56,36777,489260,253,249,
