Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
8,100,8,500,251624,46,55,
8,100,8,502,249210,52,50,
8,100,10,589,248549,51,50,
8,100,8,594,229345,61,40,
8,100,9,607,252601,49,52,
8,100,8,637,254039,52,49,
8,100,8,669,204666,66,36,
8,100,8,684,229290,56,45,
8,100,8,687,249664,48,54,
8,100,8,713,236366,57,44,
8,100,9,871,232287,56,46,
8,100,9,1104,229847,62,39,
8,100,9,1116,239196,52,49,
8,100,8,1157,239087,51,50,
8,100,8,1204,221765,56,45,
8,100,8,1213,225377,57,44,
8,100,8,1263,260128,45,56,
8,100,8,1491,236607,52,49,
8,100,9,1527,218181,58,43,
8,100,9,1577,246949,50,51,
8,100,9,1582,230951,52,49,
8,100,11,1624,234013,55,46,
8,100,10,1674,259255,51,51,
8,100,9,1786,210252,61,40,
8,100,9,1828,240000,52,49,
8,100,9,1905,262576,42,60,
8,100,11,2126,242900,51,50,
8,100,9,2242,250404,51,50,
8,100,10,2368,221824,62,39,
8,100,12,2584,198854,68,33,
8,100,10,2626,237851,51,50,
8,100,8,3195,235850,55,46,
8,100,10,3219,262027,40,61,
8,100,9,3445,214753,62,39,
8,100,11,3648,249240,51,50,
8,100,11,3799,218976,59,42,
8,100,10,4084,241995,53,48,
8,100,12,4151,220553,56,45,
8,100,9,4293,234116,58,43,
8,100,11,4819,232953,52,49,
8,100,9,4867,250372,43,58,
8,100,11,4918,248728,50,52,
8,100,9,5285,256033,50,51,
8,100,11,5405,255394,49,52,
8,100,11,5503,234782,54,48,
8,100,9,5612,217281,54,47,
8,100,10,5893,249821,46,55,
8,100,8,6209,223208,57,44,
8,100,11,6404,248283,51,51,
8,100,12,6486,245974,51,50,
8,100,10,6713,262168,47,54,
8,100,11,6818,242755,50,51,
8,100,9,6929,228312,54,47,
8,100,9,7292,249695,46,55,
8,100,10,7473,232640,52,49,
8,100,10,8404,234778,56,45,
