Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
20,100,577,572123,5025877,2501,2502,
20,100,566,537063,4986532,2544,2457,
20,100,578,568782,4995287,2533,2468,
20,100,590,586695,5015738,2549,2452,
20,100,591,576165,5103739,2438,2563,
20,100,623,616223,5016613,2528,2476,
20,100,621,597209,4970340,2539,2463,
20,100,614,611123,4968227,2551,2450,
20,100,631,630509,4989722,2548,2453,
20,100,559,516550,5030622,2512,2489,
20,100,586,554994,5023837,2516,2485,
20,100,597,598382,5097991,2473,2529,
20,100,601,583129,4974486,2561,2440,
20,100,643,646210,4958226,2566,2436,
20,100,611,580610,5009010,2522,2481,
20,100,640,649390,5062747,2474,2527,
20,100,598,587630,4991900,2549,2452,
20,100,638,638500,5005577,2502,2500,
20,100,609,595863,5034348,2493,2508,
20,100,624,636061,5037733,2521,2480,
20,100,582,545126,5009629,2544,2457,
20,100,604,590814,5046226,2492,2509,
20,100,608,594215,4971425,2557,2445,
20,100,610,591286,4997661,2524,2478,
20,100,607,587159,5088330,2449,2552,
20,100,650,659777,5025775,2529,2475,
20,100,601,565635,5026324,2519,2482,
20,100,634,614927,5004940,2514,2487,
20,100,604,571929,4941868,2559,2442,
20,100,605,582572,5072849,2452,2552,
20,100,635,636287,4995110,2541,2460,
20,100,587,562624,4987570,2545,2457,
20,100,636,610434,5002005,2540,2461,
20,100,630,601213,4955742,2568,2433,
20,100,645,649837,5091122,2451,2550,
20,100,632,631842,5024948,2499,2502,
20,100,623,595763,5012354,2522,2479,
20,100,629,615386,5067980,2530,2471,
20,100,639,632171,4982048,2530,2471,
20,100,623,583642,5024240,2517,2484,
20,100,665,675439,5020489,2546,2455,
20,100,603,579709,4965310,2546,2455,
20,100,654,652124,4991448,2498,2503,
20,100,602,572799,5043276,2494,2508,
20,100,652,654236,5013073,2530,2471,
20,100,647,646834,5022781,2505,2497,
20,100,633,608770,4995920,2519,2483,
20,100,657,657593,5051738,2469,2534,
20,100,641,617969,5043795,2489,2512,
20,100,624,578184,5002539,2531,2471,
20,100,685,696795,5023106,2499,2502,
20,100,653,657313,5047726,2507,2495,
20,100,677,687697,5069095,2457,2544,
20,100,625,611625,5056331,2467,2534,
20,100,655,655178,5035402,2519,2482,
20,100,643,630022,5022764,2517,2485,
20,100,660,665126,5006244,2537,2464,
20,100,651,655352,5090158,2456,2545,
20,100,666,646028,5071327,2467,2534,
20,100,676,678069,5056076,2485,2517,
20,100,668,671920,5054434,2446,2555,
20,100,670,677035,5026213,2497,2504,
20,100,623,588096,4995275,2508,2493,
20,100,637,598891,5038145,2488,2513,
20,100,658,630156,5046056,2475,2527,
20,100,651,637482,5060603,2481,2520,
20,100,678,682090,5056517,2491,2511,
20,100,623,594206,5019987,2519,2483,
20,100,647,633350,4991592,2547,2454,
20,100,628,608722,4998015,2547,2455,
20,100,665,659850,5023329,2506,2497,
20,100,632,630516,5051321,2496,2506,
20,100,649,639317,4974433,2553,2448,
20,100,694,697559,5026541,2492,2510,
20,100,683,669144,5038714,2496,2507,
20,100,687,690967,5063922,2437,2566,
20,100,682,707806,5064041,2485,2519,
20,100,665,657294,5002671,2509,2495,
20,100,657,616201,5001252,2491,2511,
20,100,642,640617,5066503,2496,2505,
20,100,660,659110,5019642,2507,2494,
20,100,703,714123,5091969,2464,2537,
20,100,689,680953,4966772,2532,2469,
20,100,664,656324,4966186,2527,2475,
20,100,629,596755,5004617,2520,2481,
20,100,665,663281,4981878,2526,2476,
20,100,673,671484,5025738,2511,2490,
20,100,676,658258,4964900,2554,2447,
20,100,686,687364,5029131,2531,2470,
20,100,675,642690,5071893,2446,2560,
20,100,705,710219,5014439,2491,2510,
20,100,673,682649,5039497,2527,2474,
20,100,676,662861,4981455,2562,2440,
20,100,703,709040,5080170,2421,2581,
20,100,671,653937,5088805,2421,2580,
20,100,665,657634,4957813,2553,2449,
20,100,707,738071,5086878,2439,2563,
20,100,703,722613,5050576,2473,2528,
20,100,667,661353,5037267,2522,2479,
20,100,708,727293,5079234,2422,2580,
20,100,677,672299,4970408,2539,2462,
20,100,662,634004,5056119,2464,2538,
20,100,692,674120,5063489,2459,2542,
20,100,701,704962,5070274,2480,2522,
20,100,675,665861,5016039,2514,2487,
20,100,684,679416,4992609,2545,2456,
20,100,670,646283,5044585,2488,2514,
20,100,654,618695,4987314,2538,2465,
20,100,662,661056,5012517,2513,2490,
20,100,693,665392,4995737,2539,2462,
20,100,706,696732,5043041,2495,2509,
20,100,689,679593,5027841,2512,2489,
20,100,683,667132,5085862,2489,2513,
20,100,710,723096,5040729,2520,2481,
20,100,715,732695,5055561,2490,2511,
20,100,687,651705,5010252,2526,2475,
20,100,689,676977,4970773,2567,2434,
20,100,697,686720,4994427,2558,2444,
20,100,782,796131,5061080,2472,2530,
20,100,751,772397,5065311,2471,2532,
,,,,,,,
Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
20,100,650.55,641043.408333333,5024647.4,2507.7333333333,2493.8916666667,0
