Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
20,100,1304,1284255,10045350,5075,4926,
20,100,1325,1334281,9956360,5130,4872,
20,100,1371,1371357,10009386,4986,5016,
20,100,1355,1358259,9968641,5111,4890,
20,100,1356,1366525,10058136,4980,5021,
20,100,1388,1407291,10057689,5015,4986,
20,100,1332,1307384,9974748,5112,4889,
20,100,1381,1383189,10062720,4993,5009,
20,100,1390,1391320,10099813,4987,5014,
20,100,1411,1443823,10052906,5024,4979,
20,100,1385,1361698,9958420,5097,4905,
20,100,1378,1356989,10056420,5009,4993,
20,100,1434,1473031,10083287,4971,5030,
20,100,1423,1383829,10090377,4994,5007,
20,100,1458,1478822,10115333,5015,4986,
20,100,1448,1481641,10127952,5013,4988,
20,100,1445,1446183,10168868,4949,5053,
20,100,1466,1536344,10100736,4961,5040,
20,100,1448,1485152,10140534,4985,5016,
20,100,1415,1414299,10143842,4947,5054,
20,100,1439,1440349,10039167,5035,4966,
20,100,1458,1434870,10040025,5053,4951,
20,100,1508,1540507,10106627,4962,5040,
20,100,1489,1504705,10133624,4953,5048,
20,100,1593,1619957,10171212,4887,5114,
20,100,1294,1290732,10060368,5053,4948,
20,100,1296,1269310,10071078,4988,5014,
20,100,1307,1294244,10067060,4985,5016,
20,100,1329,1331490,10101627,4955,5046,
20,100,1373,1362894,10218263,4865,5137,
20,100,1374,1378272,10152847,4927,5074,
20,100,1365,1348174,10059889,4990,5011,
20,100,1387,1425300,10001674,5049,4952,
20,100,1418,1415009,10166809,4932,5069,
20,100,1393,1425001,10116950,4955,5047,
20,100,1371,1369939,10122864,4989,5012,
20,100,1370,1361586,10014057,5023,4978,
20,100,1401,1427920,10082226,5024,4977,
20,100,1374,1347466,10033418,5013,4988,
20,100,1414,1418283,10064356,5025,4976,
20,100,1448,1503551,10076445,4996,5005,
20,100,1417,1413585,10047510,4968,5034,
20,100,1432,1409987,10096146,4936,5066,
20,100,1451,1442914,10072486,4993,5009,
20,100,1480,1475925,10017387,5065,4936,
20,100,1450,1429505,10180097,4881,5120,
20,100,1443,1429090,10021864,5045,4956,
20,100,1462,1471211,10081774,5009,4992,
20,100,1433,1439876,10075567,5026,4976,
20,100,1490,1514497,10031031,5049,4952,
20,100,1444,1440315,10097968,4959,5042,
20,100,1492,1530679,9980480,5069,4932,
20,100,1490,1495511,10014527,5029,4972,
20,100,1502,1539389,10008511,5072,4929,
20,100,1481,1482878,9936332,5067,4934,
20,100,1478,1482899,10027577,5054,4947,
20,100,1513,1532482,10138582,4937,5064,
20,100,1507,1508223,10107702,5034,4968,
20,100,1538,1558910,10056862,5022,4979,
20,100,1565,1570254,10074186,5042,4960,
20,100,1286,1250369,10037325,5032,4972,
20,100,1283,1262626,10105515,5020,4982,
20,100,1314,1291837,10095178,4969,5032,
20,100,1330,1313229,10011874,5029,4972,
20,100,1333,1340623,10171724,4933,5069,
20,100,1328,1356274,10047565,5101,4900,
20,100,1343,1337743,10064954,5056,4945,
20,100,1335,1314988,9928961,5116,4885,
20,100,1307,1283061,10069225,4969,5033,
20,100,1363,1324564,10026292,5051,4950,
20,100,1389,1382525,9993293,5063,4938,
20,100,1356,1336952,10021164,5070,4931,
20,100,1389,1385953,10123539,4977,5024,
20,100,1382,1396680,10025860,4993,5008,
20,100,1355,1320395,10143686,4935,5067,
20,100,1402,1417069,10050634,4996,5005,
20,100,1347,1305505,10115250,4984,5017,
20,100,1432,1430826,10072419,4988,5013,
20,100,1382,1387240,10095272,5010,4991,
20,100,1383,1357547,9940756,5103,4899,
20,100,1423,1442757,10157932,4937,5064,
20,100,1391,1392831,10124321,4968,5033,
20,100,1413,1398014,10062020,5005,4996,
20,100,1402,1400706,10166298,4954,5047,
20,100,1411,1426471,10187421,4915,5087,
20,100,1452,1481994,10100387,4959,5042,
20,100,1409,1369793,10056043,4990,5011,
20,100,1410,1420377,10223460,4905,5096,
20,100,1413,1428621,10108460,4990,5011,
20,100,1418,1407281,10095409,4978,5023,
20,100,1462,1461150,10135845,4912,5089,
20,100,1441,1451447,10063087,5007,4995,
20,100,1445,1460501,10106502,4989,5012,
20,100,1553,1551140,10108991,4921,5080,
20,100,1641,1668779,10163031,4932,5069,
20,100,1356,1347043,10083814,5037,4966,
20,100,1373,1356287,10014859,5071,4930,
20,100,1368,1375683,10064595,4999,5004,
20,100,1378,1371458,10047509,5004,4997,
20,100,1346,1328933,10109736,5006,4995,
20,100,1415,1397991,10010163,5022,4980,
20,100,1444,1421456,10016286,5017,4984,
20,100,1507,1560597,10114761,4984,5018,
20,100,1449,1421334,10014013,5000,5001,
20,100,1477,1505258,10062398,4993,5009,
,,,,,,,
Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
20,100,1411.6,1413212.08571429,10074062.0952381,5001.5238095238,4999.8380952381,
