Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
20,100,190,220689,1247198,249,752,
20,100,187,225175,1264348,243,759,
20,100,203,240000,1243270,255,748,
20,100,255,327446,1239951,248,755,
20,100,159,178826,1239634,257,745,
20,100,189,220170,1251943,248,754,
20,100,208,251691,1250567,247,756,
20,100,202,243083,1258745,241,762,
20,100,156,178306,1251817,257,744,
20,100,203,253417,1251567,249,753,
20,100,169,191775,1231689,286,715,
20,100,183,210000,1246701,249,752,
20,100,184,211493,1239614,254,748,
20,100,206,251863,1270909,231,771,
20,100,159,179444,1236746,264,737,
20,100,196,239566,1244518,256,745,
20,100,174,197213,1230712,262,739,
20,100,191,224940,1254994,253,750,
20,100,206,257557,1274079,220,783,
20,100,207,255335,1250600,252,750,
20,100,198,240000,1219367,271,731,
20,100,164,186895,1257922,236,765,
20,100,196,233787,1227714,276,728,
20,100,188,229301,1235688,247,755,
20,100,206,247179,1233794,257,746,
20,100,185,224458,1220328,271,730,
20,100,181,210000,1212285,268,733,
20,100,202,244045,1265678,236,765,
20,100,193,224662,1254171,242,763,
20,100,196,235225,1220979,267,736,
20,100,192,233309,1238336,257,745,
20,100,167,201308,1231324,258,743,
20,100,167,183031,1208632,280,722,
20,100,169,189495,1229793,261,743,
20,100,178,210000,1208604,282,721,
20,100,183,213259,1241810,246,755,
20,100,190,223896,1257394,229,773,
20,100,171,195910,1244044,263,739,
20,100,213,256683,1251128,244,759,
20,100,212,266587,1243037,249,753,
20,100,182,215675,1257685,251,751,
20,100,196,236979,1242240,253,749,
20,100,184,212966,1220361,274,729,
20,100,163,192507,1262083,253,750,
20,100,182,212139,1222319,256,745,
20,100,193,234317,1264561,244,758,
20,100,191,230418,1263326,241,762,
20,100,183,210852,1257313,254,750,
20,100,205,245400,1238940,261,744,
20,100,204,249078,1250436,246,756,
20,100,211,267137,1235594,250,753,
20,100,218,270000,1265963,232,770,
20,100,198,240000,1241048,258,743,
20,100,238,293000,1260652,226,775,
20,100,202,240000,1263878,230,771,
20,100,180,213135,1236958,253,748,
20,100,186,218929,1272679,237,767,
20,100,198,244000,1276671,238,765,
20,100,162,183899,1217509,269,733,
20,100,184,223266,1241305,248,755,
20,100,216,264774,1242786,275,727,
20,100,167,188904,1235001,257,747,
20,100,202,237620,1249375,255,747,
20,100,181,211537,1219742,269,733,
20,100,179,200510,1244147,242,759,
20,100,203,246896,1240272,251,750,
20,100,178,210000,1240274,263,738,
20,100,178,203600,1247157,240,761,
20,100,224,271509,1269074,251,752,
20,100,179,213599,1248382,254,747,
20,100,185,216539,1259288,244,758,
20,100,208,259359,1272339,233,768,
20,100,157,177946,1252933,248,755,
20,100,207,253205,1242931,247,756,
20,100,197,232094,1255053,233,768,
20,100,190,228489,1242489,265,736,
20,100,195,224606,1230101,266,735,
20,100,198,239190,1251613,242,761,
20,100,204,241786,1264319,232,769,
20,100,181,216359,1244597,248,753,
20,100,201,238521,1236955,261,741,
20,100,203,245077,1256677,243,759,
20,100,177,200677,1237877,254,747,
20,100,198,233911,1246189,260,741,
20,100,190,220152,1268499,242,762,
20,100,183,212734,1218825,269,732,
20,100,196,231930,1240272,263,743,
20,100,229,285860,1285130,208,793,
20,100,193,224986,1239918,240,761,
20,100,217,269308,1252284,254,747,
20,100,237,291464,1269991,226,779,
20,100,201,236500,1252113,236,765,
20,100,226,283439,1258682,252,749,
20,100,192,227521,1246548,248,753,
20,100,168,197925,1237475,271,730,
20,100,149,165972,1222239,271,730,
20,100,203,245821,1239607,256,748,
20,100,201,242573,1245873,248,755,
20,100,209,258649,1262249,247,755,
20,100,191,213340,1236505,259,743,
20,100,190,228048,1272265,232,770,
20,100,179,194551,1229984,263,740,
,,,,,,,
Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
20,100,192.1568627451,228707.81372549,1245893.93137255,251.5,750.5882352941,0
