Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
20,100,99,120000,653884,117,386,
20,100,110,125864,619078,125,377,
20,100,107,121228,635088,117,388,
20,100,100,120000,627801,120,382,
20,100,84,90000,609230,143,361,
20,100,77,86468,621636,132,369,
20,100,99,113940,633175,119,383,
20,100,101,120000,613246,135,368,
20,100,71,68179,600363,144,357,
20,100,93,101909,618528,121,380,
20,100,80,90000,605655,133,370,
20,100,67,61207,603313,130,372,
20,100,94,105839,643984,110,392,
20,100,96,110425,630945,112,389,
20,100,89,93840,615184,121,381,
20,100,81,90000,633419,121,381,
20,100,89,103196,616473,126,377,
20,100,61,60000,589320,146,355,
20,100,84,90000,634725,117,386,
20,100,68,65451,618725,132,369,
20,100,106,121732,616516,126,377,
20,100,89,93187,606844,141,361,
20,100,112,128144,609350,137,364,
20,100,74,76217,595688,145,358,
20,100,69,64229,613011,143,359,
20,100,80,90000,619331,137,365,
20,100,81,89275,606753,140,362,
20,100,98,112097,619470,126,376,
20,100,101,120000,626039,123,380,
20,100,81,90000,624419,109,392,
20,100,84,90000,617092,126,376,
20,100,79,89510,626913,129,372,
20,100,81,90000,600359,142,360,
20,100,87,96438,617853,124,377,
20,100,117,142046,603961,144,358,
20,100,97,118589,620609,117,385,
20,100,97,110831,628347,119,385,
20,100,64,60000,625589,128,374,
20,100,102,120000,632359,131,370,
20,100,74,71620,627988,124,378,
20,100,92,96267,628220,117,386,
20,100,90,98899,603469,121,381,
20,100,93,104100,632324,117,384,
20,100,85,90540,619776,114,387,
20,100,119,150000,619553,112,389,
20,100,59,49433,611676,139,362,
20,100,68,61599,623289,124,377,
20,100,74,73361,621688,129,372,
20,100,81,90000,620858,129,375,
20,100,58,55814,637472,138,363,
20,100,98,108441,618980,125,377,
20,100,120,150000,644244,110,394,
20,100,84,90000,622972,121,381,
20,100,87,91323,630711,133,372,
20,100,109,120513,620634,121,383,
20,100,73,88985,610128,135,366,
20,100,83,90000,613484,128,375,
20,100,94,111604,631192,116,386,
20,100,116,138320,633874,112,389,
20,100,77,84900,622919,127,374,
20,100,102,120000,622213,130,372,
20,100,110,129644,621611,121,380,
20,100,102,120000,632760,113,390,
20,100,97,111553,595312,144,360,
20,100,109,125665,641173,105,399,
20,100,87,91379,631871,116,386,
20,100,82,90000,619187,136,365,
20,100,100,120000,636186,118,386,
20,100,72,72059,603835,134,368,
20,100,86,91163,624919,123,378,
20,100,83,90000,601046,144,357,
20,100,125,150717,629668,112,392,
20,100,75,88173,594940,139,362,
20,100,74,79485,603713,134,368,
20,100,95,96497,621512,124,380,
20,100,91,100495,614254,131,372,
20,100,91,98135,619038,126,376,
20,100,92,112242,629772,115,387,
20,100,73,71668,605073,138,364,
20,100,62,60000,602817,136,365,
20,100,118,146360,631289,115,389,
20,100,74,68489,607120,132,370,
20,100,103,120000,630681,118,385,
20,100,107,120000,622481,120,381,
20,100,85,91684,618891,134,370,
20,100,85,92962,613305,131,371,
20,100,68,62643,621072,128,373,
20,100,86,90811,616828,120,381,
20,100,114,143212,629489,117,384,
20,100,67,60674,617676,116,385,
20,100,110,130650,619538,126,378,
20,100,96,110765,613231,129,377,
20,100,99,120000,643527,130,375,
20,100,106,120732,644035,108,396,
20,100,99,120000,618684,130,373,
20,100,81,90000,617102,148,357,
20,100,97,111306,606203,135,366,
20,100,99,120000,632268,110,394,
20,100,91,100060,613467,132,369,
20,100,92,105219,613161,131,371,
20,100,66,60000,606561,138,364,
20,100,99,111545,617950,133,368,
20,100,105,120000,622674,126,378,
20,100,107,120000,618239,134,369,
20,100,89,90797,631588,107,396,
20,100,90,96066,612877,137,364,
20,100,95,107416,620803,120,382,
20,100,85,90000,641596,128,374,
20,100,133,168894,615284,117,385,
20,100,93,99747,606856,136,365,
20,100,92,95922,604911,137,367,
20,100,72,70020,623722,122,379,
20,100,94,104179,613163,132,370,
20,100,96,110089,609175,132,369,
20,100,106,120000,628210,113,392,
20,100,69,65425,623110,121,380,
20,100,87,90000,609782,131,371,
20,100,84,90509,615452,123,379,
20,100,84,90000,626567,117,385,
20,100,81,90000,607872,145,356,
20,100,101,120000,600882,142,360,
20,100,82,84953,600815,136,365,
20,100,92,97008,610620,133,369,
20,100,91,95235,615571,131,370,
20,100,106,121538,630906,111,391,
20,100,88,97825,617986,131,370,
20,100,102,120000,613929,123,379,
20,100,82,90000,605859,143,358,
20,100,84,90000,635571,127,375,
20,100,87,95238,611016,121,381,
20,100,96,115579,633319,128,374,
20,100,96,115338,630337,118,384,
20,100,69,63729,623395,122,380,
20,100,81,90000,610140,135,366,
20,100,87,96314,624884,131,372,
20,100,89,94133,628472,122,380,
20,100,90,93801,604312,142,359,
20,100,77,84493,614862,145,361,
20,100,114,129029,613092,119,382,
20,100,93,106860,625641,116,385,
20,100,87,92311,620499,127,375,
20,100,87,90500,613795,127,377,
20,100,100,120000,639979,118,385,
20,100,94,104509,631409,114,390,
20,100,85,93702,622274,120,381,
20,100,120,150000,618656,116,386,
20,100,97,107724,624263,125,376,
20,100,76,85347,622132,119,384,
20,100,102,120000,643425,123,379,
20,100,98,120000,619739,130,374,
20,100,87,90000,622902,124,380,
20,100,70,63363,616601,121,381,
20,100,84,90000,649744,116,385,
20,100,116,145233,620647,127,379,
20,100,87,91075,610644,142,361,
20,100,81,86038,629984,115,387,
20,100,111,126928,631594,107,395,
20,100,104,120000,635826,116,387,
20,100,75,86030,622105,123,380,
20,100,73,72923,610326,132,369,
20,100,118,150000,642943,109,397,
20,100,124,150000,619341,133,369,
20,100,106,122754,611875,135,366,
20,100,89,91296,632142,116,385,
20,100,65,60000,616219,131,372,
20,100,113,130371,637308,103,398,
20,100,70,71539,619644,132,369,
20,100,102,120000,626623,116,388,
20,100,94,105516,616638,133,369,
20,100,85,90000,625212,129,372,
20,100,86,90000,597620,145,357,
20,100,83,90000,628167,124,378,
20,100,96,117993,632531,116,389,
20,100,91,94044,621378,123,379,
20,100,93,106760,627772,121,381,
20,100,106,121037,616669,125,378,
20,100,104,120000,621760,117,385,
20,100,86,90000,631161,120,382,
20,100,84,90000,624969,124,378,
20,100,97,98807,623899,121,383,
20,100,124,150290,645487,104,400,
20,100,81,90000,627965,126,375,
20,100,91,99743,630750,115,388,
20,100,95,104716,614975,133,369,
20,100,99,120000,630900,108,395,
20,100,118,150000,617422,123,379,
20,100,109,124341,618905,127,378,
20,100,100,120000,619878,126,376,
20,100,80,90000,620763,116,385,
20,100,91,95761,602949,137,364,
20,100,83,90000,625839,130,372,
20,100,95,114647,626248,124,379,
20,100,75,77504,606639,128,375,
20,100,61,60000,610364,139,362,
20,100,83,90000,622052,127,375,
20,100,97,106997,628373,109,392,
20,100,104,120000,628148,121,380,
20,100,87,93715,613986,117,384,
20,100,108,125271,615196,125,378,
20,100,83,90000,605174,136,367,
20,100,81,90000,636604,122,381,
20,100,102,110601,618439,119,384,
20,100,82,90000,635270,106,398,
20,100,95,103434,620879,125,377,
20,100,124,151526,635166,110,393,
20,100,99,120000,621272,116,386,
20,100,84,90000,621480,126,375,
20,100,94,100880,636032,122,381,
20,100,71,64362,640729,105,396,
20,100,107,124738,649485,113,391,
20,100,115,133138,616171,125,376,
20,100,105,120000,635698,120,385,
20,100,89,93349,641631,105,399,
20,100,87,93923,629436,114,387,
20,100,95,118278,650457,99,402,
,,,,,,,
Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
20,100,91.2651162791,101742.781395349,621394.660465116,125.0558139535,377.2139534884,0
