Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,2333,7168586,31083566,2569,7433,
8,100,2307,7171090,31260317,2530,7471,
8,100,2326,7230991,31304141,2539,7462,
8,100,2343,7306791,31357268,2487,7514,
8,100,2371,7326111,31298242,2529,7473,
8,100,2343,7333415,31392056,2458,7543,
8,100,2375,7357998,31263680,2550,7451,
8,100,2360,7378139,31492526,2449,7552,
8,100,2394,7416532,31225767,2533,7468,
8,100,2365,7436024,31287878,2524,7478,
8,100,2386,7462479,31197645,2558,7443,
8,100,2397,7469523,31267209,2550,7452,
8,100,2394,7482057,31232436,2517,7485,
8,100,2397,7487251,31303706,2523,7478,
8,100,2405,7508249,31447696,2481,7520,
8,100,2434,7527930,31223264,2533,7469,
8,100,2409,7532757,31329922,2527,7474,
8,100,2426,7537034,31252690,2518,7484,
8,100,2409,7538856,31423477,2501,7500,
8,100,2414,7543093,31504944,2487,7514,
8,100,2434,7602912,31261875,2516,7486,
8,100,2451,7622209,31271710,2494,7507,
8,100,2437,7625958,31413985,2471,7531,
8,100,2424,7632707,31549051,2460,7541,
8,100,2448,7653855,31408003,2463,7540,
8,100,2419,7661806,31582284,2410,7591,
8,100,2474,7677477,31292550,2515,7488,
8,100,2455,7684896,31233656,2538,7464,
8,100,2461,7688596,31345890,2491,7510,
8,100,2450,7688751,31330034,2496,7505,
8,100,2440,7703133,31318098,2541,7460,
8,100,2490,7732259,31306868,2517,7484,
8,100,2484,7753519,31373060,2499,7503,
8,100,2490,7754847,31397914,2445,7556,
8,100,2485,7756246,31304252,2539,7462,
8,100,2478,7768068,31416473,2502,7499,
8,100,2479,7770154,31356596,2504,7498,
8,100,2488,7783047,31405015,2473,7528,
8,100,2502,7799231,31538505,2428,7573,
8,100,2490,7800851,31514927,2480,7523,
8,100,2511,7812966,31295520,2493,7508,
8,100,2482,7820192,31495907,2432,7569,
8,100,2505,7822347,31260037,2499,7503,
8,100,2502,7826471,31204478,2593,7409,
8,100,2510,7828390,31229067,2505,7497,
8,100,2535,7847185,31387139,2437,7564,
8,100,2498,7849939,31457989,2477,7524,
8,100,2514,7867972,31358576,2488,7513,
8,100,2505,7869278,31588547,2427,7574,
8,100,2526,7871658,31301780,2546,7457,
8,100,2553,7878652,31200839,2503,7499,
8,100,2501,7905105,31519586,2457,7544,
8,100,2530,7907051,31384575,2469,7533,
8,100,2526,7920651,31277674,2541,7460,
8,100,2526,7923138,31337263,2497,7505,
8,100,2530,7936676,31412522,2496,7505,
8,100,2533,7952855,31304819,2469,7535,
8,100,2577,7965281,31279285,2504,7497,
8,100,2556,7969939,31227239,2541,7461,
8,100,2519,7992197,31180551,2539,7462,
8,100,2555,8004971,31281777,2497,7505,
8,100,2571,8010931,31417734,2469,7532,
8,100,2567,8022478,31287570,2521,7480,
8,100,2532,8050456,31460655,2468,7533,
8,100,2546,8050535,31224264,2496,7505,
8,100,2566,8055054,31285547,2512,7489,
8,100,2559,8058477,31555103,2462,7540,
8,100,2565,8061604,31564457,2421,7581,
8,100,2570,8065178,31289241,2475,7530,
8,100,2571,8071913,31294237,2517,7484,
8,100,2574,8074806,31427340,2474,7527,
8,100,2562,8095929,31321039,2503,7498,
8,100,2596,8138846,31397688,2491,7511,
8,100,2565,8144322,31444048,2501,7506,
8,100,2637,8216309,31259326,2545,7456,
8,100,2603,8226895,31332853,2538,7466,
8,100,2627,8257381,31261282,2492,7509,
8,100,2623,8278489,31446448,2482,7519,
8,100,2650,8297120,31425897,2465,7537,
8,100,2628,8308761,31341213,2482,7521,
8,100,2660,8310818,31372485,2487,7514,
8,100,2626,8331848,31484509,2487,7514,
8,100,2624,8344271,31524927,2449,7554,
8,100,2648,8365309,31482393,2454,7547,
8,100,2670,8388638,31303111,2526,7475,
8,100,2666,8405989,31405724,2448,7555,
8,100,2684,8446405,31400540,2495,7508,
8,100,2657,8458947,31481478,2502,7499,
8,100,2677,8464204,31277943,2510,7493,
8,100,2711,8510857,31644746,2397,7604,
8,100,2711,8573958,31179760,2523,7478,
8,100,2724,8644782,31358807,2489,7513,
,,,,,,,
Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
8,100,2511.2065217391,7868259.26086957,31355507.7282609,2496.0434782609,7505.597826087,0.0693069307
