Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
8,100,107,330000,1586705,126,376,
8,100,83,240250,1554856,125,376,
8,100,101,298067,1587868,112,390,
8,100,92,276104,1574545,129,375,
8,100,88,283621,1634113,130,372,
8,100,106,331212,1631325,108,393,
8,100,97,301611,1580130,119,384,
8,100,62,168675,1575633,121,381,
8,100,91,281068,1596193,117,386,
8,100,99,300000,1572550,115,389,
8,100,89,269763,1561840,132,370,
8,100,127,410646,1622791,116,387,
8,100,92,276446,1569935,124,379,
8,100,90,258775,1594737,108,394,
8,100,82,234397,1628848,116,387,
8,100,113,361717,1632996,111,393,
8,100,94,287223,1562934,119,383,
8,100,103,319083,1595678,130,372,
8,100,104,330000,1564710,124,378,
8,100,115,372410,1607036,110,393,
8,100,87,265316,1549636,131,371,
8,100,84,246642,1579486,123,381,
8,100,88,263262,1590601,132,370,
8,100,98,303769,1636142,97,404,
8,100,88,263965,1616557,116,387,
8,100,110,342940,1596498,117,385,
8,100,75,219113,1606762,112,389,
8,100,100,307822,1647244,114,389,
,,,,,,,
Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
8,100,92.4784688995,280210.889952153,1577908.78947368,124.0669856459,378.1866028708,0.0837004405
