Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,0,0,30000,0,10,
8,100,178,526391,3021101,285,717,
8,100,129,352313,3065368,271,730,
8,100,214,691010,3144541,252,749,
8,100,170,525084,3149290,239,763,
8,100,228,722438,3150294,237,765,
8,100,180,554565,3138368,246,756,
8,100,229,745005,3208982,226,779,
8,100,162,483788,3108085,269,732,
8,100,146,417717,3114949,262,740,
8,100,234,740234,3167181,231,772,
8,100,206,647730,3146678,247,755,
8,100,168,525829,3118844,259,742,
8,100,216,691662,3139781,245,758,
8,100,215,685215,3139796,247,756,
8,100,178,539056,3071255,268,734,
8,100,184,580849,3190887,246,755,
8,100,168,498498,3119309,263,739,
8,100,200,618022,3172007,235,767,
8,100,166,505882,3127344,255,747,
8,100,219,698128,3181537,243,761,
8,100,180,545195,3171671,239,764,
8,100,193,602507,3144518,234,768,
8,100,172,512059,3096954,259,742,
8,100,196,598742,3126453,253,748,
8,100,229,740316,3164758,241,762,
8,100,170,505976,3098976,260,742,
8,100,180,551697,3122335,255,746,
8,100,143,395486,3074686,267,734,
8,100,184,549337,3108015,255,748,
8,100,152,447098,3116510,274,728,
8,100,183,582242,3159949,237,766,
8,100,183,556870,3072001,265,736,
8,100,150,421680,3125945,264,738,
8,100,159,460143,3098303,263,738,
8,100,172,513531,3114777,255,746,
8,100,202,636291,3131380,247,758,
8,100,189,579989,3151049,258,746,
8,100,203,631284,3154654,253,749,
8,100,200,615374,3101785,262,739,
8,100,198,635636,3125377,260,741,
8,100,158,453149,3070438,265,736,
8,100,200,613034,3143413,249,753,
8,100,197,614759,3114639,248,754,
8,100,172,504828,3152403,250,752,
8,100,186,584037,3125119,281,725,
8,100,197,611194,3061774,274,727,
8,100,186,568847,3163886,233,769,
8,100,208,632423,3136600,233,768,
8,100,154,443054,3116819,253,750,
8,100,191,573039,3117387,255,746,
8,100,210,645259,3135788,247,755,
8,100,226,700592,3078301,256,745,
8,100,190,588519,3156873,254,747,
8,100,177,539502,3140106,242,759,
8,100,178,549314,3116007,257,744,
8,100,198,617197,3171363,238,767,
8,100,192,590407,3111437,260,744,
8,100,170,519164,3163874,252,749,
8,100,176,530589,3157121,242,760,
8,100,173,529732,3179275,245,756,
8,100,244,790462,3162541,240,762,
8,100,231,736365,3129950,233,769,
8,100,208,651181,3136300,253,749,
8,100,198,627497,3106945,268,736,
8,100,188,589810,3164356,251,750,
8,100,197,608588,3135946,246,756,
8,100,211,663988,3184941,232,769,
8,100,220,699023,3142465,260,744,
8,100,220,704861,3127617,253,748,
8,100,214,662986,3174942,249,754,
8,100,190,582444,3164676,246,756,
8,100,155,448323,3091593,261,742,
8,100,183,556770,3109197,259,743,
8,100,189,599557,3166330,244,757,
8,100,220,691958,3143808,249,753,
8,100,218,672428,3137133,232,769,
8,100,164,490676,3175246,245,758,
8,100,185,565319,3103110,260,741,
8,100,172,520324,3100153,268,737,
8,100,178,523765,3144028,250,753,
8,100,179,550660,3138600,269,732,
8,100,180,550184,3160200,245,759,
8,100,187,578777,3175119,241,761,
8,100,183,547791,3127440,249,752,
8,100,184,541414,3144037,243,761,
8,100,210,666157,3122946,253,748,
8,100,189,567271,3139155,243,758,
8,100,184,545937,3146888,246,755,
8,100,165,491596,3108589,262,739,
8,100,205,640664,3166878,248,754,
8,100,183,548676,3110781,268,734,
8,100,187,567633,3115852,285,717,
8,100,210,632523,3207188,227,776,
8,100,184,562568,3107301,248,754,
8,100,195,602302,3114858,246,755,
8,100,150,439364,3103631,263,738,
8,100,188,581736,3090543,263,738,
8,100,193,613587,3130736,262,741,
8,100,212,680244,3165419,235,766,
8,100,188,562963,3147767,244,757,
8,100,196,605412,3149477,241,761,
8,100,219,700523,3192239,241,762,
8,100,180,545861,3129327,258,745,
8,100,207,632001,3191049,258,744,
8,100,181,548303,3170535,244,759,
8,100,188,574643,3161380,255,748,
8,100,229,730847,3204165,233,770,
8,100,220,708135,3227282,216,786,
8,100,194,606057,3180823,239,762,
8,100,204,622025,3176477,248,757,
8,100,218,684068,3175029,232,769,
8,100,140,402737,3131507,252,749,
8,100,227,709252,3179762,227,775,
8,100,179,552672,3142893,242,759,
8,100,225,732537,3252609,215,787,
,,,,,,,
Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
8,100,190.5652173913,586547.417391304,3138591.95652174,250.4434782609,751.6173913043,0.072
