Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
20,100,1154,1452280,6309659,1225,3777,
20,100,1102,1374796,6241867,1289,3712,
20,100,1089,1345478,6237886,1279,3722,
20,100,1103,1372999,6296332,1249,3752,
20,100,1076,1320009,6268548,1236,3765,
20,100,1079,1360188,6305072,1237,3765,
20,100,1114,1370209,6255886,1241,3760,
20,100,1075,1320225,6216073,1274,3727,
20,100,1133,1407641,6284519,1231,3770,
20,100,1153,1430738,6309298,1208,3793,
20,100,1135,1407911,6279323,1246,3757,
20,100,1039,1259967,6244234,1257,3744,
20,100,1154,1422717,6259408,1267,3737,
20,100,1138,1421717,6187253,1329,3673,
20,100,1166,1476249,6305585,1216,3785,
20,100,1277,1623207,6300447,1214,3787,
20,100,1130,1400416,6273798,1232,3769,
20,100,1252,1573080,6301134,1186,3815,
20,100,1102,1334662,6267798,1249,3752,
20,100,1177,1448619,6245683,1244,3757,
20,100,1158,1430042,6234632,1277,3725,
20,100,1236,1555884,6303421,1210,3791,
20,100,1251,1583078,6275003,1242,3759,
20,100,1122,1364428,6229979,1299,3704,
20,100,1238,1553638,6269998,1244,3758,
20,100,1202,1510623,6277029,1229,3773,
20,100,1201,1502648,6263955,1256,3746,
20,100,1268,1590214,6302654,1215,3787,
20,100,1267,1589221,6284693,1234,3768,
20,100,1332,1691952,6295962,1229,3773,
20,100,1048,1295567,6241558,1262,3739,
20,100,1054,1300750,6310665,1213,3788,
20,100,1069,1316597,6227692,1283,3718,
20,100,1164,1456515,6301132,1201,3800,
20,100,1115,1379651,6242020,1259,3744,
20,100,1151,1447988,6281335,1247,3754,
20,100,1157,1435127,6230528,1289,3713,
20,100,1065,1305540,6222057,1264,3737,
20,100,1096,1346342,6193715,1287,3714,
20,100,1171,1455742,6219873,1284,3719,
20,100,1125,1397646,6348620,1176,3825,
20,100,1141,1414138,6261197,1252,3751,
20,100,1203,1506989,6233507,1228,3773,
20,100,1130,1386358,6321872,1185,3816,
20,100,1115,1353305,6198462,1313,3688,
20,100,1143,1404443,6231910,1292,3709,
20,100,1188,1483179,6281606,1211,3790,
20,100,1184,1476049,6265909,1228,3773,
20,100,1173,1460232,6243795,1279,3722,
20,100,1129,1364913,6255734,1228,3773,
20,100,1170,1464796,6303286,1222,3779,
20,100,1153,1437556,6275976,1229,3772,
20,100,1236,1553877,6304604,1178,3824,
20,100,1095,1330052,6223866,1289,3715,
20,100,1193,1475889,6242611,1265,3737,
20,100,1175,1467616,6251273,1256,3746,
20,100,1186,1473531,6310488,1231,3771,
20,100,1279,1612040,6261776,1234,3767,
20,100,1018,1242366,6228692,1259,3742,
20,100,1128,1410989,6202260,1289,3713,
20,100,1138,1429409,6329401,1179,3823,
20,100,1037,1290116,6266741,1272,3731,
20,100,1079,1325836,6309711,1241,3760,
20,100,1131,1413341,6275805,1248,3754,
20,100,1097,1340387,6205155,1300,3702,
20,100,1099,1347592,6219249,1284,3719,
20,100,1188,1484426,6269620,1234,3767,
20,100,1121,1384734,6270513,1261,3741,
20,100,1156,1451163,6255733,1247,3756,
20,100,1074,1302650,6177841,1343,3658,
20,100,1079,1306084,6286226,1236,3766,
20,100,1090,1338523,6170647,1355,3646,
20,100,1124,1408533,6215898,1300,3701,
20,100,1060,1280818,6268004,1267,3734,
20,100,1188,1495982,6258742,1255,3747,
20,100,1109,1360085,6209823,1286,3715,
20,100,1140,1415214,6286777,1216,3785,
20,100,1098,1343990,6236635,1272,3729,
20,100,1183,1482838,6278715,1227,3776,
20,100,1117,1385861,6287402,1220,3781,
20,100,1164,1442476,6218832,1286,3716,
20,100,1096,1319091,6230728,1268,3734,
20,100,1174,1449798,6324897,1207,3796,
20,100,1274,1623817,6326494,1208,3793,
20,100,1212,1527682,6299776,1202,3799,
20,100,1191,1498674,6256435,1259,3743,
20,100,1132,1418947,6260559,1249,3752,
20,100,1137,1411015,6255298,1260,3741,
20,100,1219,1546730,6293337,1209,3792,
20,100,1168,1442939,6254116,1255,3746,
20,100,1110,1357888,6226891,1293,3708,
20,100,1109,1380072,6261974,1274,3728,
20,100,1205,1524497,6297471,1191,3810,
20,100,1112,1373597,6274899,1245,3756,
20,100,1173,1466747,6206368,1303,3698,
20,100,1039,1258592,6186009,1276,3726,
20,100,1106,1349116,6225596,1280,3722,
20,100,1122,1370901,6248859,1270,3731,
20,100,1195,1493743,6246734,1265,3736,
,,,,,,,
Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
20,100,1145.6868686869,1422166.8989899,6260798.57575758,1250.7070707071,3750.8383838384,0
