Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,0,0,10,
20,100,0,0,150000,1,107,
20,100,0,0,150000,1,107,
20,100,0,0,150000,1,107,
20,100,749,1080545,1486993,41,962,
20,100,817,1184160,1467628,36,965,
20,100,769,1110000,1462461,40,965,
20,100,752,1080000,1513635,45,965,
20,100,797,1146268,1696811,42,966,
20,100,840,1212716,1483362,36,966,
20,100,820,1190707,1576159,38,967,
20,100,738,1058352,1477138,37,967,
20,100,870,1260545,1498610,34,967,
20,100,830,1200000,1491229,40,967,
20,100,912,1320000,1500000,34,968,
20,100,912,1320000,1500000,34,968,
20,100,902,1310394,1475131,34,968,
20,100,851,1234019,1536239,33,969,
20,100,886,1290371,1479994,35,969,
20,100,843,1230000,1500000,32,969,
20,100,868,1260000,1503602,38,969,
20,100,902,1313448,1459317,31,970,
20,100,887,1290000,1470000,31,971,
20,100,865,1257168,1478041,37,971,
20,100,910,1321886,1516822,32,971,
20,100,907,1320000,1466371,30,971,
20,100,939,1368044,1541514,32,971,
20,100,776,1119752,1482831,30,971,
20,100,943,1374104,1470000,32,971,
20,100,825,1197069,1470937,34,972,
20,100,889,1290000,1666016,36,972,
20,100,915,1333730,1658627,30,973,
20,100,824,1196702,1470000,31,973,
20,100,871,1261363,1599862,35,973,
20,100,932,1357913,1465939,30,973,
20,100,943,1380000,1462845,28,973,
20,100,889,1290561,1497196,33,974,
20,100,947,1380703,1471201,30,974,
20,100,916,1325298,1525676,33,976,
20,100,952,1391670,1471820,32,977,
20,100,927,1350000,1477551,30,977,
20,100,972,1411934,1512341,33,977,
20,100,881,1281494,1476773,32,978,
20,100,981,1424860,1486494,29,978,
20,100,948,1380000,1519190,30,978,
20,100,952,1387331,1500000,30,979,
20,100,936,1359300,1506220,32,981,
20,100,981,1431770,1485843,26,986,
20,100,980,1438017,1505438,29,987,
20,100,979,1433777,1590000,28,987,
20,100,994,1449120,1500889,29,990,
20,100,978,1429679,1541535,28,991,
20,100,972,1413163,1540464,28,993,
20,100,970,1411237,1710000,28,995,
20,100,970,1411237,1710000,28,995,
20,100,981,1439140,1514203,24,997,
20,100,1011,1470843,1511593,25,1007,
,,,,,,,
Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
20,100,898.1320754717,1305290.37735849,1516651.71698113,32.5471698113,975.2830188679,0.5409836066
