Number of connections,Number of DNS servers,Avg. size Node list recieved ,Time taken to find all nodes,Time take to test all nodes if online,Number of nodes online  ,Number of nodes offline  
3,,100,5579407,36783359,2031,2972
3,,100,6048280,36731479,2016,2986
3,,100,5756848,36990036,1992,3009
3,,100,6090975,36784379,1995,3006
3,,100,5653747,37075696,1950,3052
3,,100,5752707,36937057,1989,3012
3,,100,6474115,37042592,2006,2995
3,,100,6169585,36783488,2019,2984
3,,100,5736092,36857734,2012,2989
3,,100,6166097,37202767,1971,3030
3,,100,5194819,36783057,2029,2972
3,,100,5589989,37134493,1990,3012
3,,100,5683955,36940407,2017,2984
3,,100,5765329,36816210,2002,2999
3,,100,4756650,36713280,2024,2977
3,,100,5947662,36941562,1981,3020
3,,100,6081516,37100347,1997,3004
3,,100,6264921,36686437,2040,2961
3,,100,6477627,37360216,1927,3076
3,,100,6820780,37243415,1946,3055
3,,100,6383535,36881426,2007,2996
3,,100,5787346,36830806,2010,2993
3,,100,5997854,36738586,2020,2981
3,,100,5710541,36493590,2018,2984
3,,100,6357021,36747603,2005,2997
3,,100,6070926,36527898,2047,2956
3,,100,5964822,36917228,2007,2994
3,,100,6226864,36784829,2031,2972
3,,100,6382608,36991385,1987,3014
3,,100,5496954,37064781,1982,3019
3,,100,5631073,36590581,2040,2961
3,,100,5757706,36760557,2011,2991
3,,100,5980088,36590629,2007,2996
3,,100,5917907,36941801,1992,3009
3,,100,5700688,36529084,2039,2962
3,,100,5570987,37084998,1978,3023
3,,100,6321774,37010036,1990,3011
3,,100,5956609,36708571,1984,3017
3,,100,5843893,36923948,1989,3013
3,,100,6311448,36856964,2000,3002
3,,100,5495481,36787608,2040,2962
3,,100,6170235,36860016,1966,3036
3,,100,6250021,36899277,1990,3011
3,,100,5759222,37392815,1935,3066
3,,100,5605376,36813572,1993,3009
3,,100,6013502,36846452,1988,3015
3,,100,6157516,36966341,2000,3001
3,,100,5579061,36905825,2002,2999
3,,100,6112664,36975894,1976,3025
3,,100,5520074,36983981,1998,3003
3,,100,5403166,37275387,1975,3026
3,,100,5428110,37243165,1957,3044
3,,100,5930415,36869260,2012,2991
3,,100,5949032,36959559,1970,3031
3,,100,5845314,37205992,1998,3003
3,,100,5365415,36593406,2032,2970
3,,100,6086494,37354572,1924,3078
3,,100,6049004,36721736,2014,2987
3,,100,5836611,37011010,1976,3025
3,,100,5306976,36389234,2062,2939
3,,100,5786223,36851104,1989,3013
3,,100,6186046,36875553,1973,3029
3,,100,5192599,37088363,1978,3024
3,,100,6113467,36969554,2007,2994
3,,100,5581403,37155842,1983,3019
3,,100,5199240,36631605,2028,2973
3,,100,6087958,36798554,2014,2987
3,,100,5101648,36874712,2025,2976
3,,100,4981496,36902845,2011,2991
3,,100,5298243,37422139,1969,3032
3,,100,5632474,36871615,1970,3033
3,,100,5467799,36585443,2049,2953
3,,100,5788993,37083678,2025,2977
3,,100,5651628,36957507,2001,3000
3,,100,5483411,37016188,1976,3026
3,,100,5638885,37375218,1953,3048
3,,100,6286887,37059107,1990,3011
3,,100,5606893,37093664,1978,3024
3,,100,5491828,36783689,2005,2996
3,,100,5332964,36720814,2038,2963
3,,100,5420688,36698744,2045,2959
3,,100,6196634,37023937,1980,3021
3,,100,5275434,36644133,2053,2948
3,,100,5901182,36848938,2009,2992
3,,100,6436596,36867900,1989,3012
3,,100,5822329,36621146,2010,2992
3,,100,5879367,36719610,1999,3003
3,,100,5044749,36923333,1975,3027
3,,100,5273522,36737925,2014,2987
3,,100,5756594,37060214,1963,3038
3,,100,5817496,37116816,1981,3020
3,,100,5924857,36715373,2023,2980
3,,100,5929313,36858441,1991,3013
3,,100,5772751,36629481,2054,2947
3,,100,5464369,36918131,2018,2984
3,,100,5648404,36725940,2025,2977
3,,100,5386788,36776746,2006,2995
3,,100,5476121,37120496,1962,3042
3,,100,5309695,36812043,2024,2978
3,,100,5335143,36633537,2018,2983
,,,,,,
AVERAGE,,,,,,
3,,100,5782275.51,36895084.92,1999.87,3001.74
