Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline
100,100,656,130102,1092676,1995,3006
100,100,671,129695,1069971,2110,2891
100,100,681,132576,1084262,2056,2945
100,100,684,129702,1090233,1990,3011
100,100,685,133386,1077866,2048,2953
100,100,685,128766,1072039,2095,2906
100,100,690,133483,1097289,1980,3021
100,100,691,133225,1088321,2015,2987
100,100,692,136790,1101012,1968,3034
100,100,695,139049,1091230,2024,2977
100,100,697,137735,1094497,1999,3003
100,100,698,136488,1094870,1992,3009
100,100,702,129380,1076890,2078,2924
100,100,703,144066,1100528,2016,2986
100,100,704,141476,1092107,2018,2983
100,100,706,138858,1077398,2070,2932
100,100,709,139348,1098511,1984,3017
100,100,710,143182,1089411,2000,3003
100,100,710,142502,1099815,1987,3014
100,100,710,137555,1093614,2025,2976
100,100,710,140373,1090252,2015,2987
100,100,711,134774,1085980,2044,2957
100,100,712,137761,1099114,1988,3013
100,100,713,146013,1087212,2037,2964
100,100,713,139926,1082679,2075,2926
100,100,714,144099,1092791,2052,2950
100,100,715,145451,1092244,1994,3009
100,100,717,140884,1084444,2037,2964
100,100,718,142112,1092118,2009,2993
100,100,718,145634,1086203,2003,2998
100,100,719,143382,1085794,2034,2968
100,100,719,143270,1089045,1982,3019
100,100,719,144510,1083571,2052,2949
100,100,720,145585,1090541,2032,2969
100,100,720,143994,1085831,2010,2991
100,100,720,141000,1105853,1971,3030
100,100,721,145796,1093713,2036,2965
100,100,721,144807,1094465,1989,3012
100,100,724,146537,1090240,2024,2977
100,100,724,147080,1104453,1994,3007
100,100,724,145486,1093495,1986,3015
100,100,724,145578,1103189,1973,3029
100,100,727,147461,1096056,2001,3000
100,100,727,150000,1097284,2004,2997
100,100,727,150000,1095038,1998,3003
100,100,730,148261,1094177,1965,3036
100,100,730,149764,1096433,1981,3021
100,100,732,145448,1078422,2064,2938
100,100,732,150000,1086018,2034,2967
100,100,732,142677,1093290,1998,3003
100,100,732,152104,1094394,2028,2973
100,100,732,142814,1082230,2036,2966
100,100,733,148575,1087499,2018,2983
100,100,733,143344,1084402,2065,2937
100,100,733,141997,1093996,1999,3003
100,100,734,144959,1083135,2023,2979
100,100,735,146978,1095676,1994,3007
100,100,736,151805,1107139,1944,3057
100,100,736,150000,1098699,1997,3005
100,100,737,149839,1093369,2001,3002
100,100,737,148687,1081344,2089,2913
100,100,737,147416,1100011,1976,3025
100,100,738,151342,1098461,1988,3014
100,100,738,149174,1101726,1992,3012
100,100,738,150000,1095237,1975,3027
100,100,739,144640,1081767,2042,2960
100,100,739,146007,1088174,2040,2962
100,100,740,149647,1092180,2009,2994
100,100,741,143382,1093232,1994,3007
100,100,743,152760,1089341,2010,2991
100,100,746,150572,1109863,1942,3060
100,100,746,150088,1106671,1960,3043
100,100,746,150382,1080315,2065,2936
100,100,747,151104,1109571,1949,3052
100,100,748,153007,1098138,1950,3052
