Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline
100,100,103,623,207837,402,599
100,100,105,836,201489,440,561
100,100,106,1203,210974,406,596
100,100,107,1328,203034,426,576
100,100,117,2349,214755,385,616
100,100,112,2627,203960,430,572
100,100,117,2697,204899,403,599
100,100,119,3178,205576,405,596
100,100,113,3241,207564,402,601
100,100,120,3434,210766,382,619
100,100,120,4048,205932,413,590
100,100,121,4328,209946,397,604
100,100,115,4347,210000,404,599
100,100,115,4652,207187,414,590
100,100,126,5390,211618,376,625
100,100,123,5541,210000,397,604
100,100,115,6006,207945,403,598
100,100,116,6045,205060,408,593
100,100,126,6581,212865,373,630
100,100,119,6666,207483,418,583
100,100,117,6749,212416,377,624
100,100,125,6948,209440,401,601
100,100,122,7143,202641,430,571
100,100,117,7155,205977,417,584
100,100,125,7260,204801,412,589
100,100,121,7899,207431,390,612
100,100,123,8149,210000,398,603
100,100,131,8451,206460,420,582
100,100,122,8595,210000,403,599
100,100,131,8658,204183,395,606
100,100,120,8807,211640,393,610
100,100,128,9983,209147,393,608
100,100,123,10186,204948,406,595
100,100,126,10462,207912,403,598
100,100,139,10470,209403,419,582
100,100,129,10607,212945,387,614
100,100,121,10721,206737,414,588
100,100,131,11288,208625,409,592
100,100,125,11326,202240,426,576
100,100,128,11560,202265,430,571
100,100,134,11594,205726,411,591
100,100,135,11742,202476,423,578
100,100,125,12424,211778,394,607
100,100,133,12877,210000,395,606
100,100,133,12877,210000,395,606
100,100,130,13226,209742,387,615
100,100,135,13297,208830,406,595
100,100,131,13453,209952,409,592
100,100,135,14018,207798,413,590
100,100,124,14155,204096,431,571
100,100,133,15872,213476,378,624
100,100,131,16042,208144,403,600
100,100,130,16080,204746,418,584
100,100,134,16519,204824,411,590
100,100,138,16546,208209,398,603
100,100,130,16576,209353,401,600
100,100,137,17074,206102,402,600
100,100,133,17091,213913,377,627
100,100,138,17418,211771,390,611
100,100,136,17671,205722,424,577
100,100,139,17806,201125,424,578
100,100,139,18122,204725,422,581
100,100,137,18262,203033,424,578
100,100,139,18659,197537,434,567
100,100,135,18811,210000,392,611
100,100,135,18811,210000,392,611
100,100,144,19087,210678,388,614
100,100,144,19474,207253,408,593
100,100,139,20101,210701,395,606
100,100,147,21090,208749,404,597
100,100,132,21796,219218,362,639
100,100,144,21886,206843,408,593
100,100,135,22081,210063,395,606
100,100,137,22819,207509,397,605
100,100,140,23059,204219,422,580
100,100,140,23475,209002,396,606
100,100,149,24175,211059,381,621
100,100,148,25540,206501,407,595
100,100,142,25580,210190,377,625
100,100,146,25697,207709,412,590
100,100,138,25748,212511,371,630
100,100,143,25955,211239,388,614
100,100,143,27936,214902,399,606
100,100,148,27974,203953,423,579
100,100,151,28288,209752,397,606
100,100,146,28621,212863,394,609
100,100,146,29118,203035,420,582
100,100,158,30000,210538,395,607
100,100,161,30000,215819,372,631
100,100,157,30000,209582,396,607
100,100,152,30000,209108,402,600
100,100,164,30000,212797,376,629
100,100,152,30000,210000,392,609
100,100,152,30000,210000,392,609
100,100,152,30000,210000,392,609
100,100,163,30000,208051,410,592
100,100,150,30000,218924,366,635
100,100,153,30000,208152,413,588
100,100,148,30000,209260,407,594
100,100,156,30000,208589,413,589
100,100,151,30000,213021,368,634
100,100,146,30000,208257,409,593
100,100,160,30000,202455,415,587
100,100,165,30000,206274,395,606
,,,,,,
100,100,134.0384615385,16192.8846153846,208364.951923077,402.0961538462,599.6538461538
