Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
20,100,0,0,150000,1,101,
20,100,505,712233,1459777,60,942,
20,100,506,714807,1532198,54,949,
20,100,518,724750,1437938,60,947,
20,100,528,747930,1460031,54,949,
20,100,535,750000,1465210,63,938,
20,100,537,764899,1440769,57,944,
20,100,546,772493,1456913,59,946,
20,100,549,780000,1460209,55,951,
20,100,560,791103,1441004,50,953,
20,100,562,792209,1470000,62,946,
20,100,560,792380,1496049,58,945,
20,100,558,793256,1490170,56,947,
20,100,559,795958,1473875,57,949,
20,100,565,805559,1437683,58,943,
20,100,569,810000,1431544,62,940,
20,100,570,810706,1460674,58,946,
20,100,581,822368,1451106,57,949,
20,100,582,829489,1489679,57,946,
20,100,589,833967,1492406,61,943,
20,100,594,840000,1443607,55,948,
20,100,596,840139,1458315,51,955,
20,100,595,840648,1440000,51,953,
20,100,593,840864,1506718,59,950,
20,100,594,842491,1435677,57,947,
20,100,600,851199,1467219,59,951,
20,100,599,852244,1466343,47,959,
20,100,601,853058,1442965,60,942,
20,100,597,853391,1467566,54,953,
20,100,605,867263,1467381,58,944,
20,100,609,870000,1437943,65,939,
20,100,608,870000,1488008,59,946,
20,100,609,870000,1445135,54,950,
20,100,614,870726,1515756,55,954,
20,100,616,871139,1485093,52,949,
20,100,614,872957,1443268,58,943,
20,100,619,873572,1444534,62,944,
20,100,616,875999,1435343,70,937,
20,100,615,878351,1502051,47,958,
20,100,624,886432,1491146,62,945,
20,100,624,887541,1492075,59,946,
20,100,628,889640,1446629,57,947,
20,100,627,897097,1441296,53,949,
20,100,631,900000,1448083,53,953,
20,100,629,900000,1440000,59,944,
20,100,634,901873,1440000,56,945,
20,100,637,903138,1454717,49,952,
20,100,635,905393,1509090,54,949,
20,100,639,911335,1548553,49,955,
20,100,639,916595,1508548,52,958,
20,100,646,918911,1465784,50,955,
20,100,645,921730,1489437,51,952,
20,100,644,922425,1486439,46,963,
20,100,646,926529,1477996,54,951,
20,100,648,928290,1501855,50,952,
20,100,645,930000,1440000,53,952,
20,100,650,930000,1449799,52,956,
20,100,657,931018,1484132,53,956,
20,100,658,934313,1470000,47,962,
20,100,659,942730,1442042,47,954,
20,100,665,944240,1490629,51,950,
20,100,661,948573,1511744,52,956,
20,100,663,951871,1446338,47,956,
20,100,668,960000,1458454,54,953,
20,100,673,960000,1462595,39,963,
20,100,669,960000,1464357,44,959,
20,100,675,960511,1463068,47,962,
20,100,671,961606,1498600,48,957,
20,100,673,963693,1460013,47,955,
20,100,675,967861,1502793,47,963,
20,100,682,970197,1442190,57,946,
20,100,683,975473,1448419,48,955,
20,100,684,982629,1470000,46,956,
20,100,685,982878,1464714,48,963,
20,100,684,984657,1470000,45,964,
20,100,684,984657,1470000,45,964,
20,100,682,984657,1469335,46,962,
20,100,688,985611,1446557,48,956,
20,100,691,990000,1442131,53,948,
20,100,694,991770,1470000,45,956,
20,100,697,995375,1537044,47,957,
20,100,702,996680,1445657,52,951,
20,100,698,1002159,1456390,47,959,
20,100,699,1002594,1516806,49,956,
20,100,705,1020000,1471805,51,954,
20,100,707,1020000,1460919,42,961,
20,100,710,1020598,1474297,45,956,
20,100,719,1030695,1473801,46,958,
20,100,719,1039778,1517878,52,951,
20,100,735,1059597,1493195,50,955,
20,100,742,1078025,1461589,43,961,
20,100,752,1080000,1455954,47,963,
20,100,748,1080000,1514070,51,958,
20,100,750,1080571,1457253,43,959,
20,100,757,1089395,1508396,43,962,
20,100,762,1090612,1441029,46,956,
20,100,762,1094791,1501696,44,960,
20,100,762,1095462,1530000,39,969,
20,100,780,1131929,1472477,45,961,
20,100,784,1134804,1499119,41,962,
20,100,803,1164308,1457117,48,956,
20,100,808,1170000,1485641,42,968,
20,100,844,1230000,1469303,43,962,
,,,,,,,
Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline,Failure %
20,100,648.1666666667,926288.18627451,1470795.59803922,51.862745098,952.8431372549,0.0096153846
