Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline
5,100,106,437848,4451478,407,594
5,100,123,522052,4438097,424,578
5,100,156,701129,4439162,400,604
5,100,163,772276,4500962,385,617
5,100,125,542815,4395601,400,605
5,100,100,395983,4475141,402,602
5,100,137,560847,4313088,420,581
5,100,137,605328,4452987,392,609
5,100,129,563557,4416053,402,599
5,100,133,593073,4413331,417,585
5,100,126,534688,4378751,413,590
5,100,130,550108,4374180,404,598
5,100,115,451711,4369896,409,592
5,100,151,679401,4439535,401,601
5,100,138,593483,4384274,415,588
5,100,152,707954,4388626,413,588
5,100,126,504750,4204556,434,568
5,100,141,614641,4346316,422,579
5,100,120,497143,4457837,401,602
5,100,129,563265,4388617,419,584
5,100,138,627477,4372122,411,591
5,100,151,710480,4458080,406,596
5,100,142,666945,4432323,396,605
5,100,148,680538,4396722,407,595
5,100,124,532384,4376235,411,590
5,100,130,552613,4449536,401,600
5,100,148,639088,4499127,394,608
5,100,129,570781,4510052,372,630
5,100,127,559166,4474976,400,602
5,100,149,662592,4491164,397,606
5,100,142,631197,4503859,379,622
5,100,144,645203,4553713,383,619
5,100,123,533381,4452111,400,602
5,100,115,469696,4367223,409,592
5,100,131,556454,4430191,399,603
5,100,131,558343,4508764,379,622
5,100,133,591958,4471641,397,605
5,100,129,557633,4391226,404,597
5,100,150,673471,4385344,405,596
5,100,152,692367,4550509,382,620
5,100,163,781598,4545050,369,632
5,100,141,628351,4420888,396,605
5,100,130,578672,4516008,378,623
5,100,146,669722,4499671,370,631
5,100,119,515052,4326114,415,587
5,100,139,621164,4458630,403,599
5,100,108,474187,4353918,407,595
5,100,112,497153,4441359,424,578
5,100,146,617748,4500923,387,614
5,100,118,479541,4303950,413,589
5,100,135,605400,4433188,404,599
5,100,162,725008,4470329,384,619
5,100,194,931496,4541275,382,625
5,100,130,565533,4374688,405,596
5,100,155,697521,4465029,383,618
5,100,120,526376,4507821,406,595
5,100,119,525043,4472295,394,607
5,100,133,570461,4413681,415,587
5,100,137,597038,4448617,400,603
5,100,114,477193,4353272,416,587
5,100,125,486830,4276253,426,575
5,100,130,603163,4517061,383,618
5,100,118,495936,4429444,402,599
5,100,126,525584,4345532,423,578
5,100,138,623492,4418081,385,618
5,100,135,620641,4440753,403,598
5,100,139,591266,4629470,355,647
5,100,137,626391,4484884,387,614
5,100,125,561020,4342781,425,576
5,100,126,557265,4350529,419,582
5,100,114,497796,4468325,398,603
5,100,140,635321,4580096,372,629
5,100,139,618494,4561248,385,616
5,100,136,597584,4449263,379,622
5,100,147,620276,4440690,398,603
5,100,136,618522,4503195,397,604
5,100,123,542029,4404026,410,591
5,100,137,588460,4479715,396,607
5,100,141,630722,4345804,417,584
5,100,127,567723,4505830,382,620
5,100,137,618179,4397046,399,603
5,100,156,712395,4556116,376,625
5,100,133,582015,4467567,400,605
5,100,118,478919,4373970,411,590
5,100,141,610261,4576137,380,622
5,100,148,666810,4508313,398,604
5,100,126,527038,4463233,393,608
5,100,161,748632,4447122,385,617
5,100,130,551550,4401469,414,587
5,100,140,619177,4570816,377,624
5,100,145,649458,4633809,368,634
5,100,149,662935,4481310,395,608
5,100,154,653378,4488193,387,614
5,100,141,618990,4525237,383,618
5,100,138,577750,4365587,419,583
5,100,145,664451,4520916,379,623
5,100,130,534720,4505132,396,606
5,100,146,669892,4457231,416,585
5,100,138,613956,4534445,381,621
5,100,135,606471,4505962,374,627
5,100,132,580818,4476283,394,607
,,,,,,
5,100,135.4059405941,595488.97029703,4447316.69306931,398.3168316832,603.4554455446
