Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline
5,100,14,54052,453572,43,59
5,100,9,18817,427648,45,56
5,100,14,60000,456510,41,61
5,100,12,34211,370773,54,47
5,100,12,47525,459178,37,64
5,100,10,30540,428937,44,58
5,100,9,16484,430465,43,58
5,100,17,63604,419921,39,63
5,100,15,41228,411097,46,55
5,100,12,41518,427651,48,54
5,100,12,44732,412927,43,58
5,100,19,84134,465455,37,66
5,100,13,48356,417853,45,56
5,100,15,56117,424850,47,55
5,100,11,30000,456052,44,58
5,100,15,60000,447638,43,58
5,100,10,30000,430918,40,62
5,100,12,34124,454537,38,63
5,100,16,63738,460280,36,65
5,100,13,31962,397536,50,52
5,100,16,60000,430574,43,58
5,100,10,26777,393660,49,52
5,100,12,30000,465621,42,59
5,100,14,60000,440872,40,61
5,100,11,30000,406232,47,54
5,100,14,54632,447110,38,63
5,100,14,60000,451478,42,60
5,100,14,57463,410077,46,55
5,100,17,66652,483316,31,70
5,100,14,34721,440670,45,56
5,100,11,40791,464107,39,63
5,100,12,45263,460209,44,58
5,100,18,73412,439246,37,64
5,100,9,22673,400769,53,48
5,100,14,44414,470719,34,68
5,100,22,96708,395334,51,51
5,100,13,41547,486108,39,63
5,100,12,48495,422941,44,57
5,100,15,49949,422741,51,51
5,100,12,31169,445705,36,65
5,100,10,30000,466164,41,60
5,100,7,5183,424814,42,59
5,100,9,30000,420304,43,58
5,100,20,90000,426425,46,55
5,100,16,60000,423640,43,59
5,100,17,68081,426806,41,60
5,100,21,90000,455313,36,66
5,100,16,62046,427680,42,59
5,100,7,29684,455510,40,61
5,100,13,44952,435255,45,56
5,100,13,43211,436384,42,59
5,100,16,62404,455037,38,63
5,100,20,90000,441441,43,60
5,100,14,60000,434724,39,63
5,100,16,60000,480461,35,68
5,100,17,82361,478655,35,67
5,100,14,60000,454825,35,66
5,100,10,30000,420857,46,55
5,100,10,30000,456563,46,55
5,100,16,42590,471524,44,59
5,100,21,99062,457834,41,60
5,100,19,90000,445719,41,62
5,100,23,97627,439010,43,60
5,100,16,60000,442777,39,62
5,100,18,71385,467846,38,65
5,100,20,90000,446708,36,65
5,100,11,36546,472843,33,68
5,100,17,60000,444175,46,56
5,100,15,41827,426956,47,55
5,100,12,31246,433503,46,57
5,100,12,34637,450216,37,65
5,100,27,120000,474747,38,67
5,100,13,47037,446113,38,63
5,100,14,60000,488805,36,66
5,100,12,32982,456599,40,62
5,100,11,33445,440581,41,60
5,100,19,86574,427298,46,56
5,100,16,60544,450754,39,62
5,100,20,81115,422029,40,62
5,100,17,64756,464986,38,65
5,100,16,60000,474282,37,65
5,100,16,55769,429428,43,59
5,100,17,68561,458210,35,67
5,100,17,60732,470243,36,67
5,100,12,37724,493101,37,64
5,100,10,30000,460011,42,60
5,100,14,60000,514252,34,69
5,100,17,73901,480758,33,68
5,100,20,90000,474193,38,63
5,100,16,61374,468225,31,71
5,100,17,80143,497633,30,72
5,100,18,90000,470231,35,67
5,100,11,42070,447660,36,65
5,100,17,79922,481959,31,71
5,100,15,60000,492034,34,67
5,100,18,63650,435684,46,58
5,100,19,90000,526353,30,73
5,100,22,93422,505431,32,72
5,100,21,90000,480702,32,70
5,100,22,102309,474236,34,67
5,100,24,109236,478613,32,71
,,,,,,
5,100,14.9306930693,56771.4455445545,448875.316831683,40.3663366337,61.3465346535
