Number of connections ,Avg. size Node list recieved  ,Number of nodes queried to find all nodes ,Time taken to find all nodes ,  Time take to test all nodes if online ,Number of nodes online,Number of nodes offline
5,100,1546,6794735,44589453,3913,6089
5,100,1583,6947892,44070929,4070,5931
5,100,1601,6982692,44309786,3950,6051
5,100,1589,7077942,44259165,4040,5961
5,100,1683,7538140,44188323,4036,5965
5,100,1592,6978639,44543698,3931,6070
5,100,1679,7489102,44428143,4004,5997
5,100,1636,7224890,44565425,3942,6062
5,100,1651,7361941,44326168,3996,6006
5,100,1730,7701430,44028318,4043,5958
5,100,1668,7508590,44631573,3978,6024
5,100,1662,7244123,44398895,3969,6032
5,100,1735,7812716,44479922,3964,6037
5,100,1665,7253389,43938908,4039,5962
5,100,1654,7328554,44463012,3945,6057
5,100,1647,7233169,44071104,4057,5944
5,100,1724,7746378,44043134,4043,5958
5,100,1679,7485608,44291186,4013,5988
5,100,1700,7501870,43975057,4084,5917
5,100,1741,7691517,44410011,3910,6092
5,100,1800,8132668,44527232,3961,6041
5,100,1712,7623257,44153177,4037,5964
5,100,1727,7582858,44129805,4008,5993
5,100,1715,7451326,44277710,3990,6012
5,100,1804,8060006,44189571,3991,6010
5,100,1815,8002939,44082535,4055,5946
5,100,1832,8013488,43849774,4108,5893
5,100,1836,8034177,44205941,3959,6042
5,100,1850,8223330,44526260,3943,6059
5,100,1569,6872795,44098320,4030,5971
5,100,1562,6917290,44384314,4036,5968
5,100,1571,6866485,44201420,3959,6042
5,100,1538,6637492,43853877,4096,5907
5,100,1659,7359599,44078173,4038,5964
5,100,1625,7273611,44438675,3979,6023
5,100,1620,7160527,44161165,4027,5974
5,100,1594,7029287,44053222,4053,5948
5,100,1588,6973422,44287223,3990,6011
5,100,1621,7167461,44452444,3964,6038
5,100,1625,7115304,44135770,4041,5961
5,100,1683,7555613,44600849,3939,6063
5,100,1629,7230837,44264458,3979,6023
5,100,1624,7119757,44475118,3937,6065
5,100,1691,7549081,44403409,3929,6072
5,100,1652,7332051,44396306,3995,6006
5,100,1811,8205091,44636087,3917,6084
5,100,1693,7383282,43964404,4071,5930
5,100,1650,7105119,43977767,4058,5944
5,100,1717,7442657,44016438,4041,5961
5,100,1686,7448928,43935032,4077,5924
5,100,1633,7008572,44291027,3980,6021
5,100,1736,7731069,44001861,4078,5923
5,100,1740,7704719,44722421,3934,6067
5,100,1782,7867858,44369916,3939,6062
5,100,1825,8163592,44509519,3910,6092
5,100,1749,7742906,44239364,4004,5997
5,100,1795,8005343,44507510,3972,6031
5,100,1799,8050293,44487659,3992,6011
5,100,1791,7817896,44110599,4031,5970
5,100,1631,7339965,44042034,4075,5926
5,100,1625,7266296,44309291,3961,6040
5,100,1593,6972270,43986326,4033,5969
5,100,1621,7239986,44315082,4020,5981
5,100,1623,7205481,44343872,4011,5991
5,100,1645,7320073,44286680,3980,6021
5,100,1612,6951831,43972511,4041,5962
5,100,1647,7344336,44359281,3982,6021
5,100,1695,7501503,44115531,4017,5984
5,100,1664,7486371,44357097,4000,6001
5,100,1642,7166226,44105852,4043,5958
5,100,1657,7330780,44150381,4034,5968
5,100,1663,7386381,44502311,3966,6036
5,100,1704,7564317,44595129,3923,6078
5,100,1665,7232820,44026461,4069,5932
5,100,1761,7854248,44708463,3912,6089
5,100,1706,7551742,44250511,4004,5998
5,100,1712,7563079,44000953,4063,5938
5,100,1782,7920108,44303779,3982,6019
5,100,1683,7361123,44110610,4067,5934
5,100,1691,7481696,44163899,4038,5965
5,100,1707,7515863,44097778,4018,5983
5,100,1761,7787238,44046576,4024,5979
5,100,1762,7671519,43838966,4046,5955
5,100,1811,8133761,44341132,4015,5986
5,100,1790,7980687,44240733,4064,5937
5,100,1800,8151894,44654193,3907,6094
5,100,1768,7756760,44368225,3957,6044
5,100,1782,7922806,44404993,3966,6037
5,100,1816,8103042,44062145,4039,5964
5,100,1611,7107784,44604804,3892,6109
5,100,1580,6941523,44696909,3932,6069
5,100,1599,6937036,44387630,3976,6025
5,100,1684,7518923,44214898,4028,5974
5,100,1683,7427359,44254200,4009,5992
5,100,1677,7481823,44254924,4026,5976
5,100,1700,7497750,44360323,3926,6075
