Number of connections,Number of DNS servers,Avg. size Node list recieved ,Time taken to find all nodes,Time take to test all nodes if online,Number of nodes online  ,Number of nodes offline  
8,,10,153890,265233,41,60
8,,10,191245,265379,43,58
8,,10,163782,231525,50,51
8,,10,153837,254354,49,52
8,,10,251190,277872,38,64
8,,10,184266,257522,48,53
8,,10,162550,251822,45,57
8,,10,173880,243898,48,54
8,,10,202675,253839,48,53
8,,10,188339,254571,47,54
8,,10,234414,265911,45,56
8,,10,229622,274229,38,63
8,,10,209226,288148,42,59
8,,10,236366,284756,37,64
8,,10,184281,245176,45,56
8,,10,176180,255658,45,56
8,,10,266011,278566,39,63
8,,10,224330,269720,41,60
8,,10,226397,247509,49,52
8,,10,210785,262943,38,63
8,,10,218097,275533,40,61
8,,10,178193,262803,44,57
8,,10,225663,263588,42,59
8,,10,265935,288314,34,67
8,,10,0,274641,29,67
8,,10,226570,251199,43,58
8,,10,192371,265607,46,56
8,,10,175924,259090,45,56
8,,10,274974,301697,34,67
8,,10,155349,257241,42,59
8,,10,165347,247126,46,55
8,,10,228557,273368,37,64
8,,10,233397,257407,40,61
8,,10,167786,244368,49,52
8,,10,233086,267372,42,59
8,,10,192660,250843,47,54
8,,10,217288,286365,39,62
8,,10,245034,269195,45,57
8,,10,177648,254137,47,55
8,,10,153958,245171,47,54
8,,10,239230,248576,46,55
8,,10,242978,270777,41,60
8,,10,238442,271859,40,61
8,,10,226297,273305,42,59
8,,10,226480,254872,40,61
8,,10,217657,269901,40,61
8,,10,223919,255258,44,57
8,,10,193462,253400,42,59
8,,10,266708,303000,37,64
8,,10,264950,268965,38,63
8,,10,223061,309939,40,61
8,,10,263115,269801,38,63
8,,10,188521,264368,48,53
8,,10,253962,279128,36,65
8,,10,242524,270920,38,63
8,,10,246420,285287,40,62
8,,10,244099,268222,41,60
8,,10,242155,289085,39,62
8,,10,164812,254485,50,51
8,,10,196618,280982,39,62
8,,10,249020,280263,39,62
8,,10,218770,264236,45,56
8,,10,236464,276119,45,56
8,,10,251075,285938,39,62
8,,10,222460,250626,45,56
8,,10,233816,256109,44,58
8,,10,271759,285823,36,67
8,,10,261419,268856,43,58
8,,10,217782,268159,44,57
8,,10,278198,301357,30,72
8,,10,210441,266661,43,60
8,,10,271829,281014,39,62
8,,10,183098,285319,40,61
8,,10,236474,267813,40,61
8,,10,233702,277333,45,56
8,,10,246290,268798,42,59
8,,10,282206,286246,32,71
8,,10,214707,292974,38,63
8,,10,274643,324134,33,69
8,,10,182647,269607,39,62
8,,10,258901,272242,36,65
8,,10,259246,283370,36,65
8,,10,196975,272655,41,61
8,,10,204548,268524,43,58
8,,10,180000,252639,47,54
8,,10,271957,304072,33,69
8,,10,270000,281673,35,66
8,,10,191311,281744,36,66
8,,10,251269,282243,46,55
8,,10,229274,280531,38,63
8,,10,259322,278328,43,60
8,,10,261325,275570,39,62
8,,10,213590,270658,44,57
8,,10,186150,268929,43,58
8,,10,284633,316444,33,68
8,,10,207246,275174,41,61
8,,10,227402,296695,33,68
8,,10,256657,284238,40,61
8,,10,295051,302808,31,70
,,,,,,
AVERAGE,,,,,,
8,,10,220587.575757576,271431.797979798,41.1313131313,60.0505050505
