Number of connections,Number of DNS servers,Avg. size Node list recieved ,Time taken to find all nodes,Time take to test all nodes if online,Number of nodes online  ,Number of nodes offline  
3,,10,505371,659512,44,57
3,,10,524876,681662,49,52
3,,10,553453,746250,43,59
3,,10,494757,664394,49,52
3,,10,452225,696423,45,56
3,,10,527625,691065,51,50
3,,10,613418,705081,47,54
3,,10,648960,745266,43,58
3,,10,634088,737090,40,61
3,,10,551688,712556,43,58
3,,10,730473,756322,40,63
3,,10,572970,709614,44,57
3,,10,457494,660594,52,49
3,,10,655692,705224,47,54
3,,10,584815,702195,45,57
3,,10,446479,722059,40,61
3,,10,620140,740270,43,58
3,,10,683054,739882,40,62
3,,10,692885,719148,42,59
3,,10,645292,725999,42,59
3,,10,569978,725442,44,57
3,,10,624035,786582,37,64
3,,10,679281,782840,37,64
3,,10,508170,683132,49,52
3,,10,658229,713020,45,56
3,,10,612144,738924,39,62
3,,10,627976,736977,42,59
3,,10,652442,746481,39,62
3,,10,336797,681362,47,54
3,,10,645794,733444,44,58
3,,10,632650,727391,42,59
3,,10,694580,763728,40,61
3,,10,633609,742571,39,62
3,,10,610129,763576,42,59
3,,10,601515,752688,44,57
3,,10,534599,692010,51,50
3,,10,619791,756005,40,61
3,,10,549616,749746,44,57
3,,10,604731,739713,39,62
3,,10,619155,751346,38,63
3,,10,499176,725430,46,55
3,,10,409418,771582,44,58
3,,10,743002,806101,38,63
3,,10,612558,745837,43,58
3,,10,640723,733544,39,62
3,,10,550803,755367,41,60
3,,10,645897,782270,41,60
3,,10,744387,771457,42,61
3,,10,622288,763724,42,59
3,,10,698205,738539,42,59
3,,10,613535,754750,40,62
3,,10,665566,782028,37,64
3,,10,570069,812629,39,62
3,,10,533659,733557,43,58
3,,10,733917,769607,35,66
3,,10,630892,759091,38,63
3,,10,703689,771100,37,64
3,,10,553721,733236,42,59
3,,10,646125,776991,41,60
3,,10,718815,760260,39,62
3,,10,603987,773394,39,62
3,,10,483124,775212,44,58
3,,10,623707,797613,34,67
3,,10,668109,732784,43,58
3,,10,646476,739908,43,58
3,,10,641569,732157,41,60
3,,10,508147,746675,42,59
3,,10,633832,775085,43,58
3,,10,683661,704443,44,57
3,,10,433964,728653,41,60
3,,10,703271,762012,42,59
3,,10,553632,728343,43,59
3,,10,734737,836578,36,65
3,,10,734931,829437,35,67
3,,10,721291,772800,36,66
3,,10,700084,741258,38,63
3,,10,562295,793285,37,64
3,,10,573395,733309,39,62
3,,10,767414,858885,32,70
3,,10,791141,833883,35,68
3,,10,758124,796246,36,65
3,,10,765652,785948,32,69
3,,10,602244,792050,39,63
3,,10,762903,818336,35,67
3,,10,637773,781023,43,58
3,,10,745269,802336,45,58
3,,10,754047,833203,32,69
3,,10,659112,768178,36,65
3,,10,709415,788290,35,66
3,,10,721220,789659,32,69
3,,10,614006,756969,41,60
3,,10,707246,762688,41,61
3,,10,601629,740948,37,64
3,,10,536417,739823,46,55
3,,10,592096,712957,45,56
3,,10,704783,769682,38,63
3,,10,792172,833602,33,70
3,,10,695020,838702,34,67
3,,10,776422,817267,31,70
3,,10,519996,751372,44,57
3,,10,656378,764741,41,61
,,,,,,
AVERAGE,,,,,,
3,,10,626020.910891089,753212.059405941,40.8217821782,60.4257425743
